Element 1: (3, (5, 1), ['.', '%', '.', 'F'], [(18, 4), (3, 5), (4, 6)], [False, True, False, False], 98, False, [True, False, True, False], 29, 'East', (6, 1))
Element 2: (3, (6, 1), ['', '%', '.', '.'], [(18, 5), (4, 5), (5, 6)], [False, True, False, False], 96, False, [False, False, True, True], 1058, 'East', (7, 1))
Element 3: (3, (7, 1), ['', '%', '.', '.'], [(17, 5), (5, 5), (6, 6)], [False, True, False, False], 94, False, [False, False, True, True], 1097, 'East', (8, 1))
Element 4: (3, (8, 1), ['', '%', '.', '.'], [(17, 6), (6, 5), (5, 6)], [False, True, False, False], 92, False, [False, False, True, True], 1126, 'East', (9, 1))
Element 5: (3, (9, 1), ['', '%', 'F', '%'], [(17, 7), (6, 4), (4, 6)], [False, True, False, True], 90, False, [False, False, False, False], 1155, 'North', (9, 2))
Element 6: (3, (9, 2), ['.', '', '.', '.'], [(18, 7), (6, 3), (3, 6)], [False, False, False, False], 88, False, [True, False, True, True], 2174, 'East', (10, 2))
Element 7: (3, (10, 2), ['', '%', '.', '.'], [(17, 7), (7, 3), (3, 7)], [False, True, False, False], 86, False, [False, False, True, True], 2203, 'East', (11, 2))
Element 8: (3, (11, 2), ['', '.', '.', '.'], [(17, 6), (8, 3), (2, 7)], [False, False, False, False], 84, False, [False, True, True, True], 3222, 'East', (12, 2))
Element 9: (3, (12, 2), ['', '.', '%', '.'], [(16, 6), (9, 3), (2, 8)], [False, False, True, False], 82, False, [False, True, False, True], 4251, 'East', (13, 2))
Element 10: (3, (13, 2), ['', '.', '.', '.'], [(16, 5), (10, 3), (1, 8)], [False, False, False, False], 80, False, [False, True, True, True], 5280, 'East', (14, 2))
Element 11: (3, (14, 2), ['', '.', '.', '%'], [(16, 4), (11, 3), (1, 7)], [False, False, False, True], 78, False, [False, True, True, False], 5319, 'North', (14, 3))
Element 12: (3, (14, 3), ['.', '', '.', '%'], [(17, 4), (11, 4), (1, 6)], [False, False, False, True], 76, False, [True, False, True, False], 5358, 'North', (14, 4))
Element 13: (3, (14, 4), ['.', '', '.', '.'], [(17, 3), (12, 4), (2, 6)], [False, False, False, False], 74, False, [True, False, True, True], 5397, 'East', (15, 4))
Element 14: (3, (15, 4), ['', '%', '.', ''], [(16, 3), (13, 4), (2, 5)], [False, True, False, False], 72, False, [False, False, True, False], 5426, 'North', (15, 5))
Element 15: (3, (15, 5), ['.', '', '.', ''], [(17, 3), (13, 5), (2, 4)], [False, False, False, False], 70, False, [True, False, True, False], 5455, 'North', (15, 6))
Element 16: (3, (15, 6), ['%', '', '.', ''], [(17, 4), (14, 5), (3, 4)], [True, False, False, False], 68, False, [False, False, True, False], 5484, 'North', (15, 7))
Element 17: (3, (15, 7), ['.', '', '.', '%'], [(16, 4), (15, 5), (4, 4)], [False, False, False, True], 66, False, [True, False, True, False], 5503, 'North', (15, 8))
Element 18: (3, (15, 8), ['.', '', '%', '%'], [(16, 3), (16, 5), (4, 3)], [False, False, True, True], 64, False, [True, False, False, False], 5522, 'West', (14, 8))
Element 19: (3, (14, 8), ['.', '.', '%', ''], [(16, 4), (17, 5), (5, 3)], [False, False, True, False], 62, False, [True, True, False, False], 5541, 'South', (14, 7))
Element 20: (3, (14, 7), ['%', '%', '', ''], [(15, 4), (18, 5), (5, 2)], [True, True, False, False], 60, False, [False, False, False, False], 5560, 'North', (14, 8))
Element 21: (3, (14, 8), ['.', '', '%', ''], [(15, 5), (18, 4), (6, 2)], [False, False, True, False], 58, False, [True, False, False, False], 5569, 'West', (13, 8))
Element 22: (3, (13, 8), ['%', '%', '%', ''], [(15, 6), (18, 3), (7, 2)], [True, True, True, False], 56, False, [False, False, False, False], 5588, 'East', (14, 8))
Element 23: (3, (14, 8), ['', '', '%', ''], [(15, 7), (17, 3), (8, 2)], [False, False, True, False], 54, False, [False, False, False, False], 5597, 'East', (15, 8))
Element 24: (3, (15, 8), ['', '', '%', '%'], [(14, 7), (17, 4), (9, 2)], [False, False, True, True], 52, False, [False, False, False, False], 5596, 'South', (15, 7))
Element 25: (3, (15, 7), ['', '', '', '%'], [(14, 8), (16, 4), (10, 2)], [False, False, False, True], 50, False, [False, False, False, False], 5595, 'West', (14, 7))
Element 26: (3, (14, 7), ['%', '%', '', ''], [(15, 8), (16, 3), (11, 2)], [True, True, False, False], 48, False, [False, False, False, False], 5594, 'East', (15, 7))
