Element 1: (1, (2, 10), ['.', '%', 'F', '.'], [(16, 6), (10, 8), (16, 12)], [False, True, False, False], 98, False, [True, False, False, True], 9, 'North', (2, 11))
Element 2: (1, (2, 11), ['F', '', '.', '%'], [(17, 6), (10, 7), (17, 12)], [False, False, False, True], 96, False, [False, False, True, False], 1038, 'West', (1, 11))
Element 3: (1, (1, 11), ['%', '.', '.', ''], [(17, 7), (9, 7), (18, 12)], [True, False, False, False], 94, False, [False, True, True, False], 2067, 'North', (1, 12))
Element 4: (1, (1, 12), ['%', '', '.', '.'], [(18, 7), (9, 8), (18, 13)], [True, False, False, False], 92, False, [False, False, True, True], 2106, 'East', (2, 12))
Element 5: (1, (2, 12), ['', '', '%', '.'], [(17, 7), (8, 8), (17, 13)], [False, False, True, False], 90, False, [False, False, False, True], 2135, 'East', (3, 12))
Element 6: (1, (3, 12), ['', '%', '.', '.'], [(17, 6), (8, 9), (16, 13)], [False, True, False, False], 88, False, [False, False, True, True], 2164, 'East', (4, 12))
Element 7: (1, (4, 12), ['', '.', '.', '.'], [(17, 5), (7, 9), (15, 13)], [False, False, False, False], 86, False, [False, True, True, True], 2203, 'East', (5, 12))
Element 8: (1, (5, 12), ['', '.', '.', '.'], [(18, 5), (7, 8), (15, 12)], [False, False, False, False], 84, False, [False, True, True, True], 2242, 'East', (6, 12))
Element 9: (1, (6, 12), ['', '.', '.', '.'], [(18, 4), (6, 8), (15, 13)], [False, False, False, False], 82, False, [False, True, True, True], 2271, 'East', (7, 12))
Element 10: (1, (7, 12), ['', '%', '.', 'F'], [(18, 3), (6, 9), (14, 13)], [False, True, False, False], 80, False, [False, False, True, False], 2310, 'East', (8, 12))
Element 11: (1, (8, 12), ['', '%', '%', '.'], [(17, 3), (6, 8), (13, 13)], [False, True, True, False], 78, False, [False, False, False, True], 3329, 'East', (9, 12))
Element 12: (1, (9, 12), ['', '%', '.', '.'], [(17, 4), (5, 8), (13, 12)], [False, True, False, False], 76, False, [False, False, True, True], 3368, 'East', (10, 12))
Element 13: (1, (10, 12), ['', '%', '.', '.'], [(16, 4), (4, 8), (13, 11)], [False, True, False, False], 74, False, [False, False, True, True], 3407, 'East', (11, 12))
Element 14: (1, (11, 12), ['', '%', '%', '.'], [(16, 5), (5, 8), (12, 11)], [False, True, True, False], 72, False, [False, False, False, True], 3436, 'East', (12, 12))
Element 15: (1, (12, 12), ['', '', '.', ''], [(15, 5), (6, 8), (13, 11)], [False, False, False, False], 70, False, [False, False, True, False], 3455, 'North', (12, 13))
Element 16: (1, (12, 13), ['%', '', '%', ''], [(15, 4), (7, 8), (13, 12)], [True, False, True, False], 68, False, [False, False, False, False], 3474, 'East', (13, 13))
Element 17: (1, (13, 13), ['', '', '%', ''], [(14, 4), (7, 9), (12, 12)], [False, False, True, False], 66, False, [False, False, False, False], 3483, 'East', (14, 13))
Element 18: (1, (14, 13), ['', '%', '%', ''], [(14, 5), (6, 9), (12, 13)], [False, True, True, False], 64, False, [False, False, False, False], 3492, 'East', (15, 13))
Element 19: (1, (15, 13), ['', '', '%', ''], [(13, 5), (7, 9), (12, 12)], [False, False, True, False], 62, False, [False, False, False, False], 3501, 'East', (16, 13))
Element 20: (1, (16, 13), ['', '', '%', ''], [(13, 6), (8, 9), (11, 12)], [False, False, True, False], 60, False, [False, False, False, False], 3510, 'East', (17, 13))
Element 21: (1, (17, 13), ['', '', '%', ''], [(12, 6), (8, 8), (10, 12)], [False, False, True, False], 58, False, [False, False, False, False], 3519, 'East', (18, 13))
Element 22: (1, (18, 13), ['', '', '%', '%'], [(12, 5), (7, 8), (10, 13)], [False, False, True, True], 56, False, [False, False, False, False], 3538, 'South', (18, 12))
Element 23: (1, (18, 12), ['', '.', '', '%'], [(12, 4), (8, 8), (9, 13)], [False, False, False, True], 54, False, [False, True, False, False], 3557, 'South', (18, 11))
Element 24: (1, (18, 11), ['.', '.', '', '%'], [(13, 4), (9, 8), (9, 12)], [False, False, False, True], 52, False, [True, True, False, False], 3576, 'South', (18, 10))
Element 25: (1, (18, 10), ['.', '%', '', '%'], [(13, 3), (9, 7), (8, 12)], [False, True, False, True], 50, False, [True, False, False, False], 3595, 'West', (17, 10))
Element 26: (1, (17, 10), ['.', '.', '.', ''], [(14, 3), (9, 6), (7, 12)], [False, False, False, False], 48, False, [True, True, True, False], 3624, 'North', (17, 11))
Element 27: (1, (17, 11), ['.', '', '', ''], [(14, 2), (9, 5), (7, 13)], [False, False, False, False], 46, False, [True, False, False, False], 3663, 'West', (16, 11))
Element 28: (1, (16, 11), ['%', '.', '', ''], [(14, 1), (10, 5), (6, 13)], [True, False, False, False], 44, False, [False, True, False, False], 4692, 'South', (16, 10))
Element 29: (1, (16, 10), ['%', '.', '', ''], [(15, 1), (10, 4), (5, 13)], [True, False, False, False], 42, False, [False, True, False, False], 4731, 'South', (16, 9))
Element 30: (1, (16, 9), ['%', '%', '', '.'], [(14, 1), (11, 4), (4, 13)], [True, True, False, False], 40, False, [False, False, False, True], 4760, 'East', (17, 9))
Element 31: (1, (17, 9), ['', '%', '', '%'], [(13, 1), (11, 3), (3, 13)], [False, True, False, True], 38, False, [False, False, False, False], 4799, 'West', (16, 9))
Element 32: (1, (16, 9), ['%', '%', '', ''], [(13, 2), (11, 2), (3, 12)], [True, True, False, False], 36, False, [False, False, False, False], 4818, 'North', (16, 10))
Element 33: (1, (16, 10), ['%', '', '', ''], [(13, 1), (12, 2), (4, 12)], [True, False, False, False], 34, False, [False, False, False, False], 4827, 'North', (16, 11))
Element 34: (1, (16, 11), ['%', '', '', ''], [(13, 2), (12, 1), (4, 11)], [True, False, False, False], 32, False, [False, False, False, False], 4846, 'North', (16, 12))
Element 35: (1, (16, 12), ['', '', '', ''], [(13, 1), (11, 1), (5, 11)], [False, False, False, False], 30, False, [False, False, False, False], 4865, 'East', (17, 12))
Element 36: (1, (17, 12), ['', '', '', ''], [(14, 1), (12, 1), (6, 11)], [False, False, False, False], 28, False, [False, False, False, False], 4874, 'West', (16, 12))
Element 37: (1, (16, 12), ['', '', '', ''], [(14, 2), (13, 1), (6, 12)], [False, False, False, False], 26, False, [False, False, False, False], 4873, 'West', (15, 12))
Element 38: (1, (15, 12), ['%', '%', '', ''], [(13, 2), (14, 1), (5, 12)], [True, True, False, False], 24, False, [False, False, False, False], 4872, 'East', (16, 12))
Element 39: (1, (16, 12), ['', '', '', ''], [(14, 2), (15, 1), (6, 12)], [False, False, False, False], 22, False, [False, False, False, False], 4871, 'South', (16, 11))
Element 40: (1, (16, 11), ['%', '', '', ''], [(14, 3), (14, 1), (6, 11)], [True, False, False, False], 20, False, [False, False, False, False], 4870, 'East', (17, 11))
Element 41: (1, (17, 11), ['', '', '', ''], [(13, 3), (14, 2), (5, 11)], [False, False, False, False], 18, False, [False, False, False, False], 4869, 'North', (17, 12))
Element 42: (1, (17, 12), ['', '', '', ''], [(13, 2), (14, 3), (5, 12)], [False, False, False, False], 16, False, [False, False, False, False], 4868, 'South', (17, 11))
Element 43: (1, (17, 11), ['', '', '', ''], [(13, 3), (14, 4), (5, 11)], [False, False, False, False], 14, False, [False, False, False, False], 4867, 'South', (17, 10))
Element 44: (1, (17, 10), ['', '', '', ''], [(13, 4), (15, 4), (4, 11)], [False, False, False, False], 12, False, [False, False, False, False], 4866, 'South', (17, 9))
Element 45: (1, (17, 9), ['', '%', '', '%'], [(12, 4), (16, 4), (4, 10)], [False, True, False, True], 10, False, [False, False, False, False], 4875, 'North', (17, 10))
Element 46: (1, (17, 10), ['', '', '', ''], [(11, 4), (16, 3), (3, 10)], [False, False, False, False], 8, False, [False, False, False, False], 4894, 'West', (16, 10))
Element 47: (1, (16, 10), ['%', '', '', ''], [(11, 3), (17, 3), (2, 10)], [True, False, False, False], 6, False, [False, False, False, False], 4893, 'East', (17, 10))
Element 48: (1, (17, 10), ['', '', '', ''], [(10, 3), (18, 3), (1, 10)], [False, False, False, False], 4, False, [False, False, False, False], 4912, 'East', (18, 10))
Element 49: (1, (18, 10), ['', '%', '', '%'], [(10, 2), (18, 4), (1, 11)], [False, True, False, True], 2, False, [False, False, False, False], 4921, 'North', (18, 11))
Element 50: (1, (18, 11), ['', '', '', '%'], [(10, 2), (18, 5), (2, 11)], [False, False, False, True], 0, False, [False, False, False, False], 4920, 'Stop', (18, 11))
Element 51: #0#
