Element 1: (0, (10, 4), ['.', '.', 'F', '.'], [(4, 1), (4, 13), (17, 4)], [False, False, False, False], 98, False, [True, True, False, True], 0, 'North', (10, 5))
Element 2: (0, (10, 5), ['.', '', '%', '%'], [(5, 1), (5, 13), (18, 4)], [False, False, True, True], 96, False, [True, False, False, False], 1029, 'West', (9, 5))
Element 3: (0, (9, 5), ['.', '.', '.', ''], [(6, 1), (6, 13), (18, 5)], [False, False, False, False], 94, False, [True, True, True, False], 2058, 'North', (9, 6))
Element 4: (0, (9, 6), ['.', '', '.', '%'], [(7, 1), (7, 13), (17, 5)], [False, False, False, True], 92, False, [True, False, True, False], 2097, 'North', (9, 7))
Element 5: (0, (9, 7), ['%', '', '.', '.'], [(8, 1), (7, 12), (17, 6)], [True, False, False, False], 90, False, [False, False, True, True], 2136, 'East', (10, 7))
Element 6: (0, (10, 7), ['', '%', '.', '%'], [(9, 1), (8, 12), (17, 7)], [False, True, False, True], 88, False, [False, False, True, False], 3165, 'North', (10, 8))
Element 7: (0, (10, 8), ['.', '', '%', '%'], [(9, 2), (9, 12), (18, 7)], [False, False, True, True], 86, False, [True, False, False, False], 4194, 'West', (9, 8))
Element 8: (0, (9, 8), ['.', '', '%', ''], [(10, 2), (10, 12), (17, 7)], [False, False, True, False], 84, False, [True, False, False, False], 4223, 'West', (8, 8))
Element 9: (0, (8, 8), ['.', '%', '.', ''], [(11, 2), (11, 12), (17, 6)], [False, True, False, False], 82, False, [True, False, True, False], 4252, 'North', (8, 9))
Element 10: (0, (8, 9), ['.', '', '%', '%'], [(12, 2), (12, 12), (16, 6)], [False, False, True, True], 80, False, [True, False, False, False], 4291, 'West', (7, 9))
Element 11: (0, (7, 9), ['.', '.', '%', ''], [(13, 2), (13, 12), (16, 5)], [False, False, True, False], 78, False, [True, True, False, False], 4330, 'South', (7, 8))
Element 12: (0, (7, 8), ['.', '%', '', ''], [(14, 2), (13, 13), (16, 4)], [False, True, False, False], 76, False, [True, False, False, False], 4369, 'West', (6, 8))
Element 13: (0, (6, 8), ['.', '%', '.', ''], [(14, 3), (14, 13), (16, 3)], [False, True, False, False], 74, False, [True, False, True, False], 4408, 'North', (6, 9))
Element 14: (0, (6, 9), ['%', '', '%', ''], [(14, 4), (15, 13), (17, 3)], [True, False, True, False], 72, False, [False, False, False, False], 4447, 'South', (6, 8))
Element 15: (0, (6, 8), ['.', '%', '', ''], [(15, 4), (16, 13), (18, 3)], [False, True, False, False], 70, False, [True, False, False, False], 4476, 'West', (5, 8))
Element 16: (0, (5, 8), ['.', '%', '%', ''], [(15, 5), (17, 13), (17, 3)], [False, True, True, False], 68, False, [True, False, False, False], 4505, 'West', (4, 8))
Element 17: (0, (4, 8), ['%', '%', '%', ''], [(15, 6), (18, 13), (16, 3)], [True, True, True, False], 66, False, [False, False, False, False], 4534, 'East', (5, 8))
Element 18: (0, (5, 8), ['', '%', '%', ''], [(15, 7), (18, 12), (16, 4)], [False, True, True, False], 64, False, [False, False, False, False], 4553, 'East', (6, 8))
Element 19: (0, (6, 8), ['', '%', '', ''], [(15, 8), (18, 11), (15, 4)], [False, True, False, False], 62, False, [False, False, False, False], 4572, 'East', (7, 8))
Element 20: (0, (7, 8), ['', '%', '', ''], [(14, 8), (18, 10), (15, 5)], [False, True, False, False], 60, False, [False, False, False, False], 4591, 'North', (7, 9))
Element 21: (0, (7, 9), ['', '', '%', ''], [(14, 7), (17, 10), (14, 5)], [False, False, True, False], 58, False, [False, False, False, False], 4620, 'West', (6, 9))
Element 22: (0, (6, 9), ['%', '', '%', ''], [(14, 8), (17, 11), (13, 5)], [True, False, True, False], 56, False, [False, False, False, False], 4639, 'East', (7, 9))
