Element 1: (0, (4, 10), ['.', '%', '.', '%'], [(7, 1), (7, 13), (15, 7)], [False, True, False, True], 98, False, [True, False, True, False], 0, 'North', (4, 11))
Element 2: (0, (4, 11), ['%', '', '.', '.'], [(6, 1), (7, 12), (15, 8)], [True, False, False, False], 96, False, [False, False, True, True], 1029, 'East', (5, 11))
Element 3: (0, (5, 11), ['', '%', '.', '.'], [(6, 2), (8, 12), (14, 8)], [False, True, False, False], 94, False, [False, False, True, True], 2058, 'East', (6, 11))
Element 4: (0, (6, 11), ['', '%', '.', '%'], [(7, 2), (9, 12), (14, 7)], [False, True, False, True], 92, False, [False, False, True, False], 2097, 'North', (6, 12))
Element 5: (0, (6, 12), ['.', '', '.', ''], [(8, 2), (10, 12), (14, 8)], [False, False, False, False], 90, False, [True, False, True, False], 2126, 'North', (6, 13))
Element 6: (0, (6, 13), ['.', '', '%', ''], [(9, 2), (11, 12), (13, 8)], [False, False, True, False], 88, False, [True, False, False, False], 3155, 'West', (5, 13))
Element 7: (0, (5, 13), ['.', '.', '%', ''], [(10, 2), (12, 12), (14, 8)], [False, False, True, False], 86, False, [True, True, False, False], 3184, 'South', (5, 12))
Element 8: (0, (5, 12), ['.', '', '', ''], [(11, 2), (13, 12), (15, 8)], [False, False, False, False], 84, False, [True, False, False, False], 3213, 'West', (4, 12))
Element 9: (0, (4, 12), ['.', '', '.', ''], [(12, 2), (13, 13), (15, 7)], [False, False, False, False], 82, False, [True, False, True, False], 3242, 'North', (4, 13))
Element 10: (0, (4, 13), ['.', '', '%', ''], [(13, 2), (14, 13), (15, 6)], [False, False, True, False], 80, False, [True, False, False, False], 3281, 'West', (3, 13))
Element 11: (0, (3, 13), ['%', '.', '%', ''], [(14, 2), (15, 13), (16, 6)], [True, False, True, False], 78, False, [False, True, False, False], 3320, 'South', (3, 12))
Element 12: (0, (3, 12), ['.', '%', '', ''], [(14, 3), (16, 13), (17, 6)], [False, True, False, False], 76, False, [True, False, False, False], 3359, 'West', (2, 12))
Element 13: (0, (2, 12), ['.', 'F', '%', ''], [(14, 4), (17, 13), (17, 7)], [False, False, True, False], 74, False, [True, False, False, False], 3398, 'South', (2, 11))
Element 14: (0, (2, 11), ['F', '.', '', '%'], [(15, 4), (18, 13), (18, 7)], [False, False, False, True], 72, False, [False, True, False, False], 4427, 'West', (1, 11))
Element 15: (0, (1, 11), ['%', '.', '.', ''], [(16, 4), (18, 12), (17, 7)], [True, False, False, False], 70, False, [False, True, True, False], 5446, 'North', (1, 12))
Element 16: (0, (1, 12), ['%', '', '.', ''], [(17, 4), (18, 11), (17, 6)], [True, False, False, False], 68, False, [False, False, True, False], 5475, 'North', (1, 13))
Element 17: (0, (1, 13), ['%', '', '%', '%'], [(18, 4), (18, 10), (17, 5)], [True, False, True, True], 66, False, [False, False, False, False], 5514, 'South', (1, 12))
Element 18: (0, (1, 12), ['%', '', '', ''], [(18, 5), (17, 10), (16, 5)], [True, False, False, False], 64, False, [False, False, False, False], 5543, 'South', (1, 11))
