Element 1: (2, (8, 4), ['%', 'F', '.', '.'], [(15, 8), (8, 9), (14, 2)], [True, False, False, False], 98, False, [False, False, True, True], 19, 'South', (8, 3))
Element 21: (2, (11, 1), ['%', '%', '', ''], [(17, 6), (15, 6), (14, 8)], [True, True, False, False], 58, False, [False, False, False, False], 3479, 'East', (12, 1))
Element 22: (2, (12, 1), ['', '%', '', ''], [(17, 7), (15, 7), (14, 7)], [False, True, False, False], 56, False, [False, False, False, False], 3478, 'East', (13, 1))
Element 23: (2, (13, 1), ['', '%', '', ''], [(18, 7), (15, 8), (14, 8)], [False, True, False, False], 54, False, [False, False, False, False], 3477, 'East', (14, 1))
Element 24: (2, (14, 1), ['', '%', '', ''], [(17, 7), (14, 8), (13, 8)], [False, True, False, False], 52, False, [False, False, False, False], 3476, 'North', (14, 2))
Element 25: (2, (14, 2), ['', '', '', '%'], [(17, 6), (14, 7), (13, 8)], [False, False, False, True], 50, False, [False, False, False, False], 3475, 'North', (14, 3))
Element 26: (2, (14, 3), ['', '', '', '%'], [(17, 5), (15, 7), (14, 8)], [False, False, False, True], 48, False, [False, False, False, False], 3474, 'North', (14, 4))
Element 27: (2, (14, 4), ['', '', '', ''], [(17, 4), (15, 8), (13, 8)], [False, False, False, False], 46, False, [False, False, False, False], 3473, 'North', (14, 5))
Element 28: (2, (14, 5), ['', '', '%', ''], [(17, 5), (15, 7), (13, 8)], [False, False, True, False], 44, False, [False, False, False, False], 3472, 'West', (13, 5))
Element 29: (2, (13, 5), ['', '', '', ''], [(18, 5), (14, 7), (14, 8)], [False, False, False, False], 42, False, [False, False, False, False], 3471, 'North', (13, 6))
Element 30: (2, (13, 6), ['', '', '%', '%'], [(18, 4), (15, 7), (14, 7)], [False, False, True, True], 40, False, [False, False, False, False], 3470, 'West', (12, 6))
Element 31: (2, (12, 6), ['.', '', '%', ''], [(17, 4), (15, 6), (14, 7)], [False, False, True, False], 38, False, [True, False, False, False], 3469, 'West', (11, 6))
Element 32: (2, (11, 6), ['%', '%', '%', ''], [(18, 4), (16, 6), (14, 7)], [True, True, True, False], 36, False, [False, False, False, False], 3478, 'East', (12, 6))
Element 33: (2, (12, 6), ['', '', '%', ''], [(18, 3), (16, 5), (14, 7)], [False, False, True, False], 34, False, [False, False, False, False], 3477, 'South', (12, 5))
Element 34: (2, (12, 5), ['%', '', '', ''], [(17, 3), (16, 4), (14, 8)], [True, False, False, False], 32, False, [False, False, False, False], 3476, 'South', (12, 4))
Element 35: (2, (12, 4), ['', '%', '', ''], [(17, 4), (16, 3), (14, 7)], [False, True, False, False], 30, False, [False, False, False, False], 3475, 'West', (11, 4))
Element 36: (2, (11, 4), ['', '.', '%', ''], [(17, 3), (16, 4), (14, 7)], [False, False, True, False], 28, False, [False, True, False, False], 3474, 'South', (11, 3))
Element 37: (2, (11, 3), ['.', '', '', '%'], [(16, 3), (15, 4), (14, 7)], [False, False, False, True], 26, False, [True, False, False, False], 3483, 'West', (10, 3))
Element 38: (2, (10, 3), ['', '', '', ''], [(16, 4), (14, 4), (14, 7)], [False, False, False, False], 24, False, [False, False, False, False], 3492, 'North', (10, 4))
Element 39: (2, (10, 4), ['.', '', '', ''], [(17, 4), (14, 3), (14, 7)], [False, False, False, False], 22, False, [True, False, False, False], 3491, 'West', (9, 4))
Element 40: (2, (9, 4), ['', '', '', ''], [(16, 4), (14, 2), (14, 8)], [False, False, False, False], 20, False, [False, False, False, False], 3500, 'North', (9, 5))
Element 41: (2, (9, 5), ['.', '', '', ''], [(15, 4), (14, 1), (14, 7)], [False, False, False, False], 18, False, [True, False, False, False], 3499, 'West', (8, 5))
Element 42: (2, (8, 5), ['%', '', '.', ''], [(14, 4), (15, 1), (14, 7)], [True, False, False, False], 16, False, [False, False, True, False], 3508, 'North', (8, 6))
Element 43: (2, (8, 6), ['%', '', '%', ''], [(14, 5), (14, 1), (14, 7)], [True, False, True, False], 14, False, [False, False, False, False], 3517, 'East', (9, 6))
Element 44: (2, (9, 6), ['', '', '', '%'], [(13, 5), (13, 1), (14, 7)], [False, False, False, True], 12, False, [False, False, False, False], 3516, 'North', (9, 7))
Element 45: (2, (9, 7), ['%', '', '', ''], [(13, 6), (13, 2), (14, 7)], [True, False, False, False], 10, False, [False, False, False, False], 3515, 'East', (10, 7))
Element 46: (2, (10, 7), ['', '%', '', '%'], [(12, 6), (13, 3), (14, 7)], [False, True, False, True], 8, False, [False, False, False, False], 3514, 'North', (10, 8))
Element 47: (2, (10, 8), ['', '', '%', '%'], [(12, 5), (13, 4), (14, 7)], [False, False, True, True], 6, False, [False, False, False, False], 3513, 'West', (9, 8))
Element 48: (2, (9, 8), ['', '', '%', ''], [(12, 4), (13, 3), (14, 7)], [False, False, True, False], 4, False, [False, False, False, False], 3512, 'West', (8, 8))
Element 49: (2, (8, 8), ['.', '%', '', ''], [(13, 4), (13, 2), (14, 7)], [False, True, False, False], 2, False, [True, False, False, False], 3511, 'West', (7, 8))
Element 50: (2, (7, 8), ['.', '%', '', ''], [(13, 4), (13, 2), (14, 7)], [False, True, False, False], 0, False, [True, False, False, False], 3520, 'Stop', (7, 8))
Element 51: #0#
