Element 1: (2, (8, 4), ['%', 'F', '.', '.'], [(15, 8), (8, 9), (14, 2)], [True, False, False, False], 98, False, [False, False, True, True], 19, 'South', (8, 3))
Element 2: (2, (8, 3), ['.', '.', '', '.'], [(14, 8), (8, 8), (14, 3)], [False, False, False, False], 96, False, [True, True, False, True], 1048, 'East', (9, 3))
Element 3: (2, (9, 3), ['', 'F', '.', '.'], [(14, 7), (9, 8), (14, 4)], [False, False, False, False], 94, False, [False, False, True, True], 1087, 'South', (9, 2))
Element 4: (2, (9, 2), ['.', '.', '', '.'], [(14, 8), (10, 8), (15, 4)], [False, False, False, False], 92, False, [True, True, False, True], 2106, 'East', (10, 2))
Element 5: (2, (10, 2), ['', '%', '.', '.'], [(13, 8), (10, 7), (16, 4)], [False, True, False, False], 90, False, [False, False, True, True], 2145, 'East', (11, 2))
Element 6: (2, (11, 2), ['', '.', '.', '.'], [(14, 8), (9, 7), (17, 4)], [False, False, False, False], 88, False, [False, True, True, True], 2174, 'East', (12, 2))
Element 7: (2, (12, 2), ['', '.', '%', '.'], [(15, 8), (9, 6), (18, 4)], [False, False, True, False], 86, False, [False, True, False, True], 2203, 'East', (13, 2))
Element 8: (2, (13, 2), ['', '.', '.', ''], [(15, 7), (9, 5), (18, 5)], [False, False, False, False], 84, False, [False, True, True, False], 2232, 'North', (13, 3))
Element 9: (2, (13, 3), ['%', '', '.', ''], [(15, 6), (10, 5), (17, 5)], [True, False, False, False], 82, False, [False, False, True, False], 3261, 'North', (13, 4))
Element 10: (2, (13, 4), ['.', '', '.', ''], [(16, 6), (10, 4), (17, 6)], [False, False, False, False], 80, False, [True, False, True, False], 3300, 'North', (13, 5))
Element 11: (2, (13, 5), ['.', '', '.', '.'], [(16, 5), (11, 4), (17, 7)], [False, False, False, False], 78, False, [True, False, True, True], 3339, 'East', (14, 5))
Element 12: (2, (14, 5), ['', '', '%', 'G'], [(15, 5), (12, 4), (18, 7)], [False, False, True, False], 76, False, [False, False, False, False], 3378, 'South', (14, 4))
Element 13: (2, (14, 4), ['', '', '', 'G'], [(15, 4), (12, 5), (17, 7)], [False, False, False, False], 74, False, [False, False, False, False], 3387, 'South', (14, 3))
Element 14: (2, (14, 3), ['', '', '', '%'], [(16, 4), (12, 6), (17, 6)], [False, False, False, True], 72, False, [False, False, False, False], 3396, 'South', (14, 2))
Element 15: (2, (14, 2), ['', '.', '', '%'], [(16, 3), (13, 6), (17, 5)], [False, False, False, True], 70, False, [False, True, False, False], 3415, 'South', (14, 1))
Element 16: (2, (14, 1), ['.', '%', '', '.'], [(17, 3), (13, 5), (16, 5)], [False, True, False, False], 68, False, [True, False, False, True], 3434, 'East', (15, 1))
Element 17: (2, (15, 1), ['', '%', '%', '%'], [(18, 3), (14, 5), (16, 6)], [False, True, True, True], 66, False, [False, False, False, False], 3453, 'West', (14, 1))
Element 18: (2, (14, 1), ['.', '%', '', ''], [(18, 4), (15, 5), (15, 6)], [False, True, False, False], 64, False, [True, False, False, False], 3452, 'West', (13, 1))
Element 19: (2, (13, 1), ['.', '%', '', ''], [(18, 5), (16, 5), (15, 7)], [False, True, False, False], 62, False, [True, False, False, False], 3461, 'West', (12, 1))
Element 20: (2, (12, 1), ['.', '%', '', ''], [(17, 5), (16, 6), (15, 8)], [False, True, False, False], 60, False, [True, False, False, False], 3470, 'West', (11, 1))
