Element 1: (1, (6, 2), ['.', 'F', '.', '.'], [(3, 6), (8, 9), (12, 5)], [False, False, False, False], 98, False, [True, False, True, True], 9, 'South', (6, 1))
Element 2: (1, (6, 1), ['.', '%', '', '.'], [(4, 6), (8, 8), (13, 5)], [False, True, False, False], 96, False, [True, False, False, True], 1038, 'East', (7, 1))
Element 3: (1, (7, 1), ['', '%', '.', '.'], [(5, 6), (9, 8), (14, 5)], [False, True, False, False], 94, False, [False, False, True, True], 1077, 'East', (8, 1))
Element 4: (1, (8, 1), ['', '%', '.', '.'], [(6, 6), (10, 8), (15, 5)], [False, True, False, False], 92, False, [False, False, True, True], 1116, 'East', (9, 1))
Element 5: (1, (9, 1), ['', '%', 'F', '%'], [(6, 5), (10, 7), (16, 5)], [False, True, False, True], 90, False, [False, False, False, False], 1155, 'North', (9, 2))
Element 6: (1, (9, 2), ['.', '', '.', '.'], [(6, 4), (9, 7), (17, 5)], [False, False, False, False], 88, False, [True, False, True, True], 2184, 'East', (10, 2))
Element 7: (1, (10, 2), ['', '%', '.', '.'], [(6, 3), (9, 6), (18, 5)], [False, True, False, False], 86, False, [False, False, True, True], 2223, 'East', (11, 2))
Element 8: (1, (11, 2), ['', '.', '.', '.'], [(7, 3), (9, 5), (18, 4)], [False, False, False, False], 84, False, [False, True, True, True], 2262, 'East', (12, 2))
Element 9: (1, (12, 2), ['', '.', '%', '.'], [(8, 3), (10, 5), (18, 3)], [False, False, True, False], 82, False, [False, True, False, True], 4281, 'East', (13, 2))
Element 10: (1, (13, 2), ['', '.', '.', '.'], [(9, 3), (10, 4), (17, 3)], [False, False, False, False], 80, False, [False, True, True, True], 4320, 'East', (14, 2))
Element 11: (1, (14, 2), ['', '.', '.', '%'], [(10, 3), (11, 4), (17, 4)], [False, False, False, True], 78, False, [False, True, True, False], 4359, 'North', (14, 3))
Element 12: (1, (14, 3), ['.', '', '.', '%'], [(11, 3), (12, 4), (16, 4)], [False, False, False, True], 76, False, [True, False, True, False], 4398, 'North', (14, 4))
Element 13: (1, (14, 4), ['G', '', '', '.'], [(11, 4), (13, 4), (16, 3)], [False, False, False, False], 74, False, [False, False, False, True], 4427, 'East', (15, 4))
Element 14: (1, (15, 4), ['', '%', '', 'G'], [(12, 4), (13, 3), (16, 4)], [False, True, False, False], 72, False, [False, False, False, False], 4446, 'North', (15, 5))
Element 15: (1, (15, 5), ['', 'G', '.', ''], [(13, 4), (14, 3), (15, 4)], [False, False, False, False], 70, False, [False, False, True, False], 4445, 'North', (15, 6))
Element 16: (1, (15, 6), ['%', '', '.', '.'], [(13, 5), (14, 4), (16, 4)], [True, False, False, False], 68, False, [False, False, True, True], 4454, 'East', (16, 6))
Element 17: (1, (16, 6), ['', '', '%', '.'], [(13, 6), (15, 4), (17, 4)], [False, False, True, False], 66, False, [False, False, False, True], 4473, 'East', (17, 6))
Element 18: (1, (17, 6), ['', '', '.', '%'], [(12, 6), (16, 4), (17, 3)], [False, False, False, True], 64, False, [False, False, True, False], 4492, 'North', (17, 7))
Element 19: (1, (17, 7), ['%', '', '%', '.'], [(11, 6), (17, 4), (16, 3)], [True, False, True, False], 62, False, [False, False, False, True], 4511, 'East', (18, 7))
Element 20: (1, (18, 7), ['', '%', '%', '%'], [(12, 6), (18, 4), (17, 3)], [False, True, True, True], 60, False, [False, False, False, False], 4520, 'West', (17, 7))
Element 21: (1, (17, 7), ['%', '', '%', ''], [(12, 5), (18, 5), (18, 3)], [True, False, True, False], 58, False, [False, False, False, False], 4519, 'South', (17, 6))
Element 22: (1, (17, 6), ['', 'G', '', '%'], [(12, 6), (17, 5), (18, 4)], [False, False, False, True], 56, False, [False, False, False, False], 4518, 'West', (16, 6))
Element 23: (1, (16, 6), ['', '', '%', 'G'], [(13, 6), (17, 6), (17, 4)], [False, False, True, False], 54, False, [False, False, False, False], 4517, 'West', (15, 6))
Element 24: (1, (15, 6), ['%', '', '.', ''], [(13, 5), (17, 7), (18, 4)], [True, False, False, False], 52, False, [False, False, True, False], 4516, 'East', (16, 6))
Element 25: (1, (16, 6), ['', '', '%', ''], [(14, 5), (18, 7), (18, 5)], [False, False, True, False], 50, False, [False, False, False, False], 4515, 'South', (16, 5))
Element 26: (1, (16, 5), ['G', '', '', 'G'], [(15, 5), (17, 7), (17, 5)], [False, False, False, False], 48, False, [False, False, False, False], 4514, 'South', (16, 4))
Element 27: (1, (16, 4), ['', '', 'G', ''], [(15, 6), (17, 6), (16, 5)], [False, False, False, False], 46, False, [False, False, False, False], 4513, 'East', (17, 4))
Element 28: (1, (17, 4), ['', '', 'G', ''], [(15, 7), (16, 6), (17, 5)], [False, False, False, False], 44, False, [False, False, False, False], 4522, 'East', (18, 4))
Element 29: (1, (18, 4), ['G', '', '', '%'], [(15, 8), (16, 5), (17, 4)], [False, False, False, True], 42, False, [False, False, False, False], 4531, 'North', (18, 5))
Element 30: (1, (18, 5), ['G', '', '%', '%'], [(14, 8), (15, 5), (17, 5)], [False, False, True, True], 40, False, [False, False, False, False], 4540, 'South', (18, 4))
Element 31: (1, (18, 4), ['', '', '', '%'], [(14, 7), (15, 6), (16, 5)], [False, False, False, True], 38, False, [False, False, False, False], 4549, 'South', (18, 3))
Element 32: (1, (18, 3), ['', '%', '', '%'], [(14, 8), (15, 7), (16, 6)], [False, True, False, True], 36, False, [False, False, False, False], 4548, 'West', (17, 3))
Element 33: (1, (17, 3), ['', '%', '', ''], [(13, 8), (15, 8), (17, 6)], [False, True, False, False], 34, False, [False, False, False, False], 4557, 'West', (16, 3))
Element 34: (1, (16, 3), ['%', '%', '', ''], [(13, 8), (14, 8), (17, 7)], [True, True, False, False], 32, False, [False, False, False, False], 4556, 'East', (17, 3))
Element 35: (1, (17, 3), ['', '%', '', ''], [(14, 8), (14, 7), (18, 7)], [False, True, False, False], 30, False, [False, False, False, False], 4555, 'East', (18, 3))
Element 36: (1, (18, 3), ['', '%', '', '%'], [(13, 8), (15, 7), (17, 7)], [False, True, False, True], 28, False, [False, False, False, False], 4554, 'North', (18, 4))
Element 37: (1, (18, 4), ['', '', '', '%'], [(13, 8), (15, 8), (17, 6)], [False, False, False, True], 26, False, [False, False, False, False], 4553, 'West', (17, 4))
Element 38: (1, (17, 4), ['', '', '', ''], [(14, 8), (15, 7), (16, 6)], [False, False, False, False], 24, False, [False, False, False, False], 4552, 'South', (17, 3))
Element 39: (1, (17, 3), ['', '%', '', ''], [(13, 8), (14, 7), (15, 6)], [False, True, False, False], 22, False, [False, False, False, False], 4551, 'North', (17, 4))
Element 40: (1, (17, 4), ['', '', '', ''], [(13, 8), (15, 7), (16, 6)], [False, False, False, False], 20, False, [False, False, False, False], 4550, 'West', (16, 4))
Element 41: (1, (16, 4), ['', '', 'G', ''], [(13, 8), (15, 6), (16, 5)], [False, False, False, False], 18, False, [False, False, False, False], 4549, 'South', (16, 3))
Element 42: (1, (16, 3), ['%', '%', 'G', ''], [(14, 8), (15, 5), (16, 4)], [True, True, False, False], 16, False, [False, False, False, False], 4548, 'East', (17, 3))
Element 43: (1, (17, 3), ['', '%', '', ''], [(13, 8), (14, 5), (16, 5)], [False, True, False, False], 14, False, [False, False, False, False], 4547, 'West', (16, 3))
Element 44: (1, (16, 3), ['%', '%', '', ''], [(13, 8), (13, 5), (15, 5)], [True, True, False, False], 12, False, [False, False, False, False], 4546, 'North', (16, 4))
Element 45: (1, (16, 4), ['', '', '', ''], [(13, 8), (13, 6), (15, 6)], [False, False, False, False], 10, False, [False, False, False, False], 4545, 'West', (15, 4))
Element 46: (1, (15, 4), ['', '%', 'G', ''], [(13, 8), (12, 6), (15, 5)], [False, True, False, False], 8, False, [False, False, False, False], 4544, 'North', (15, 5))
Element 47: (1, (15, 5), ['', 'G', '', ''], [(14, 8), (12, 5), (15, 4)], [False, False, False, False], 6, False, [False, False, False, False], 4543, 'North', (15, 6))
Element 48: (1, (15, 6), ['%', 'G', '', ''], [(14, 7), (12, 6), (15, 5)], [True, False, False, False], 4, False, [False, False, False, False], 4542, 'North', (15, 7))
Element 49: (1, (15, 7), ['G', '', '', '%'], [(14, 7), (11, 6), (14, 5)], [False, False, False, True], 2, False, [False, False, False, False], 4541, 'North', (15, 8))
Element 50: (1, (15, 8), ['', '', '%', '%'], [(14, 7), (12, 6), (14, 4)], [False, False, True, True], 0, False, [False, False, False, False], 4540, 'Stop', (15, 8))
Element 51: #0#
