Element 1: (0, (10, 3), ['G', '.', '.', '.'], [(9, 3), (13, 1), (14, 4)], [False, False, False, False], 98, False, [False, True, True, True], 0, 'East', (11, 3))
Element 2: (0, (11, 3), ['', '.', '.', '%'], [(9, 2), (14, 1), (15, 4)], [False, False, False, True], 96, False, [False, True, True, False], 1029, 'North', (11, 4))
Element 3: (0, (11, 4), ['.', '', '%', '.'], [(10, 2), (15, 1), (16, 4)], [False, False, True, False], 94, False, [True, False, False, True], 1068, 'East', (12, 4))
Element 4: (0, (12, 4), ['', '%', '.', '.'], [(11, 2), (14, 1), (17, 4)], [False, True, False, False], 92, False, [False, False, True, True], 1097, 'East', (13, 4))
Element 5: (0, (13, 4), ['', '.', '.', ''], [(12, 2), (14, 2), (18, 4)], [False, False, False, False], 90, False, [False, True, True, False], 1136, 'North', (13, 5))
Element 6: (0, (13, 5), ['.', '', '.', '.'], [(13, 2), (14, 3), (18, 5)], [False, False, False, False], 88, False, [True, False, True, True], 1175, 'East', (14, 5))
Element 7: (0, (14, 5), ['', 'G', '%', '.'], [(13, 3), (14, 4), (17, 5)], [False, False, True, False], 86, False, [False, False, False, True], 1204, 'East', (15, 5))
Element 8: (0, (15, 5), ['', 'G', '.', '.'], [(14, 3), (15, 4), (17, 6)], [False, False, False, False], 84, False, [False, False, True, True], 1223, 'East', (16, 5))
Element 9: (0, (16, 5), ['', 'G', '.', ''], [(14, 4), (16, 4), (17, 7)], [False, False, False, False], 82, False, [False, False, True, False], 1242, 'North', (16, 6))
Element 10: (0, (16, 6), ['.', '', '%', ''], [(15, 4), (16, 3), (18, 7)], [False, False, True, False], 80, False, [True, False, False, False], 1271, 'West', (15, 6))
Element 11: (0, (15, 6), ['%', '', '.', ''], [(16, 4), (17, 3), (17, 7)], [True, False, False, False], 78, False, [False, False, True, False], 1290, 'North', (15, 7))
Element 12: (0, (15, 7), ['.', '', '.', '%'], [(17, 4), (18, 3), (17, 6)], [False, False, False, True], 76, False, [True, False, True, False], 1309, 'North', (15, 8))
Element 13: (0, (15, 8), ['.', '', '%', '%'], [(18, 4), (17, 3), (16, 6)], [False, False, True, True], 74, False, [True, False, False, False], 1318, 'West', (14, 8))
Element 14: (0, (14, 8), ['.', '.', '%', ''], [(18, 5), (16, 3), (16, 5)], [False, False, True, False], 72, False, [True, True, False, False], 1327, 'South', (14, 7))
Element 15: (0, (14, 7), ['%', '%', '', ''], [(17, 5), (16, 4), (15, 5)], [True, True, False, False], 70, False, [False, False, False, False], 1336, 'North', (14, 8))
Element 16: (0, (14, 8), ['.', '', '%', ''], [(17, 6), (17, 4), (15, 6)], [False, False, True, False], 68, False, [True, False, False, False], 1335, 'West', (13, 8))
Element 17: (0, (13, 8), ['%', '%', '%', ''], [(17, 7), (18, 4), (15, 7)], [True, True, True, False], 66, False, [False, False, False, False], 1344, 'East', (14, 8))
Element 18: (0, (14, 8), ['', '', '%', 'G'], [(18, 7), (18, 5), (15, 8)], [False, False, True, False], 64, False, [False, False, False, False], 1343, 'West', (13, 8))
Element 19: (0, (13, 8), ['%', '%', '%', 'G'], [(17, 7), (17, 5), (14, 8)], [True, True, True, False], 62, False, [False, False, False, False], 1342, 'Stop', (13, 8))
Element 20: (0, (13, 8), ['%', '%', '%', ''], [(17, 6), (16, 5), (14, 7)], [True, True, True, False], 60, False, [False, False, False, False], 1341, 'East', (14, 8))
Element 21: (0, (14, 8), ['', '', '%', ''], [(16, 6), (15, 5), (15, 7)], [False, False, True, False], 58, False, [False, False, False, False], 1340, 'West', (13, 8))
Element 22: (0, (13, 8), ['%', '%', '%', ''], [(16, 5), (15, 6), (15, 8)], [True, True, True, False], 56, False, [False, False, False, False], 1339, 'East', (14, 8))
Element 23: (0, (14, 8), ['', '', '%', ''], [(15, 5), (16, 6), (15, 7)], [False, False, True, False], 54, False, [False, False, False, False], 1338, 'West', (13, 8))
Element 24: (0, (13, 8), ['%', '%', '%', ''], [(15, 6), (17, 6), (14, 7)], [True, True, True, False], 52, False, [False, False, False, False], 1337, 'East', (14, 8))
