Element 1: (2, (11, 6), ['%', '%', '%', '.'], [(1, 11), (8, 3), (14, 1)], [True, True, True, False], 98, False, [False, False, False, True], 1999, 'East', (12, 6))
Element 2: (2, (12, 6), ['', '.', '%', '.'], [(2, 11), (9, 3), (15, 1)], [False, False, True, False], 96, False, [False, True, False, True], 3028, 'East', (13, 6))
Element 3: (2, (13, 6), ['', '.', '%', '%'], [(2, 12), (9, 2), (14, 1)], [False, False, True, True], 94, False, [False, True, False, False], 4047, 'South', (13, 5))
Element 4: (2, (13, 5), ['.', '.', '', '.'], [(3, 12), (10, 2), (14, 2)], [False, False, False, False], 92, False, [True, True, False, True], 4086, 'East', (14, 5))
Element 5: (2, (14, 5), ['', '.', '%', '.'], [(4, 12), (11, 2), (14, 3)], [False, False, True, False], 90, False, [False, True, False, True], 4125, 'East', (15, 5))
Element 6: (2, (15, 5), ['', '.', '.', '.'], [(5, 12), (12, 2), (14, 4)], [False, False, False, False], 88, False, [False, True, True, True], 4164, 'East', (16, 5))
Element 7: (2, (16, 5), ['', '.', '.', '.'], [(6, 12), (13, 2), (15, 4)], [False, False, False, False], 86, False, [False, True, True, True], 4203, 'East', (17, 5))
Element 8: (2, (17, 5), ['', '.', '.', '.'], [(7, 12), (13, 3), (16, 4)], [False, False, False, False], 84, False, [False, True, True, True], 4242, 'East', (18, 5))
Element 9: (2, (18, 5), ['', '.', '%', '%'], [(8, 12), (13, 4), (17, 4)], [False, False, True, True], 82, False, [False, True, False, False], 5271, 'South', (18, 4))
Element 10: (2, (18, 4), ['', '.', '', '%'], [(9, 12), (12, 4), (17, 3)], [False, False, False, True], 80, False, [False, True, False, False], 5310, 'South', (18, 3))
Element 11: (2, (18, 3), ['', '%', '', '%'], [(10, 12), (12, 5), (16, 3)], [False, True, False, True], 78, False, [False, False, False, False], 5349, 'West', (17, 3))
Element 12: (2, (17, 3), ['', '%', '', ''], [(11, 12), (13, 5), (16, 4)], [False, True, False, False], 76, False, [False, False, False, False], 5358, 'North', (17, 4))
Element 13: (2, (17, 4), ['', '', '', ''], [(12, 12), (14, 5), (15, 4)], [False, False, False, False], 74, False, [False, False, False, False], 5367, 'West', (16, 4))
Element 14: (2, (16, 4), ['', '', '', ''], [(13, 12), (14, 4), (15, 5)], [False, False, False, False], 72, False, [False, False, False, False], 5376, 'South', (16, 3))
Element 15: (2, (16, 3), ['%', '%', '', ''], [(13, 13), (15, 4), (15, 6)], [True, True, False, False], 70, False, [False, False, False, False], 5395, 'North', (16, 4))
Element 16: (2, (16, 4), ['', '', '', ''], [(14, 13), (15, 5), (16, 6)], [False, False, False, False], 68, False, [False, False, False, False], 5414, 'West', (15, 4))
Element 17: (2, (15, 4), ['', '%', '', ''], [(15, 13), (16, 5), (17, 6)], [False, True, False, False], 66, False, [False, False, False, False], 5433, 'West', (14, 4))
Element 18: (2, (14, 4), ['', '', '', ''], [(16, 13), (17, 5), (17, 7)], [False, False, False, False], 64, False, [False, False, False, False], 5452, 'South', (14, 3))
Element 19: (2, (14, 3), ['', '', '', '%'], [(17, 13), (18, 5), (18, 7)], [False, False, False, True], 62, False, [False, False, False, False], 5471, 'South', (14, 2))
Element 20: (2, (14, 2), ['', '', '', '%'], [(18, 13), (18, 4), (17, 7)], [False, False, False, True], 60, False, [False, False, False, False], 5480, 'South', (14, 1))
Element 21: (2, (14, 1), ['.', '%', '', ''], [(18, 12), (18, 3), (17, 6)], [False, True, False, False], 58, False, [True, False, False, False], 5489, 'West', (13, 1))
Element 22: (2, (13, 1), ['.', '%', '', ''], [(18, 11), (17, 3), (17, 5)], [False, True, False, False], 56, False, [True, False, False, False], 5508, 'West', (12, 1))
Element 23: (2, (12, 1), ['.', '%', '', ''], [(18, 10), (17, 4), (18, 5)], [False, True, False, False], 54, False, [True, False, False, False], 5527, 'West', (11, 1))
Element 24: (2, (11, 1), ['%', '%', '', ''], [(17, 10), (16, 4), (18, 4)], [True, True, False, False], 52, False, [False, False, False, False], 5546, 'North', (11, 2))
Element 25: (2, (11, 2), ['', '', '.', ''], [(17, 11), (16, 3), (18, 3)], [False, False, False, False], 50, False, [False, False, True, False], 5555, 'North', (11, 3))
Element 26: (2, (11, 3), ['.', '', '.', '%'], [(17, 12), (16, 4), (18, 4)], [False, False, False, True], 48, False, [True, False, True, False], 5574, 'North', (11, 4))
Element 27: (2, (11, 4), ['.', '', '%', ''], [(16, 12), (17, 4), (18, 5)], [False, False, True, False], 46, False, [True, False, False, False], 5593, 'West', (10, 4))
Element 28: (2, (10, 4), ['.', '.', 'F', ''], [(16, 11), (17, 3), (17, 5)], [False, False, False, False], 44, False, [True, True, False, False], 5612, 'North', (10, 5))
Element 29: (2, (10, 5), ['.', '', '%', '%'], [(16, 10), (16, 3), (16, 5)], [False, False, True, True], 42, False, [True, False, False, False], 6621, 'West', (9, 5))
Element 30: (2, (9, 5), ['.', '.', '.', ''], [(16, 9), (17, 3), (17, 5)], [False, False, False, False], 40, False, [True, True, True, False], 6640, 'North', (9, 6))
Element 31: (2, (9, 6), ['.', '', '.', '%'], [(17, 9), (18, 3), (17, 6)], [False, False, False, True], 38, False, [True, False, True, False], 6659, 'North', (9, 7))
Element 32: (2, (9, 7), ['%', '', '.', '.'], [(16, 9), (18, 4), (16, 6)], [True, False, False, False], 36, False, [False, False, True, True], 6668, 'East', (10, 7))
Element 33: (2, (10, 7), ['', '%', '.', '%'], [(16, 10), (17, 4), (16, 5)], [False, True, False, True], 34, False, [False, False, True, False], 6677, 'North', (10, 8))
Element 34: (2, (10, 8), ['.', '', '%', '%'], [(16, 11), (18, 4), (16, 6)], [False, False, True, True], 32, False, [True, False, False, False], 6686, 'West', (9, 8))
Element 35: (2, (9, 8), ['.', '', '%', ''], [(16, 12), (18, 5), (15, 6)], [False, False, True, False], 30, False, [True, False, False, False], 6695, 'West', (8, 8))
Element 36: (2, (8, 8), ['.', '%', '.', ''], [(15, 12), (17, 5), (15, 7)], [False, True, False, False], 28, False, [True, False, True, False], 6724, 'North', (8, 9))
Element 37: (2, (8, 9), ['.', '', '%', '%'], [(16, 12), (17, 6), (15, 8)], [False, False, True, True], 26, False, [True, False, False, False], 6743, 'West', (7, 9))
Element 38: (2, (7, 9), ['.', '.', '%', ''], [(17, 12), (17, 7), (14, 8)], [False, False, True, False], 24, False, [True, True, False, False], 6762, 'South', (7, 8))
Element 39: (2, (7, 8), ['.', '%', '', ''], [(17, 11), (18, 7), (14, 7)], [False, True, False, False], 22, False, [True, False, False, False], 6781, 'West', (6, 8))
Element 40: (2, (6, 8), ['.', '%', '.', ''], [(16, 11), (17, 7), (14, 8)], [False, True, False, False], 20, False, [True, False, True, False], 6790, 'North', (6, 9))
Element 41: (2, (6, 9), ['%', '', '%', ''], [(17, 11), (17, 6), (13, 8)], [True, False, True, False], 18, False, [False, False, False, False], 6809, 'South', (6, 8))
Element 42: (2, (6, 8), ['.', '%', '', ''], [(17, 10), (16, 6), (14, 8)], [False, True, False, False], 16, False, [True, False, False, False], 6808, 'West', (5, 8))
Element 43: (2, (5, 8), ['.', '%', '%', ''], [(17, 9), (15, 6), (15, 8)], [False, True, True, False], 14, False, [True, False, False, False], 6817, 'West', (4, 8))
