Element 1: (1, (7, 3), ['.', '.', '%', 'F'], [(18, 11), (12, 6), (17, 12)], [False, False, True, False], 98, False, [True, True, False, False], 9, 'East', (8, 3))
Element 2: (1, (8, 3), ['', '.', '.', '.'], [(18, 10), (13, 6), (18, 12)], [False, False, False, False], 96, False, [False, True, True, True], 1038, 'East', (9, 3))
Element 3: (1, (9, 3), ['', 'F', '.', '.'], [(17, 10), (13, 5), (18, 13)], [False, False, False, False], 94, False, [False, False, True, True], 1077, 'South', (9, 2))
Element 4: (1, (9, 2), ['.', '.', '', '.'], [(17, 9), (14, 5), (17, 13)], [False, False, False, False], 92, False, [True, True, False, True], 2106, 'East', (10, 2))
Element 5: (1, (10, 2), ['', '%', '.', '.'], [(16, 9), (15, 5), (16, 13)], [False, True, False, False], 90, False, [False, False, True, True], 2145, 'East', (11, 2))
Element 6: (1, (11, 2), ['', '.', '.', '.'], [(16, 10), (16, 5), (16, 12)], [False, False, False, False], 88, False, [False, True, True, True], 2184, 'East', (12, 2))
Element 7: (1, (12, 2), ['', '.', '%', '.'], [(16, 9), (17, 5), (16, 11)], [False, False, True, False], 86, False, [False, True, False, True], 2213, 'East', (13, 2))
Element 8: (1, (13, 2), ['', '.', '.', '.'], [(17, 9), (18, 5), (17, 11)], [False, False, False, False], 84, False, [False, True, True, True], 2232, 'East', (14, 2))
Element 9: (1, (14, 2), ['', '.', '.', '%'], [(17, 10), (18, 4), (18, 11)], [False, False, False, True], 82, False, [False, True, True, False], 2251, 'North', (14, 3))
Element 10: (1, (14, 3), ['.', '', '.', '%'], [(16, 10), (18, 3), (18, 10)], [False, False, False, True], 80, False, [True, False, True, False], 2270, 'North', (14, 4))
Element 11: (1, (14, 4), ['.', '', '', '.'], [(16, 9), (17, 3), (17, 10)], [False, False, False, False], 78, False, [True, False, False, True], 2289, 'East', (15, 4))
Element 12: (1, (15, 4), ['', '%', '', '.'], [(16, 10), (17, 4), (17, 9)], [False, True, False, False], 76, False, [False, False, False, True], 2308, 'East', (16, 4))
Element 13: (1, (16, 4), ['', '.', '', ''], [(16, 11), (17, 3), (16, 9)], [False, False, False, False], 74, False, [False, True, False, False], 2317, 'South', (16, 3))
Element 14: (1, (16, 3), ['%', '%', '', ''], [(16, 12), (17, 4), (16, 10)], [True, True, False, False], 72, False, [False, False, False, False], 2326, 'East', (17, 3))
Element 15: (1, (17, 3), ['', '%', '', ''], [(15, 12), (16, 4), (16, 9)], [False, True, False, False], 70, False, [False, False, False, False], 2335, 'East', (18, 3))
Element 16: (1, (18, 3), ['', '%', '', '%'], [(15, 13), (16, 3), (17, 9)], [False, True, False, True], 68, False, [False, False, False, False], 2344, 'North', (18, 4))
Element 17: (1, (18, 4), ['', '', '', '%'], [(14, 13), (16, 4), (17, 10)], [False, False, False, True], 66, False, [False, False, False, False], 2353, 'North', (18, 5))
Element 18: (1, (18, 5), ['', '', '%', '%'], [(13, 13), (15, 4), (16, 10)], [False, False, True, True], 64, False, [False, False, False, False], 2362, 'West', (17, 5))
Element 19: (1, (17, 5), ['', '', '.', ''], [(13, 12), (14, 4), (17, 10)], [False, False, False, False], 62, False, [False, False, True, False], 2371, 'North', (17, 6))
Element 20: (1, (17, 6), ['.', '', '.', '%'], [(13, 11), (13, 4), (18, 10)], [False, False, False, True], 60, False, [True, False, True, False], 2400, 'North', (17, 7))
Element 21: (1, (17, 7), ['%', '', '%', '.'], [(12, 11), (13, 3), (18, 11)], [True, False, True, False], 58, False, [False, False, False, True], 2429, 'East', (18, 7))
Element 22: (1, (18, 7), ['', '%', '%', '%'], [(12, 12), (14, 3), (17, 11)], [False, True, True, True], 56, False, [False, False, False, False], 2448, 'West', (17, 7))
Element 23: (1, (17, 7), ['%', '', '%', ''], [(12, 13), (14, 2), (17, 10)], [True, False, True, False], 54, False, [False, False, False, False], 2457, 'South', (17, 6))
Element 24: (1, (17, 6), ['.', '', '', '%'], [(12, 12), (14, 1), (17, 11)], [False, False, False, True], 52, False, [True, False, False, False], 2466, 'West', (16, 6))
Element 25: (1, (16, 6), ['.', '', '%', ''], [(11, 12), (15, 1), (16, 11)], [False, False, True, False], 50, False, [True, False, False, False], 2495, 'West', (15, 6))
Element 26: (1, (15, 6), ['%', '', '.', ''], [(10, 12), (14, 1), (16, 10)], [True, False, False, False], 48, False, [False, False, True, False], 2514, 'North', (15, 7))
Element 27: (1, (15, 7), ['.', '', '.', '%'], [(10, 13), (13, 1), (16, 11)], [False, False, False, True], 46, False, [True, False, True, False], 2543, 'North', (15, 8))
Element 28: (1, (15, 8), ['.', '', '%', '%'], [(9, 13), (12, 1), (16, 12)], [False, False, True, True], 44, False, [True, False, False, False], 2572, 'West', (14, 8))
Element 29: (1, (14, 8), ['.', '.', '%', ''], [(9, 12), (11, 1), (15, 12)], [False, False, True, False], 42, False, [True, True, False, False], 2601, 'South', (14, 7))
Element 30: (1, (14, 7), ['%', '%', '', ''], [(8, 12), (11, 2), (15, 13)], [True, True, False, False], 40, False, [False, False, False, False], 3610, 'North', (14, 8))
Element 31: (1, (14, 8), ['.', '', '%', ''], [(7, 12), (11, 3), (14, 13)], [False, False, True, False], 38, False, [True, False, False, False], 3629, 'West', (13, 8))
Element 32: (1, (13, 8), ['%', '%', '%', ''], [(7, 13), (11, 4), (13, 13)], [True, True, True, False], 36, False, [False, False, False, False], 3658, 'East', (14, 8))
Element 33: (1, (14, 8), ['', '', '%', ''], [(6, 13), (12, 4), (13, 12)], [False, False, True, False], 34, False, [False, False, False, False], 3677, 'East', (15, 8))
Element 34: (1, (15, 8), ['', '', '%', '%'], [(6, 12), (12, 5), (13, 11)], [False, False, True, True], 32, False, [False, False, False, False], 3696, 'South', (15, 7))
Element 35: (1, (15, 7), ['', '', '', '%'], [(6, 11), (12, 4), (12, 11)], [False, False, False, True], 30, False, [False, False, False, False], 3705, 'West', (14, 7))
Element 36: (1, (14, 7), ['%', '%', '', ''], [(5, 11), (11, 4), (12, 12)], [True, True, False, False], 28, False, [False, False, False, False], 3714, 'East', (15, 7))
Element 37: (1, (15, 7), ['', '', '', '%'], [(5, 12), (10, 4), (12, 13)], [False, False, False, True], 26, False, [False, False, False, False], 3733, 'South', (15, 6))
Element 38: (1, (15, 6), ['%', '', '', ''], [(5, 13), (10, 5), (12, 12)], [True, False, False, False], 24, False, [False, False, False, False], 4742, 'South', (15, 5))
Element 39: (1, (15, 5), ['', '', '', ''], [(4, 13), (9, 5), (11, 12)], [False, False, False, False], 22, False, [False, False, False, False], 4761, 'East', (16, 5))
Element 40: (1, (16, 5), ['', '', '', ''], [(4, 12), (9, 6), (10, 12)], [False, False, False, False], 20, False, [False, False, False, False], 4780, 'West', (15, 5))
Element 41: (1, (15, 5), ['', '', '', ''], [(4, 11), (9, 7), (10, 13)], [False, False, False, False], 18, False, [False, False, False, False], 4799, 'West', (14, 5))
Element 42: (1, (14, 5), ['', '', '%', ''], [(4, 10), (10, 7), (9, 13)], [False, False, True, False], 16, False, [False, False, False, False], 4818, 'West', (13, 5))
Element 43: (1, (13, 5), ['', '', '', ''], [(3, 10), (10, 8), (9, 12)], [False, False, False, False], 14, False, [False, False, False, False], 4837, 'North', (13, 6))
Element 44: (1, (13, 6), ['', '', '%', '%'], [(2, 10), (9, 8), (8, 12)], [False, False, True, True], 12, False, [False, False, False, False], 4856, 'West', (12, 6))
Element 45: (1, (12, 6), ['.', '', '%', ''], [(2, 11), (8, 8), (7, 12)], [False, False, True, False], 10, False, [True, False, False, False], 5865, 'West', (11, 6))
Element 46: (1, (11, 6), ['%', '%', '%', ''], [(1, 11), (8, 9), (7, 13)], [True, True, True, False], 8, False, [False, False, False, False], 6884, 'East', (12, 6))
Element 47: (1, (12, 6), ['', '', '%', ''], [(1, 12), (7, 9), (6, 13)], [False, False, True, False], 6, False, [False, False, False, False], 6903, 'South', (12, 5))
Element 48: (1, (12, 5), ['%', '', '', ''], [(2, 12), (7, 8), (6, 12)], [True, False, False, False], 4, False, [False, False, False, False], 6922, 'South', (12, 4))
Element 49: (1, (12, 4), ['', '%', '', ''], [(3, 12), (6, 8), (6, 11)], [False, True, False, False], 2, False, [False, False, False, False], 6941, 'East', (13, 4))
Element 50: (1, (13, 4), ['', '', '', ''], [(3, 12), (6, 9), (5, 11)], [False, False, False, False], 0, False, [False, False, False, False], 6950, 'Stop', (13, 4))
Element 51: #0#
