Element 1: (0, (7, 2), ['.', '.', '.', 'G'], [(3, 12), (7, 9), (8, 2)], [False, False, False, False], 98, False, [True, True, True, False], 0, 'North', (7, 3))
Element 2: (0, (7, 3), ['.', '', '%', 'F'], [(4, 12), (8, 9), (9, 2)], [False, False, True, False], 96, False, [True, False, False, False], 1029, 'East', (8, 3))
Element 3: (0, (8, 3), ['', '', '.', '.'], [(5, 12), (8, 8), (10, 2)], [False, False, False, False], 94, False, [False, False, True, True], 2058, 'East', (9, 3))
Element 4: (0, (9, 3), ['', '', '.', '.'], [(6, 12), (9, 8), (11, 2)], [False, False, False, False], 92, False, [False, False, True, True], 2097, 'East', (10, 3))
Element 5: (0, (10, 3), ['', '', '.', '.'], [(7, 12), (10, 8), (12, 2)], [False, False, False, False], 90, False, [False, False, True, True], 2136, 'East', (11, 3))
Element 6: (0, (11, 3), ['', '', '.', '%'], [(8, 12), (10, 7), (13, 2)], [False, False, False, True], 88, False, [False, False, True, False], 3165, 'North', (11, 4))
Element 7: (0, (11, 4), ['.', '', '%', '.'], [(9, 12), (9, 7), (14, 2)], [False, False, True, False], 86, False, [True, False, False, True], 3204, 'East', (12, 4))
Element 8: (0, (12, 4), ['', '%', '.', '.'], [(10, 12), (9, 6), (14, 3)], [False, True, False, False], 84, False, [False, False, True, True], 3243, 'East', (13, 4))
Element 9: (0, (13, 4), ['', '.', '.', 'G'], [(11, 12), (9, 5), (14, 4)], [False, False, False, False], 82, False, [False, True, True, False], 3282, 'North', (13, 5))
Element 10: (0, (13, 5), ['.', '', '.', '.'], [(12, 12), (10, 5), (15, 4)], [False, False, False, False], 80, False, [True, False, True, True], 4311, 'East', (14, 5))
Element 11: (0, (14, 5), ['', '', '%', '.'], [(13, 12), (10, 4), (16, 4)], [False, False, True, False], 78, False, [False, False, False, True], 4350, 'East', (15, 5))
Element 12: (0, (15, 5), ['', '', '.', '.'], [(13, 13), (9, 4), (17, 4)], [False, False, False, False], 76, False, [False, False, True, True], 4389, 'East', (16, 5))
Element 13: (0, (16, 5), ['', '', '.', '.'], [(14, 13), (8, 4), (18, 4)], [False, False, False, False], 74, False, [False, False, True, True], 4428, 'East', (17, 5))
Element 14: (0, (17, 5), ['', '', '.', 'G'], [(15, 13), (8, 5), (18, 5)], [False, False, False, False], 72, False, [False, False, True, False], 4467, 'North', (17, 6))
Element 15: (0, (17, 6), ['.', 'G', '.', '%'], [(16, 13), (8, 6), (17, 5)], [False, False, False, True], 70, False, [True, False, True, False], 4496, 'North', (17, 7))
Element 16: (0, (17, 7), ['%', 'G', '%', '.'], [(17, 13), (8, 5), (17, 6)], [True, False, True, False], 68, False, [False, False, False, True], 4515, 'East', (18, 7))
Element 17: (0, (18, 7), ['', '%', '%', '%'], [(18, 13), (8, 4), (16, 6)], [False, True, True, True], 66, False, [False, False, False, False], 4544, 'West', (17, 7))
Element 18: (0, (17, 7), ['%', '', '%', ''], [(18, 12), (8, 3), (15, 6)], [True, False, True, False], 64, False, [False, False, False, False], 4563, 'South', (17, 6))
Element 19: (0, (17, 6), ['', '', '', '%'], [(18, 11), (9, 3), (15, 7)], [False, False, False, True], 62, False, [False, False, False, False], 4582, 'West', (16, 6))
Element 20: (0, (16, 6), ['', '', '%', ''], [(18, 10), (10, 3), (15, 8)], [False, False, True, False], 60, False, [False, False, False, False], 4601, 'West', (15, 6))
Element 21: (0, (15, 6), ['%', '', '', ''], [(17, 10), (11, 3), (14, 8)], [True, False, False, False], 58, False, [False, False, False, False], 4620, 'North', (15, 7))
Element 22: (0, (15, 7), ['G', '', '', '%'], [(17, 11), (11, 4), (14, 7)], [False, False, False, True], 56, False, [False, False, False, False], 4639, 'North', (15, 8))
Element 23: (0, (15, 8), ['G', '', '%', '%'], [(17, 12), (12, 4), (14, 8)], [False, False, True, True], 54, False, [False, False, False, False], 4648, 'South', (15, 7))
Element 24: (0, (15, 7), ['', '', '', '%'], [(16, 12), (12, 5), (13, 8)], [False, False, False, True], 52, False, [False, False, False, False], 4677, 'South', (15, 6))
Element 25: (0, (15, 6), ['%', '', '', ''], [(16, 11), (12, 6), (14, 8)], [True, False, False, False], 50, False, [False, False, False, False], 4696, 'East', (16, 6))
Element 26: (0, (16, 6), ['', '', '%', ''], [(16, 10), (13, 6), (15, 8)], [False, False, True, False], 48, False, [False, False, False, False], 4715, 'East', (17, 6))
Element 27: (0, (17, 6), ['', '', '', '%'], [(16, 9), (13, 5), (15, 7)], [False, False, False, True], 46, False, [False, False, False, False], 4724, 'South', (17, 5))
Element 28: (0, (17, 5), ['', '', '', ''], [(17, 9), (14, 5), (14, 7)], [False, False, False, False], 44, False, [False, False, False, False], 4733, 'South', (17, 4))
Element 29: (0, (17, 4), ['', '.', '', ''], [(16, 9), (15, 5), (15, 7)], [False, False, False, False], 42, False, [False, True, False, False], 4732, 'South', (17, 3))
Element 30: (0, (17, 3), ['.', '%', '', '.'], [(16, 10), (16, 5), (15, 6)], [False, True, False, False], 40, False, [True, False, False, True], 4741, 'East', (18, 3))
Element 31: (0, (18, 3), ['', '%', '', '%'], [(16, 11), (17, 5), (15, 5)], [False, True, False, True], 38, False, [False, False, False, False], 4750, 'North', (18, 4))
Element 32: (0, (18, 4), ['', '', 'G', '%'], [(16, 12), (18, 5), (16, 5)], [False, False, False, True], 36, False, [False, False, False, False], 4749, 'South', (18, 3))
Element 33: (0, (18, 3), ['', '%', 'G', '%'], [(15, 12), (18, 4), (15, 5)], [False, True, False, True], 34, False, [False, False, False, False], 4758, 'West', (17, 3))
Element 34: (0, (17, 3), ['.', '%', '', 'G'], [(16, 12), (18, 3), (14, 5)], [False, True, False, False], 32, False, [True, False, False, False], 4757, 'West', (16, 3))
Element 35: (0, (16, 3), ['%', '%', '', 'G'], [(17, 12), (17, 3), (13, 5)], [True, True, False, False], 30, False, [False, False, False, False], 4766, 'North', (16, 4))
