Element 1: (3, (17, 4), ['.', '.', 'G', '.'], [(14, 1), (13, 13), (17, 5)], [False, False, False, False], 98, False, [True, True, False, True], 29, 'East', (18, 4))
Element 2: (3, (18, 4), ['', '.', 'G', '%'], [(14, 2), (14, 13), (18, 5)], [False, False, False, True], 96, False, [False, True, False, False], 68, 'South', (18, 3))
Element 3: (3, (18, 3), ['.', '%', 'G', '%'], [(14, 3), (15, 13), (18, 4)], [False, True, False, True], 94, False, [True, False, False, False], 97, 'West', (17, 3))
Element 4: (3, (17, 3), ['.', '%', '', 'G'], [(14, 4), (16, 13), (18, 3)], [False, True, False, False], 92, False, [True, False, False, False], 126, 'West', (16, 3))
Element 5: (3, (16, 3), ['%', '%', '.', 'G'], [(15, 4), (17, 13), (17, 3)], [True, True, False, False], 90, False, [False, False, True, False], 155, 'North', (16, 4))
Element 6: (3, (16, 4), ['', '', '', 'G'], [(15, 5), (18, 13), (17, 4)], [False, False, False, False], 88, False, [False, False, False, False], 184, 'North', (16, 5))
Element 7: (3, (16, 5), ['', 'G', '.', ''], [(15, 6), (18, 12), (16, 4)], [False, False, False, False], 86, False, [False, False, True, False], 203, 'North', (16, 6))
Element 8: (3, (16, 6), ['', '', '%', '.'], [(15, 7), (18, 11), (16, 3)], [False, False, True, False], 84, False, [False, False, False, True], 232, 'East', (17, 6))
Element 9: (3, (17, 6), ['', '', '.', '%'], [(15, 8), (18, 10), (16, 4)], [False, False, False, True], 82, False, [False, False, True, False], 261, 'North', (17, 7))
Element 10: (3, (17, 7), ['%', '', '%', '.'], [(14, 8), (17, 10), (15, 4)], [True, False, True, False], 80, False, [False, False, False, True], 290, 'East', (18, 7))
Element 11: (3, (18, 7), ['', '%', '%', '%'], [(14, 7), (17, 11), (15, 5)], [False, True, True, True], 78, False, [False, False, False, False], 319, 'West', (17, 7))
Element 12: (3, (17, 7), ['%', '', '%', ''], [(14, 8), (17, 12), (14, 5)], [True, False, True, False], 76, False, [False, False, False, False], 338, 'South', (17, 6))
Element 13: (3, (17, 6), ['', '', '', '%'], [(13, 8), (16, 12), (13, 5)], [False, False, False, True], 74, False, [False, False, False, False], 367, 'South', (17, 5))
Element 14: (3, (17, 5), ['', '', '', ''], [(14, 8), (16, 11), (13, 6)], [False, False, False, False], 72, False, [False, False, False, False], 386, 'East', (18, 5))
Element 15: (3, (18, 5), ['', '', '%', '%'], [(15, 8), (16, 10), (12, 6)], [False, False, True, True], 70, False, [False, False, False, False], 405, 'West', (17, 5))
Element 16: (3, (17, 5), ['', '', '', ''], [(15, 7), (16, 9), (12, 5)], [False, False, False, False], 68, False, [False, False, False, False], 424, 'North', (17, 6))
Element 17: (3, (17, 6), ['', '', '', '%'], [(14, 7), (17, 9), (12, 4)], [False, False, False, True], 66, False, [False, False, False, False], 443, 'West', (16, 6))
Element 18: (3, (16, 6), ['', '', '%', ''], [(15, 7), (16, 9), (13, 4)], [False, False, True, False], 64, False, [False, False, False, False], 452, 'West', (15, 6))
Element 19: (3, (15, 6), ['%', '', '', ''], [(14, 7), (16, 10), (13, 3)], [True, False, False, False], 62, False, [False, False, False, False], 461, 'North', (15, 7))
Element 20: (3, (15, 7), ['G', '', '', '%'], [(14, 7), (16, 11), (13, 2)], [False, False, False, True], 60, False, [False, False, False, False], 470, 'North', (15, 8))
Element 21: (3, (15, 8), ['', '', '%', '%'], [(14, 7), (16, 12), (13, 1)], [False, False, True, True], 58, False, [False, False, False, False], 479, 'West', (14, 8))
Element 22: (3, (14, 8), ['', 'G', '%', ''], [(14, 7), (15, 12), (12, 1)], [False, False, True, False], 56, False, [False, False, False, False], 498, 'West', (13, 8))
Element 23: (3, (13, 8), ['%', '%', '%', ''], [(14, 7), (16, 12), (12, 2)], [True, True, True, False], 54, False, [False, False, False, False], 507, 'East', (14, 8))
Element 24: (3, (14, 8), ['', 'G', '%', ''], [(14, 7), (17, 12), (11, 2)], [False, False, True, False], 52, False, [False, False, False, False], 516, 'East', (15, 8))
Element 25: (3, (15, 8), ['', '', '%', '%'], [(14, 7), (17, 11), (11, 3)], [False, False, True, True], 50, False, [False, False, False, False], 525, 'South', (15, 7))
Element 26: (3, (15, 7), ['G', '', '', '%'], [(14, 7), (16, 11), (11, 4)], [False, False, False, True], 48, False, [False, False, False, False], 534, 'South', (15, 6))
Element 27: (3, (15, 6), ['%', '', '', ''], [(14, 7), (17, 11), (10, 4)], [True, False, False, False], 46, False, [False, False, False, False], 543, 'South', (15, 5))
Element 28: (3, (15, 5), ['', '', '', ''], [(14, 7), (17, 10), (10, 5)], [False, False, False, False], 44, False, [False, False, False, False], 1542, 'South', (15, 4))
Element 29: (3, (15, 4), ['', '%', '', ''], [(14, 7), (17, 9), (9, 5)], [False, True, False, False], 42, False, [False, False, False, False], 1551, 'West', (14, 4))
Element 30: (3, (14, 4), ['', '', '', ''], [(14, 7), (17, 10), (9, 6)], [False, False, False, False], 40, False, [False, False, False, False], 1560, 'North', (14, 5))
Element 31: (3, (14, 5), ['', '', '%', ''], [(14, 7), (16, 10), (9, 7)], [False, False, True, False], 38, False, [False, False, False, False], 1569, 'West', (13, 5))
Element 32: (3, (13, 5), ['', '', '', ''], [(14, 7), (17, 10), (10, 7)], [False, False, False, False], 36, False, [False, False, False, False], 1578, 'North', (13, 6))
Element 33: (3, (13, 6), ['', '', '%', '%'], [(14, 7), (18, 10), (10, 8)], [False, False, True, True], 34, False, [False, False, False, False], 1587, 'West', (12, 6))
Element 34: (3, (12, 6), ['.', '', '%', ''], [(14, 7), (18, 11), (9, 8)], [False, False, True, False], 32, False, [True, False, False, False], 1596, 'West', (11, 6))
Element 35: (3, (11, 6), ['%', '%', '%', ''], [(14, 7), (17, 11), (8, 8)], [True, True, True, False], 30, False, [False, False, False, False], 1615, 'East', (12, 6))
Element 36: (3, (12, 6), ['', '', '%', ''], [(14, 7), (18, 11), (8, 9)], [False, False, True, False], 28, False, [False, False, False, False], 1624, 'South', (12, 5))
Element 37: (3, (12, 5), ['%', '', '', ''], [(14, 7), (18, 12), (7, 9)], [True, False, False, False], 26, False, [False, False, False, False], 1633, 'South', (12, 4))
Element 38: (3, (12, 4), ['', '%', '', ''], [(14, 7), (17, 12), (7, 8)], [False, True, False, False], 24, False, [False, False, False, False], 1642, 'East', (13, 4))
Element 39: (3, (13, 4), ['', '', '', ''], [(14, 7), (18, 12), (6, 8)], [False, False, False, False], 22, False, [False, False, False, False], 1651, 'South', (13, 3))
Element 40: (3, (13, 3), ['%', '', '', ''], [(15, 7), (18, 13), (6, 9)], [True, False, False, False], 20, False, [False, False, False, False], 1660, 'East', (14, 3))
Element 41: (3, (14, 3), ['', '', '', '%'], [(15, 8), (17, 13), (6, 8)], [False, False, False, True], 18, False, [False, False, False, False], 1659, 'South', (14, 2))
Element 42: (3, (14, 2), ['', '', '', '%'], [(14, 8), (17, 12), (5, 8)], [False, False, False, True], 16, False, [False, False, False, False], 1668, 'South', (14, 1))
Element 43: (3, (14, 1), ['', '%', '', ''], [(13, 8), (17, 13), (4, 8)], [False, True, False, False], 14, False, [False, False, False, False], 1677, 'East', (15, 1))
Element 44: (3, (15, 1), ['', '%', '%', '%'], [(14, 8), (16, 13), (5, 8)], [False, True, True, True], 12, False, [False, False, False, False], 1676, 'West', (14, 1))
Element 45: (3, (14, 1), ['', '%', '', ''], [(15, 8), (16, 12), (6, 8)], [False, True, False, False], 10, False, [False, False, False, False], 1675, 'West', (13, 1))
Element 46: (3, (13, 1), ['', '%', '', ''], [(15, 7), (16, 13), (7, 8)], [False, True, False, False], 8, False, [False, False, False, False], 1674, 'North', (13, 2))
Element 47: (3, (13, 2), ['', '', '', ''], [(15, 6), (15, 13), (7, 9)], [False, False, False, False], 6, False, [False, False, False, False], 1673, 'West', (12, 2))
Element 48: (3, (12, 2), ['', '', '%', ''], [(16, 6), (15, 12), (6, 9)], [False, False, True, False], 4, False, [False, False, False, False], 1672, 'South', (12, 1))
Element 49: (3, (12, 1), ['.', '%', '', ''], [(17, 6), (15, 13), (7, 9)], [False, True, False, False], 2, False, [True, False, False, False], 1671, 'West', (11, 1))
Element 50: (3, (11, 1), ['%', '%', '', ''], [(17, 6), (15, 13), (7, 9)], [True, True, False, False], 0, False, [False, False, False, False], 1680, 'Stop', (11, 1))
Element 51: #0#
