Element 1: (0, (9, 12), ['F', '%', '.', '.'], [(4, 4), (11, 3), (17, 1)], [False, True, False, False], 98, False, [False, False, True, True], 0, 'West', (8, 12))
Element 2: (0, (8, 12), ['.', '%', '%', ''], [(4, 5), (11, 4), (18, 1)], [False, True, True, False], 96, False, [True, False, False, False], 1029, 'West', (7, 12))
Element 3: (0, (7, 12), ['.', '%', '.', ''], [(5, 5), (12, 4), (17, 1)], [False, True, False, False], 94, False, [True, False, True, False], 1058, 'North', (7, 13))
Element 4: (0, (7, 13), ['.', '', '%', '%'], [(6, 5), (13, 4), (17, 1)], [False, False, True, True], 92, False, [True, False, False, False], 1087, 'West', (6, 13))
Element 5: (0, (6, 13), ['.', '.', '%', ''], [(6, 6), (14, 4), (18, 1)], [False, False, True, False], 90, False, [True, True, False, False], 1116, 'South', (6, 12))
Element 6: (0, (6, 12), ['.', '.', '', ''], [(5, 6), (15, 4), (17, 1)], [False, False, False, False], 88, False, [True, True, False, False], 1145, 'South', (6, 11))
Element 7: (0, (6, 11), ['.', '%', '', '%'], [(4, 6), (16, 4), (17, 1)], [False, True, False, True], 86, False, [True, False, False, False], 1174, 'West', (5, 11))
Element 8: (0, (5, 11), ['.', '%', '.', ''], [(3, 6), (17, 4), (18, 1)], [False, True, False, False], 84, False, [True, False, True, False], 1203, 'North', (5, 12))
Element 9: (0, (5, 12), ['.', '', '.', ''], [(3, 7), (18, 4), (17, 1)], [False, False, False, False], 82, False, [True, False, True, False], 1232, 'North', (5, 13))
Element 10: (0, (5, 13), ['.', '', '%', ''], [(2, 7), (18, 5), (17, 1)], [False, False, True, False], 80, False, [True, False, False, False], 1261, 'West', (4, 13))
Element 11: (0, (4, 13), ['.', '.', '%', ''], [(2, 8), (17, 5), (18, 1)], [False, False, True, False], 78, False, [True, True, False, False], 2280, 'South', (4, 12))
Element 12: (0, (4, 12), ['.', '.', '', ''], [(1, 8), (17, 6), (17, 1)], [False, False, False, False], 76, False, [True, True, False, False], 3299, 'South', (4, 11))
Element 13: (0, (4, 11), ['%', '.', '', ''], [(1, 7), (17, 7), (17, 1)], [True, False, False, False], 74, False, [False, True, False, False], 3328, 'South', (4, 10))
