Element 1: (0, (1, 13), ['%', '.', '%', '%'], [(6, 11), (10, 2), (10, 12)], [True, False, True, True], 98, False, [False, True, False, False], 0, 'South', (1, 12))
Element 2: (0, (1, 12), ['%', 'F', '', '.'], [(6, 12), (9, 2), (11, 12)], [True, False, False, False], 96, False, [False, False, False, True], 1029, 'South', (1, 11))
Element 3: (0, (1, 11), ['%', '.', '', 'F'], [(7, 12), (9, 3), (12, 12)], [True, False, False, False], 94, False, [False, True, False, False], 2058, 'East', (2, 11))
Element 4: (0, (2, 11), ['', '.', '.', '%'], [(8, 12), (8, 3), (13, 12)], [False, False, False, True], 92, False, [False, True, True, False], 5067, 'North', (2, 12))
Element 5: (0, (2, 12), ['', '', '%', '.'], [(9, 12), (8, 4), (13, 13)], [False, False, True, False], 90, False, [False, False, False, True], 5106, 'East', (3, 12))
Element 6: (0, (3, 12), ['', '%', '.', '.'], [(9, 13), (9, 4), (14, 13)], [False, True, False, False], 88, False, [False, False, True, True], 5145, 'East', (4, 12))
Element 7: (0, (4, 12), ['', '.', '.', '.'], [(10, 13), (10, 4), (15, 13)], [False, False, False, False], 86, False, [False, True, True, True], 5184, 'East', (5, 12))
Element 8: (0, (5, 12), ['', '.', '.', ''], [(10, 12), (10, 5), (16, 13)], [False, False, False, False], 84, False, [False, True, True, False], 6203, 'North', (5, 13))
Element 9: (0, (5, 13), ['.', '', '%', '.'], [(11, 12), (9, 5), (17, 13)], [False, False, True, False], 82, False, [True, False, False, True], 6232, 'East', (6, 13))
Element 10: (0, (6, 13), ['', '', '%', '.'], [(12, 12), (9, 6), (18, 13)], [False, False, True, False], 80, False, [False, False, False, True], 6261, 'East', (7, 13))
Element 11: (0, (7, 13), ['', '', '%', '%'], [(12, 13), (9, 7), (18, 12)], [False, False, True, True], 78, False, [False, False, False, False], 6300, 'South', (7, 12))
Element 12: (0, (7, 12), ['', '%', '', ''], [(13, 13), (10, 7), (18, 11)], [False, True, False, False], 76, False, [False, False, False, False], 6319, 'East', (8, 12))
Element 13: (0, (8, 12), ['', '%', '%', ''], [(14, 13), (10, 8), (18, 10)], [False, True, True, False], 74, False, [False, False, False, False], 6338, 'East', (9, 12))
Element 14: (0, (9, 12), ['', '%', '', ''], [(15, 13), (9, 8), (17, 10)], [False, True, False, False], 72, False, [False, False, False, False], 6357, 'East', (10, 12))
Element 15: (0, (10, 12), ['', '%', '', ''], [(15, 12), (8, 8), (17, 11)], [False, True, False, False], 70, False, [False, False, False, False], 6386, 'East', (11, 12))
Element 16: (0, (11, 12), ['', '%', '%', ''], [(16, 12), (8, 9), (17, 12)], [False, True, True, False], 68, False, [False, False, False, False], 6415, 'East', (12, 12))
Element 17: (0, (12, 12), ['', '.', '', ''], [(16, 11), (7, 9), (16, 12)], [False, False, False, False], 66, False, [False, True, False, False], 6434, 'South', (12, 11))
Element 18: (0, (12, 11), ['%', '%', '', '.'], [(16, 10), (7, 8), (16, 11)], [True, True, False, False], 64, False, [False, False, False, True], 6463, 'East', (13, 11))
Element 19: (0, (13, 11), ['', '%', '', '%'], [(16, 9), (6, 8), (16, 10)], [False, True, False, True], 62, False, [False, False, False, False], 6492, 'North', (13, 12))
Element 20: (0, (13, 12), ['', '', '', '%'], [(17, 9), (6, 9), (16, 9)], [False, False, False, True], 60, False, [False, False, False, False], 6511, 'North', (13, 13))
Element 21: (0, (13, 13), ['', '', '%', ''], [(17, 10), (6, 8), (17, 9)], [False, False, True, False], 58, False, [False, False, False, False], 6510, 'East', (14, 13))
Element 22: (0, (14, 13), ['', '%', '%', ''], [(18, 10), (5, 8), (16, 9)], [False, True, True, False], 56, False, [False, False, False, False], 6519, 'East', (15, 13))
Element 23: (0, (15, 13), ['', '', '%', ''], [(18, 11), (4, 8), (16, 10)], [False, False, True, False], 54, False, [False, False, False, False], 6528, 'East', (16, 13))
Element 24: (0, (16, 13), ['', '', '%', ''], [(18, 12), (5, 8), (16, 11)], [False, False, True, False], 52, False, [False, False, False, False], 6527, 'East', (17, 13))
Element 25: (0, (17, 13), ['', '', '%', 'G'], [(18, 13), (6, 8), (16, 12)], [False, False, True, False], 50, False, [False, False, False, False], 6526, 'South', (17, 12))
Element 26: (0, (17, 12), ['', '', 'G', ''], [(17, 13), (7, 8), (15, 12)], [False, False, False, False], 48, False, [False, False, False, False], 6525, 'East', (18, 12))
Element 27: (0, (18, 12), ['G', '', '', '%'], [(17, 12), (7, 9), (16, 12)], [False, False, False, True], 46, False, [False, False, False, False], 6524, 'North', (18, 13))
Element 28: (0, (18, 13), ['', '', '%', '%'], [(17, 11), (6, 9), (17, 12)], [False, False, True, True], 44, False, [False, False, False, False], 6523, 'South', (18, 12))
Element 29: (0, (18, 12), ['', '', '', '%'], [(16, 11), (7, 9), (17, 11)], [False, False, False, True], 42, False, [False, False, False, False], 6522, 'South', (18, 11))
Element 30: (0, (18, 11), ['', '', '', '%'], [(16, 12), (8, 9), (16, 11)], [False, False, False, True], 40, False, [False, False, False, False], 6521, 'South', (18, 10))
Element 31: (0, (18, 10), ['', '%', '', '%'], [(16, 13), (8, 8), (17, 11)], [False, True, False, True], 38, False, [False, False, False, False], 6520, 'West', (17, 10))
Element 32: (0, (17, 10), ['', '', '', ''], [(17, 13), (7, 8), (16, 11)], [False, False, False, False], 36, False, [False, False, False, False], 6519, 'North', (17, 11))
Element 33: (0, (17, 11), ['', '', '', ''], [(18, 13), (8, 8), (16, 10)], [False, False, False, False], 34, False, [False, False, False, False], 6518, 'West', (16, 11))
Element 34: (0, (16, 11), ['%', '', '', ''], [(18, 12), (9, 8), (17, 10)], [True, False, False, False], 32, False, [False, False, False, False], 6517, 'North', (16, 12))
Element 35: (0, (16, 12), ['', '', '', 'G'], [(17, 12), (10, 8), (16, 10)], [False, False, False, False], 30, False, [False, False, False, False], 6516, 'West', (15, 12))
Element 36: (0, (15, 12), ['%', '%', '', ''], [(18, 12), (10, 7), (17, 10)], [True, True, False, False], 28, False, [False, False, False, False], 6515, 'East', (16, 12))
Element 37: (0, (16, 12), ['', '', '', ''], [(18, 11), (9, 7), (18, 10)], [False, False, False, False], 26, False, [False, False, False, False], 6514, 'South', (16, 11))
Element 38: (0, (16, 11), ['%', '', '', 'G'], [(17, 11), (9, 8), (18, 11)], [True, False, False, False], 24, False, [False, False, False, False], 6513, 'South', (16, 10))
Element 39: (0, (16, 10), ['%', '', 'G', ''], [(16, 11), (9, 7), (17, 11)], [True, False, False, False], 22, False, [False, False, False, False], 6512, 'South', (16, 9))
Element 40: (0, (16, 9), ['%', '%', 'G', ''], [(16, 10), (9, 6), (18, 11)], [True, True, False, False], 20, False, [False, False, False, False], 6511, 'East', (17, 9))
Element 41: (0, (17, 9), ['', '%', 'G', '%'], [(17, 10), (8, 6), (18, 12)], [False, True, False, True], 18, False, [False, False, False, False], 6520, 'West', (16, 9))
Element 42: (0, (16, 9), ['%', '%', '', ''], [(17, 11), (8, 5), (17, 12)], [True, True, False, False], 16, False, [False, False, False, False], 6529, 'North', (16, 10))
Element 43: (0, (16, 10), ['%', '', '', 'G'], [(17, 10), (8, 6), (18, 12)], [True, False, False, False], 14, False, [False, False, False, False], 6528, 'North', (16, 11))
Element 44: (0, (16, 11), ['%', '', '', ''], [(17, 9), (9, 6), (18, 13)], [True, False, False, False], 12, False, [False, False, False, False], 6527, 'East', (17, 11))
Element 45: (0, (17, 11), ['', '', '', ''], [(16, 9), (9, 5), (17, 13)], [False, False, False, False], 10, False, [False, False, False, False], 6526, 'South', (17, 10))
Element 46: (0, (17, 10), ['G', '', '', ''], [(16, 10), (8, 5), (17, 12)], [False, False, False, False], 8, False, [False, False, False, False], 6525, 'South', (17, 9))
