Element 1: (1, (2, 7), ['.', '.', 'F', '.'], [(4, 11), (4, 2), (8, 5)], [False, False, False, False], 98, False, [True, True, False, True], 9, 'North', (2, 8))
Element 2: (1, (2, 8), ['F', '', '%', '%'], [(5, 11), (5, 2), (9, 5)], [False, False, True, True], 96, False, [False, False, False, False], 1038, 'West', (1, 8))
Element 3: (1, (1, 8), ['%', '.', '%', ''], [(6, 11), (6, 2), (10, 5)], [True, False, True, False], 94, False, [False, True, False, False], 3057, 'South', (1, 7))
Element 4: (1, (1, 7), ['%', '.', '', ''], [(6, 12), (6, 1), (10, 4)], [True, False, False, False], 92, False, [False, True, False, False], 4086, 'South', (1, 6))
Element 5: (1, (1, 6), ['%', '.', '', '.'], [(7, 12), (7, 1), (11, 4)], [True, False, False, False], 90, False, [False, True, False, True], 4125, 'East', (2, 6))
Element 6: (1, (2, 6), ['', '.', '', '.'], [(8, 12), (8, 1), (12, 4)], [False, False, False, False], 88, False, [False, True, False, True], 5154, 'East', (3, 6))
Element 7: (1, (3, 6), ['', '.', '.', '.'], [(9, 12), (9, 1), (13, 4)], [False, False, False, False], 86, False, [False, True, True, True], 5193, 'East', (4, 6))
Element 8: (1, (4, 6), ['', '.', '%', '.'], [(10, 12), (9, 2), (14, 4)], [False, False, True, False], 84, False, [False, True, False, True], 6222, 'East', (5, 6))
Element 9: (1, (5, 6), ['', '.', '%', '.'], [(11, 12), (10, 2), (15, 4)], [False, False, True, False], 82, False, [False, True, False, True], 6261, 'East', (6, 6))
Element 10: (1, (6, 6), ['', '.', '%', '%'], [(12, 12), (11, 2), (16, 4)], [False, False, True, True], 80, False, [False, True, False, False], 6300, 'South', (6, 5))
Element 11: (1, (6, 5), ['.', '.', '', '%'], [(13, 12), (12, 2), (17, 4)], [False, False, False, True], 78, False, [True, True, False, False], 6339, 'South', (6, 4))
Element 12: (1, (6, 4), ['%', '.', '', '%'], [(13, 13), (13, 2), (18, 4)], [True, False, False, True], 76, False, [False, True, False, False], 6378, 'South', (6, 3))
Element 13: (1, (6, 3), ['.', '', '', '.'], [(14, 13), (14, 2), (18, 5)], [False, False, False, False], 74, False, [True, False, False, True], 6417, 'East', (7, 3))
Element 14: (1, (7, 3), ['', '.', '%', 'F'], [(15, 13), (14, 3), (17, 5)], [False, False, True, False], 72, False, [False, True, False, False], 6456, 'East', (8, 3))
Element 15: (1, (8, 3), ['', '.', '.', '.'], [(16, 13), (13, 3), (17, 6)], [False, False, False, False], 70, False, [False, True, True, True], 7485, 'East', (9, 3))
Element 16: (1, (9, 3), ['', '', '.', '.'], [(17, 13), (13, 4), (17, 7)], [False, False, False, False], 68, False, [False, False, True, True], 7514, 'East', (10, 3))
Element 17: (1, (10, 3), ['', '', '', '.'], [(18, 13), (13, 5), (18, 7)], [False, False, False, False], 66, False, [False, False, False, True], 7553, 'East', (11, 3))
Element 18: (1, (11, 3), ['', '', '', '%'], [(18, 12), (14, 5), (17, 7)], [False, False, False, True], 64, False, [False, False, False, False], 7582, 'North', (11, 4))
Element 19: (1, (11, 4), ['', '', '%', ''], [(18, 11), (15, 5), (17, 6)], [False, False, True, False], 62, False, [False, False, False, False], 7601, 'East', (12, 4))
Element 20: (1, (12, 4), ['', '%', '.', ''], [(18, 10), (16, 5), (16, 6)], [False, True, False, False], 60, False, [False, False, True, False], 7630, 'North', (12, 5))
Element 21: (1, (12, 5), ['%', '', '.', ''], [(17, 10), (17, 5), (15, 6)], [True, False, False, False], 58, False, [False, False, True, False], 7659, 'North', (12, 6))
Element 22: (1, (12, 6), ['.', '', '%', '.'], [(17, 11), (18, 5), (15, 7)], [False, False, True, False], 56, False, [True, False, False, True], 7688, 'East', (13, 6))
Element 23: (1, (13, 6), ['', '', '%', '%'], [(17, 12), (18, 4), (15, 8)], [False, False, True, True], 54, False, [False, False, False, False], 7717, 'South', (13, 5))
