Element 1: (2, (8, 4), ['%', 'F', '.', '.'], [(9, 2), (4, 5), (10, 3)], [True, False, False, False], 98, False, [False, False, True, True], 1009, 'South', (8, 3))
Element 13: (2, (8, 8), ['.', '%', '.', ''], [(16, 5), (1, 6), (17, 6)], [False, True, False, False], 74, False, [True, False, True, False], 5427, 'North', (8, 9))
Element 14: (2, (8, 9), ['.', '', '%', '%'], [(16, 6), (2, 6), (17, 7)], [False, False, True, True], 72, False, [True, False, False, False], 5466, 'West', (7, 9))
Element 15: (2, (7, 9), ['.', '.', '%', ''], [(15, 6), (2, 5), (18, 7)], [False, False, True, False], 70, False, [True, True, False, False], 5505, 'South', (7, 8))
Element 16: (2, (7, 8), ['.', '%', '', ''], [(15, 7), (3, 5), (17, 7)], [False, True, False, False], 68, False, [True, False, False, False], 5534, 'West', (6, 8))
Element 17: (2, (6, 8), ['.', '%', '.', ''], [(15, 8), (3, 4), (17, 6)], [False, True, False, False], 66, False, [True, False, True, False], 5563, 'North', (6, 9))
Element 18: (2, (6, 9), ['%', '', '%', ''], [(14, 8), (3, 3), (16, 6)], [True, False, True, False], 64, False, [False, False, False, False], 5592, 'South', (6, 8))
Element 19: (2, (6, 8), ['.', '%', '', ''], [(14, 7), (4, 3), (16, 5)], [False, True, False, False], 62, False, [True, False, False, False], 5611, 'West', (5, 8))
Element 20: (2, (5, 8), ['.', '%', '%', ''], [(14, 8), (5, 3), (15, 5)], [False, True, True, False], 60, False, [True, False, False, False], 5630, 'West', (4, 8))
Element 21: (2, (4, 8), ['%', '%', '%', ''], [(13, 8), (6, 3), (15, 6)], [True, True, True, False], 58, False, [False, False, False, False], 5659, 'East', (5, 8))
Element 22: (2, (5, 8), ['', '%', '%', ''], [(14, 8), (7, 3), (15, 7)], [False, True, True, False], 56, False, [False, False, False, False], 5668, 'East', (6, 8))
Element 23: (2, (6, 8), ['', '%', '', ''], [(13, 8), (7, 2), (15, 8)], [False, True, False, False], 54, False, [False, False, False, False], 5677, 'East', (7, 8))
Element 24: (2, (7, 8), ['', '%', '', ''], [(13, 8), (8, 2), (14, 8)], [False, True, False, False], 52, False, [False, False, False, False], 5686, 'North', (7, 9))
Element 25: (2, (7, 9), ['', '', '%', ''], [(14, 8), (8, 1), (14, 7)], [False, False, True, False], 50, False, [False, False, False, False], 5695, 'West', (6, 9))
Element 26: (2, (6, 9), ['%', '', '%', ''], [(13, 8), (7, 1), (15, 7)], [True, False, True, False], 48, False, [False, False, False, False], 5704, 'East', (7, 9))
Element 27: (2, (7, 9), ['', '', '%', ''], [(13, 8), (6, 1), (15, 8)], [False, False, True, False], 46, False, [False, False, False, False], 6703, 'East', (8, 9))
Element 28: (2, (8, 9), ['', '', '%', '%'], [(13, 8), (6, 2), (15, 7)], [False, False, True, True], 44, False, [False, False, False, False], 6712, 'South', (8, 8))
Element 29: (2, (8, 8), ['', '%', '', ''], [(13, 8), (5, 2), (14, 7)], [False, True, False, False], 42, False, [False, False, False, False], 6721, 'West', (7, 8))
Element 30: (2, (7, 8), ['', '%', '', ''], [(13, 8), (5, 1), (15, 7)], [False, True, False, False], 40, False, [False, False, False, False], 6730, 'East', (8, 8))
Element 31: (2, (8, 8), ['', '%', '', ''], [(13, 8), (4, 1), (15, 6)], [False, True, False, False], 38, False, [False, False, False, False], 6739, 'East', (9, 8))
Element 32: (2, (9, 8), ['', '', '%', ''], [(13, 8), (4, 2), (15, 5)], [False, False, True, False], 36, False, [False, False, False, False], 6748, 'East', (10, 8))
Element 33: (2, (10, 8), ['', '', '%', '%'], [(13, 8), (4, 1), (14, 5)], [False, False, True, True], 34, False, [False, False, False, False], 6747, 'South', (10, 7))
Element 34: (2, (10, 7), ['', '%', '', '%'], [(13, 8), (3, 1), (13, 5)], [False, True, False, True], 32, False, [False, False, False, False], 6756, 'West', (9, 7))
Element 35: (2, (9, 7), ['%', '', '', ''], [(13, 8), (2, 1), (13, 6)], [True, False, False, False], 30, False, [False, False, False, False], 6775, 'North', (9, 8))
Element 36: (2, (9, 8), ['', '', '%', ''], [(13, 8), (2, 2), (12, 6)], [False, False, True, False], 28, False, [False, False, False, False], 6794, 'South', (9, 7))
Element 37: (2, (9, 7), ['%', '', '', ''], [(13, 8), (2, 3), (12, 5)], [True, False, False, False], 26, False, [False, False, False, False], 6813, 'South', (9, 6))
Element 38: (2, (9, 6), ['.', '', '', '%'], [(13, 8), (2, 4), (12, 6)], [False, False, False, True], 24, False, [True, False, False, False], 6822, 'West', (8, 6))
Element 39: (2, (8, 6), ['%', '.', '%', ''], [(13, 8), (1, 4), (11, 6)], [True, False, True, False], 22, False, [False, True, False, False], 6851, 'South', (8, 5))
Element 40: (2, (8, 5), ['%', '', '', ''], [(13, 8), (1, 5), (12, 6)], [True, False, False, False], 20, False, [False, False, False, False], 6870, 'North', (8, 6))
Element 41: (2, (8, 6), ['%', '', '%', ''], [(13, 8), (1, 4), (13, 6)], [True, False, True, False], 18, False, [False, False, False, False], 6869, 'East', (9, 6))
Element 42: (2, (9, 6), ['', '', '', '%'], [(13, 8), (2, 4), (13, 5)], [False, False, False, True], 16, False, [False, False, False, False], 6868, 'South', (9, 5))
Element 43: (2, (9, 5), ['', '', '', ''], [(13, 8), (2, 3), (12, 5)], [False, False, False, False], 14, False, [False, False, False, False], 6867, 'West', (8, 5))
Element 44: (2, (8, 5), ['%', '', '', ''], [(14, 8), (2, 2), (13, 5)], [True, False, False, False], 12, False, [False, False, False, False], 6866, 'East', (9, 5))
Element 45: (2, (9, 5), ['', '', '', ''], [(14, 7), (1, 2), (14, 5)], [False, False, False, False], 10, False, [False, False, False, False], 6875, 'East', (10, 5))
Element 46: (2, (10, 5), ['', '', '%', '%'], [(14, 7), (1, 1), (15, 5)], [False, False, True, True], 8, False, [False, False, False, False], 6884, 'South', (10, 4))
Element 47: (2, (10, 4), ['', '', '', ''], [(14, 7), (1, 2), (16, 5)], [False, False, False, False], 6, False, [False, False, False, False], 6883, 'East', (11, 4))
Element 48: (2, (11, 4), ['', '', '%', ''], [(14, 7), (2, 2), (16, 6)], [False, False, True, False], 4, False, [False, False, False, False], 6882, 'East', (12, 4))
Element 49: (2, (12, 4), ['', '%', '', ''], [(14, 7), (2, 1), (15, 6)], [False, True, False, False], 2, False, [False, False, False, False], 6881, 'East', (13, 4))
Element 50: (2, (13, 4), ['', '', '', ''], [(14, 7), (2, 1), (16, 6)], [False, False, False, False], 0, False, [False, False, False, False], 6880, 'Stop', (13, 4))
Element 51: #0#
