Element 1: (2, (8, 4), ['%', 'F', '.', '.'], [(9, 2), (4, 5), (10, 3)], [True, False, False, False], 98, False, [False, False, True, True], 1009, 'South', (8, 3))
Element 2: (2, (8, 3), ['.', '.', '', '.'], [(10, 2), (5, 5), (11, 3)], [False, False, False, False], 96, False, [True, True, False, True], 2038, 'East', (9, 3))
Element 3: (2, (9, 3), ['', '', '.', ''], [(11, 2), (6, 5), (11, 4)], [False, False, False, False], 94, False, [False, False, True, False], 2077, 'North', (9, 4))
Element 4: (2, (9, 4), ['', '', '.', '.'], [(12, 2), (6, 6), (12, 4)], [False, False, False, False], 92, False, [False, False, True, True], 2116, 'East', (10, 4))
Element 5: (2, (10, 4), ['', '', 'F', ''], [(13, 2), (5, 6), (13, 4)], [False, False, False, False], 90, False, [False, False, False, False], 2155, 'North', (10, 5))
Element 6: (2, (10, 5), ['.', '', '%', '%'], [(14, 2), (4, 6), (14, 4)], [False, False, True, True], 88, False, [True, False, False, False], 3184, 'West', (9, 5))
Element 7: (2, (9, 5), ['.', '', '.', ''], [(14, 3), (3, 6), (15, 4)], [False, False, False, False], 86, False, [True, False, True, False], 3223, 'North', (9, 6))
Element 8: (2, (9, 6), ['.', '', '.', '%'], [(13, 3), (3, 7), (16, 4)], [False, False, False, True], 84, False, [True, False, True, False], 3262, 'North', (9, 7))
Element 9: (2, (9, 7), ['%', '', '.', '.'], [(13, 4), (2, 7), (17, 4)], [True, False, False, False], 82, False, [False, False, True, True], 3291, 'East', (10, 7))
Element 10: (2, (10, 7), ['', '%', '.', '%'], [(13, 5), (2, 8), (18, 4)], [False, True, False, True], 80, False, [False, False, True, False], 4320, 'North', (10, 8))
Element 11: (2, (10, 8), ['.', '', '%', '%'], [(14, 5), (1, 8), (18, 5)], [False, False, True, True], 78, False, [True, False, False, False], 5349, 'West', (9, 8))
Element 12: (2, (9, 8), ['.', '', '%', ''], [(15, 5), (1, 7), (17, 5)], [False, False, True, False], 76, False, [True, False, False, False], 5388, 'West', (8, 8))
