Element 1: (2, (3, 5), ['', '.', '.', '.'], [(17, 1), (2, 6), (16, 9)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'East', (4, 5))
Element 30: (2, (7, 2), ['', '', '', ''], [(18, 1), (17, 6), (8, 12)], [False, False, False, False], 40, False, [False, False, False, False], 6700, 'North', (7, 3))
Element 31: (2, (7, 3), ['', '', '%', ''], [(17, 1), (16, 6), (7, 12)], [False, False, True, False], 38, False, [False, False, False, False], 6719, 'East', (8, 3))
Element 32: (2, (8, 3), ['', '', '.', ''], [(18, 1), (16, 5), (7, 13)], [False, False, False, False], 36, False, [False, False, True, False], 6738, 'North', (8, 4))
Element 33: (2, (8, 4), ['%', '', '.', '.'], [(18, 1), (15, 5), (6, 13)], [True, False, False, False], 34, False, [False, False, True, True], 6767, 'East', (9, 4))
Element 34: (2, (9, 4), ['', '', '.', '.'], [(17, 1), (15, 6), (6, 12)], [False, False, False, False], 32, False, [False, False, True, True], 6796, 'East', (10, 4))
Element 35: (2, (10, 4), ['', '.', 'F', '.'], [(18, 1), (15, 7), (6, 11)], [False, False, False, False], 30, False, [False, True, False, True], 6825, 'North', (10, 5))
Element 36: (2, (10, 5), ['.', '', '%', '%'], [(18, 1), (15, 8), (5, 11)], [False, False, True, True], 28, False, [True, False, False, False], 7844, 'West', (9, 5))
Element 37: (2, (9, 5), ['.', '', '.', ''], [(17, 1), (14, 8), (5, 12)], [False, False, False, False], 26, False, [True, False, True, False], 7873, 'North', (9, 6))
Element 38: (2, (9, 6), ['.', '', '.', '%'], [(18, 1), (14, 7), (5, 13)], [False, False, False, True], 24, False, [True, False, True, False], 7902, 'North', (9, 7))
Element 39: (2, (9, 7), ['%', '', '.', '.'], [(18, 1), (14, 8), (4, 13)], [True, False, False, False], 22, False, [False, False, True, True], 7921, 'East', (10, 7))
Element 40: (2, (10, 7), ['', '%', '.', '%'], [(17, 1), (13, 8), (4, 12)], [False, True, False, True], 20, False, [False, False, True, False], 7950, 'North', (10, 8))
Element 41: (2, (10, 8), ['.', '', '%', '%'], [(18, 1), (14, 8), (4, 11)], [False, False, True, True], 18, False, [True, False, False, False], 7969, 'West', (9, 8))
Element 42: (2, (9, 8), ['.', '', '%', ''], [(18, 1), (15, 8), (4, 10)], [False, False, True, False], 16, False, [True, False, False, False], 7988, 'West', (8, 8))
Element 43: (2, (8, 8), ['.', '%', '.', ''], [(17, 1), (15, 7), (3, 10)], [False, True, False, False], 14, False, [True, False, True, False], 8007, 'North', (8, 9))
Element 44: (2, (8, 9), ['.', '', '%', '%'], [(18, 1), (14, 7), (2, 10)], [False, False, True, True], 12, False, [True, False, False, False], 8026, 'West', (7, 9))
Element 45: (2, (7, 9), ['.', '.', '%', ''], [(18, 1), (15, 7), (2, 11)], [False, False, True, False], 10, False, [True, True, False, False], 9035, 'South', (7, 8))
Element 46: #1#
