Element 1: (2, (3, 5), ['', '.', '.', '.'], [(17, 1), (2, 6), (16, 9)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'East', (4, 5))
Element 2: (2, (4, 5), ['', '.', '.', '.'], [(18, 1), (3, 6), (17, 9)], [False, False, False, False], 96, False, [False, True, True, True], 48, 'East', (5, 5))
Element 3: (2, (5, 5), ['', '%', '.', '.'], [(18, 1), (4, 6), (17, 10)], [False, True, False, False], 94, False, [False, False, True, True], 77, 'East', (6, 5))
Element 4: (2, (6, 5), ['', '.', '.', '%'], [(17, 1), (5, 6), (18, 10)], [False, False, False, True], 92, False, [False, True, True, False], 106, 'North', (6, 6))
Element 5: (2, (6, 6), ['', '', '%', '%'], [(18, 1), (5, 5), (18, 11)], [False, False, True, True], 90, False, [False, False, False, False], 125, 'West', (5, 6))
Element 6: (2, (5, 6), ['', '', '%', ''], [(18, 1), (6, 5), (18, 12)], [False, False, True, False], 88, False, [False, False, False, False], 134, 'West', (4, 6))
Element 7: (2, (4, 6), ['', '', '%', ''], [(17, 1), (6, 4), (18, 13)], [False, False, True, False], 86, False, [False, False, False, False], 153, 'West', (3, 6))
Element 8: (2, (3, 6), ['', '', '.', ''], [(18, 1), (6, 3), (17, 13)], [False, False, False, False], 84, False, [False, False, True, False], 172, 'North', (3, 7))
Element 9: (2, (3, 7), ['.', '', '%', '%'], [(18, 1), (7, 3), (17, 12)], [False, False, True, True], 82, False, [True, False, False, False], 201, 'West', (2, 7))
Element 10: (2, (2, 7), ['.', '', 'F', ''], [(17, 1), (8, 3), (17, 11)], [False, False, False, False], 80, False, [True, False, False, False], 1220, 'North', (2, 8))
Element 11: (2, (2, 8), ['F', '', '%', '%'], [(18, 1), (9, 3), (16, 11)], [False, False, True, True], 78, False, [False, False, False, False], 2239, 'West', (1, 8))
Element 12: (2, (1, 8), ['%', '.', '%', ''], [(18, 1), (9, 2), (16, 12)], [True, False, True, False], 76, False, [False, True, False, False], 4248, 'South', (1, 7))
Element 13: (2, (1, 7), ['%', '.', '', ''], [(17, 1), (10, 2), (16, 13)], [True, False, False, False], 74, False, [False, True, False, False], 4277, 'South', (1, 6))
Element 14: (2, (1, 6), ['%', '.', '', ''], [(18, 1), (11, 2), (15, 13)], [True, False, False, False], 72, False, [False, True, False, False], 4306, 'South', (1, 5))
Element 15: (2, (1, 5), ['%', '.', '', ''], [(18, 1), (12, 2), (15, 12)], [True, False, False, False], 70, False, [False, True, False, False], 4335, 'South', (1, 4))
Element 16: (2, (1, 4), ['%', '%', '', '.'], [(17, 1), (13, 2), (15, 13)], [True, True, False, False], 68, False, [False, False, False, True], 4354, 'East', (2, 4))
Element 17: (2, (2, 4), ['', '.', '', '.'], [(18, 1), (14, 2), (14, 13)], [False, False, False, False], 66, False, [False, True, False, True], 4383, 'East', (3, 4))
Element 18: (2, (3, 4), ['', '.', '', '.'], [(18, 1), (14, 3), (13, 13)], [False, False, False, False], 64, False, [False, True, False, True], 4412, 'East', (4, 4))
Element 19: (2, (4, 4), ['', '.', '', '%'], [(17, 1), (14, 4), (13, 12)], [False, False, False, True], 62, False, [False, True, False, False], 4441, 'South', (4, 3))
Element 20: (2, (4, 3), ['.', '.', '', '.'], [(18, 1), (15, 4), (13, 11)], [False, False, False, False], 60, False, [True, True, False, True], 4470, 'East', (5, 3))
Element 21: (2, (5, 3), ['', '.', '%', ''], [(18, 1), (16, 4), (12, 11)], [False, False, True, False], 58, False, [False, True, False, False], 4499, 'South', (5, 2))
Element 22: (2, (5, 2), ['.', '.', '', '.'], [(17, 1), (17, 4), (12, 12)], [False, False, False, False], 56, False, [True, True, False, True], 4528, 'East', (6, 2))
Element 23: (2, (6, 2), ['', 'F', '', '.'], [(18, 1), (18, 4), (12, 13)], [False, False, False, False], 54, False, [False, False, False, True], 4557, 'South', (6, 1))
Element 24: (2, (6, 1), ['.', '%', '', '.'], [(18, 1), (18, 5), (12, 12)], [False, True, False, False], 52, False, [True, False, False, True], 5566, 'East', (7, 1))
Element 25: (2, (7, 1), ['', '%', '.', '.'], [(17, 1), (17, 5), (11, 12)], [False, True, False, False], 50, False, [False, False, True, True], 5595, 'East', (8, 1))
Element 26: (2, (8, 1), ['', '%', '.', '.'], [(18, 1), (17, 6), (10, 12)], [False, True, False, False], 48, False, [False, False, True, True], 5624, 'East', (9, 1))
Element 27: (2, (9, 1), ['', '%', '', '%'], [(18, 1), (17, 7), (10, 13)], [False, True, False, True], 46, False, [False, False, False, False], 5653, 'North', (9, 2))
Element 28: (2, (9, 2), ['.', '', '', ''], [(17, 1), (18, 7), (9, 13)], [False, False, False, False], 44, False, [True, False, False, False], 5672, 'West', (8, 2))
Element 29: (2, (8, 2), ['.', '', '', ''], [(18, 1), (17, 7), (9, 12)], [False, False, False, False], 42, False, [True, False, False, False], 5691, 'West', (7, 2))
