Element 1: (1, (1, 7), ['%', '.', 'F', '.'], [(13, 2), (2, 2), (13, 6)], [True, False, False, False], 98, False, [False, True, False, True], 9, 'North', (1, 8))
Element 2: (1, (1, 8), ['%', '', '%', 'F'], [(14, 2), (2, 3), (13, 5)], [True, False, True, False], 96, False, [False, False, False, False], 1038, 'East', (2, 8))
Element 3: (1, (2, 8), ['', '.', '%', '%'], [(14, 3), (3, 3), (14, 5)], [False, False, True, True], 94, False, [False, True, False, False], 2067, 'South', (2, 7))
Element 4: (1, (2, 7), ['', '.', '', '.'], [(14, 4), (4, 3), (15, 5)], [False, False, False, False], 92, False, [False, True, False, True], 2106, 'East', (3, 7))
Element 5: (1, (3, 7), ['', '.', '%', '%'], [(15, 4), (5, 3), (16, 5)], [False, False, True, True], 90, False, [False, True, False, False], 2145, 'South', (3, 6))
Element 6: (1, (3, 6), ['.', '.', '', '.'], [(16, 4), (6, 3), (17, 5)], [False, False, False, False], 88, False, [True, True, False, True], 2184, 'East', (4, 6))
Element 7: (1, (4, 6), ['', '.', '%', '.'], [(17, 4), (7, 3), (18, 5)], [False, False, True, False], 86, False, [False, True, False, True], 2223, 'East', (5, 6))
Element 8: (1, (5, 6), ['', '.', '%', '.'], [(17, 3), (8, 3), (18, 4)], [False, False, True, False], 84, False, [False, True, False, True], 3252, 'East', (6, 6))
Element 9: (1, (6, 6), ['', '.', '%', '%'], [(16, 3), (9, 3), (18, 3)], [False, False, True, True], 82, False, [False, True, False, False], 3291, 'South', (6, 5))
Element 10: (1, (6, 5), ['.', '.', '', '%'], [(16, 4), (9, 2), (17, 3)], [False, False, False, True], 80, False, [True, True, False, False], 4300, 'South', (6, 4))
Element 11: (1, (6, 4), ['%', '', '', '%'], [(15, 4), (10, 2), (17, 4)], [True, False, False, True], 78, False, [False, False, False, False], 4319, 'South', (6, 3))
Element 12: (1, (6, 3), ['', '.', '', ''], [(15, 5), (11, 2), (16, 4)], [False, False, False, False], 76, False, [False, True, False, False], 4328, 'South', (6, 2))
Element 13: (1, (6, 2), ['.', 'F', '', '.'], [(15, 6), (11, 3), (16, 3)], [False, False, False, False], 74, False, [True, False, False, True], 4357, 'South', (6, 1))
Element 14: (1, (6, 1), ['.', '%', '', '.'], [(16, 6), (11, 4), (16, 4)], [False, True, False, False], 72, False, [True, False, False, True], 5376, 'East', (7, 1))
Element 15: (1, (7, 1), ['', '%', '.', '.'], [(17, 6), (12, 4), (15, 4)], [False, True, False, False], 70, False, [False, False, True, True], 5405, 'East', (8, 1))
Element 16: (1, (8, 1), ['', '%', '.', '.'], [(17, 7), (13, 4), (14, 4)], [False, True, False, False], 68, False, [False, False, True, True], 5434, 'East', (9, 1))
Element 17: (1, (9, 1), ['', '%', '', '%'], [(18, 7), (13, 3), (14, 3)], [False, True, False, True], 66, False, [False, False, False, False], 5463, 'North', (9, 2))
Element 18: (1, (9, 2), ['.', '', '', ''], [(17, 7), (13, 2), (14, 2)], [False, False, False, False], 64, False, [True, False, False, False], 5462, 'West', (8, 2))
Element 19: (1, (8, 2), ['.', '', '', ''], [(17, 6), (13, 1), (14, 1)], [False, False, False, False], 62, False, [True, False, False, False], 5491, 'West', (7, 2))
Element 20: (1, (7, 2), ['', '', '', ''], [(17, 5), (12, 1), (15, 1)], [False, False, False, False], 60, False, [False, False, False, False], 5520, 'North', (7, 3))
Element 21: (1, (7, 3), ['', '', '%', ''], [(18, 5), (11, 1), (14, 1)], [False, False, True, False], 58, False, [False, False, False, False], 5529, 'East', (8, 3))
Element 22: (1, (8, 3), ['', '', '.', ''], [(18, 4), (12, 1), (13, 1)], [False, False, False, False], 56, False, [False, False, True, False], 5528, 'North', (8, 4))
Element 23: (1, (8, 4), ['%', '', '.', '.'], [(18, 3), (12, 2), (13, 2)], [True, False, False, False], 54, False, [False, False, True, True], 5537, 'East', (9, 4))
Element 24: (1, (9, 4), ['', '', '.', '.'], [(18, 4), (12, 1), (13, 3)], [False, False, False, False], 52, False, [False, False, True, True], 5546, 'East', (10, 4))
Element 25: (1, (10, 4), ['', '.', 'F', ''], [(18, 5), (13, 1), (13, 4)], [False, False, False, False], 50, False, [False, True, False, False], 5555, 'North', (10, 5))
Element 26: (1, (10, 5), ['.', '', '%', '%'], [(17, 5), (13, 2), (12, 4)], [False, False, True, True], 48, False, [True, False, False, False], 6554, 'West', (9, 5))
Element 27: (1, (9, 5), ['.', '', '.', ''], [(16, 5), (12, 2), (12, 5)], [False, False, False, False], 46, False, [True, False, True, False], 6573, 'North', (9, 6))
Element 28: (1, (9, 6), ['.', '', '.', '%'], [(17, 5), (13, 2), (12, 6)], [False, False, False, True], 44, False, [True, False, True, False], 6592, 'North', (9, 7))
Element 29: (1, (9, 7), ['%', '', '.', '.'], [(17, 6), (13, 3), (11, 6)], [True, False, False, False], 42, False, [False, False, True, True], 6611, 'East', (10, 7))
Element 30: (1, (10, 7), ['', '%', '.', '%'], [(16, 6), (13, 4), (12, 6)], [False, True, False, True], 40, False, [False, False, True, False], 6620, 'North', (10, 8))
Element 31: (1, (10, 8), ['.', '', '%', '%'], [(16, 5), (13, 5), (12, 5)], [False, False, True, True], 38, False, [True, False, False, False], 6629, 'West', (9, 8))
Element 32: (1, (9, 8), ['.', '', '%', ''], [(16, 6), (14, 5), (12, 4)], [False, False, True, False], 36, False, [True, False, False, False], 6638, 'West', (8, 8))
Element 33: (1, (8, 8), ['.', '%', '.', ''], [(15, 6), (15, 5), (11, 4)], [False, True, False, False], 34, False, [True, False, True, False], 6647, 'North', (8, 9))
Element 34: (1, (8, 9), ['.', '', '%', '%'], [(15, 7), (16, 5), (11, 3)], [False, False, True, True], 32, False, [True, False, False, False], 6666, 'West', (7, 9))
Element 35: (1, (7, 9), ['.', '.', '%', ''], [(15, 8), (17, 5), (10, 3)], [False, False, True, False], 30, False, [True, True, False, False], 6695, 'South', (7, 8))
Element 36: (1, (7, 8), ['.', '%', '', ''], [(14, 8), (18, 5), (10, 4)], [False, True, False, False], 28, False, [True, False, False, False], 6714, 'West', (6, 8))
Element 37: (1, (6, 8), ['.', '%', '.', ''], [(14, 7), (18, 4), (10, 5)], [False, True, False, False], 26, False, [True, False, True, False], 6733, 'North', (6, 9))
Element 38: (1, (6, 9), ['%', '', '%', ''], [(14, 8), (18, 3), (9, 5)], [True, False, True, False], 24, False, [False, False, False, False], 6742, 'South', (6, 8))
Element 39: (1, (6, 8), ['.', '%', '', ''], [(13, 8), (17, 3), (8, 5)], [False, True, False, False], 22, False, [True, False, False, False], 6761, 'West', (5, 8))
Element 40: (1, (5, 8), ['.', '%', '%', ''], [(14, 8), (17, 4), (8, 6)], [False, True, True, False], 20, False, [True, False, False, False], 6780, 'West', (4, 8))
Element 41: (1, (4, 8), ['%', '%', '%', ''], [(15, 8), (16, 4), (9, 6)], [True, True, True, False], 18, False, [False, False, False, False], 6789, 'East', (5, 8))
Element 42: (1, (5, 8), ['', '%', '%', ''], [(15, 7), (16, 3), (9, 7)], [False, True, True, False], 16, False, [False, False, False, False], 6788, 'East', (6, 8))
