Element 1: (0, (2, 6), ['.', '.', '.', 'G'], [(3, 6), (4, 3), (6, 5)], [False, False, False, False], 98, False, [True, True, True, False], 0, 'North', (2, 7))
Element 2: (0, (2, 7), ['.', '', 'F', '.'], [(4, 6), (5, 3), (6, 6)], [False, False, False, False], 96, False, [True, False, False, True], 39, 'North', (2, 8))
Element 3: (0, (2, 8), ['F', '', '%', '%'], [(5, 6), (6, 3), (6, 5)], [False, False, True, True], 94, False, [False, False, False, False], 1058, 'West', (1, 8))
Element 4: (0, (1, 8), ['%', '.', '%', ''], [(5, 5), (7, 3), (6, 4)], [True, False, True, False], 92, False, [False, True, False, False], 2087, 'South', (1, 7))
Element 5: (0, (1, 7), ['%', '.', '', ''], [(4, 5), (8, 3), (6, 3)], [True, False, False, False], 90, False, [False, True, False, False], 3106, 'South', (1, 6))
Element 6: (0, (1, 6), ['%', '.', '', ''], [(4, 4), (9, 3), (6, 2)], [True, False, False, False], 88, False, [False, True, False, False], 3145, 'South', (1, 5))
Element 7: (0, (1, 5), ['%', '.', '', '.'], [(3, 4), (9, 2), (6, 1)], [True, False, False, False], 86, False, [False, True, False, True], 5164, 'East', (2, 5))
Element 8: (0, (2, 5), ['', '.', '', 'G'], [(3, 5), (10, 2), (7, 1)], [False, False, False, False], 84, False, [False, True, False, False], 5203, 'South', (2, 4))
Element 9: (0, (2, 4), ['.', '.', 'G', ''], [(2, 5), (11, 2), (8, 1)], [False, False, False, False], 82, False, [True, True, False, False], 5232, 'South', (2, 3))
Element 10: (0, (2, 3), ['%', '.', '', '.'], [(2, 6), (12, 2), (9, 1)], [True, False, False, False], 80, False, [False, True, False, True], 5261, 'East', (3, 3))
Element 11: (0, (3, 3), ['', '%', '', ''], [(2, 7), (13, 2), (9, 2)], [False, True, False, False], 78, False, [False, False, False, False], 5280, 'East', (4, 3))
Element 12: (0, (4, 3), ['', '.', '', ''], [(3, 7), (14, 2), (8, 2)], [False, False, False, False], 76, False, [False, True, False, False], 5309, 'South', (4, 2))
Element 13: (0, (4, 2), ['%', '.', '', '.'], [(2, 7), (14, 3), (7, 2)], [True, False, False, False], 74, False, [False, True, False, True], 5338, 'East', (5, 2))
Element 14: (0, (5, 2), ['', '.', '', ''], [(2, 8), (14, 4), (7, 3)], [False, False, False, False], 72, False, [False, True, False, False], 5357, 'South', (5, 1))
Element 15: (0, (5, 1), ['.', '%', '', ''], [(1, 8), (15, 4), (8, 3)], [False, True, False, False], 70, False, [True, False, False, False], 5376, 'West', (4, 1))
Element 16: (0, (4, 1), ['.', '%', '', ''], [(1, 7), (16, 4), (8, 4)], [False, True, False, False], 68, False, [True, False, False, False], 5405, 'West', (3, 1))
Element 17: (0, (3, 1), ['.', '%', '%', ''], [(1, 6), (17, 4), (9, 4)], [False, True, True, False], 66, False, [True, False, False, False], 5434, 'West', (2, 1))
Element 18: (0, (2, 1), ['.', '%', '.', ''], [(1, 5), (18, 4), (10, 4)], [False, True, False, False], 64, False, [True, False, True, False], 5463, 'North', (2, 2))
Element 19: (0, (2, 2), ['.', '', '', '%'], [(1, 4), (18, 5), (10, 5)], [False, False, False, True], 62, False, [True, False, False, False], 6492, 'West', (1, 2))
Element 20: (0, (1, 2), ['%', '.', '%', ''], [(2, 4), (17, 5), (9, 5)], [True, False, True, False], 60, False, [False, True, False, False], 6521, 'South', (1, 1))
Element 21: (0, (1, 1), ['%', '%', '', ''], [(2, 3), (17, 6), (9, 6)], [True, True, False, False], 58, False, [False, False, False, False], 6550, 'North', (1, 2))
Element 22: (0, (1, 2), ['%', '', '%', ''], [(3, 3), (17, 7), (9, 7)], [True, False, True, False], 56, False, [False, False, False, False], 6569, 'East', (2, 2))
Element 23: (0, (2, 2), ['', '', '', '%'], [(4, 3), (18, 7), (10, 7)], [False, False, False, True], 54, False, [False, False, False, False], 6588, 'South', (2, 1))
Element 24: (0, (2, 1), ['', '%', '', ''], [(5, 3), (17, 7), (10, 8)], [False, True, False, False], 52, False, [False, False, False, False], 6597, 'West', (1, 1))
Element 25: (0, (1, 1), ['%', '%', '', ''], [(6, 3), (17, 6), (9, 8)], [True, True, False, False], 50, False, [False, False, False, False], 6606, 'East', (2, 1))
Element 26: (0, (2, 1), ['', '%', '', ''], [(7, 3), (16, 6), (8, 8)], [False, True, False, False], 48, False, [False, False, False, False], 6625, 'East', (3, 1))
Element 27: (0, (3, 1), ['', '%', '%', ''], [(8, 3), (16, 5), (8, 9)], [False, True, True, False], 46, False, [False, False, False, False], 6644, 'East', (4, 1))
Element 28: (0, (4, 1), ['', '%', '', ''], [(9, 3), (15, 5), (7, 9)], [False, True, False, False], 44, False, [False, False, False, False], 6663, 'East', (5, 1))
Element 29: (0, (5, 1), ['', '%', '', ''], [(10, 3), (15, 6), (7, 8)], [False, True, False, False], 42, False, [False, False, False, False], 6692, 'East', (6, 1))
Element 30: (0, (6, 1), ['', '%', '', ''], [(11, 3), (15, 7), (6, 8)], [False, True, False, False], 40, False, [False, False, False, False], 6721, 'East', (7, 1))
Element 31: (0, (7, 1), ['', '%', '', ''], [(11, 4), (15, 8), (6, 9)], [False, True, False, False], 38, False, [False, False, False, False], 6750, 'East', (8, 1))
Element 32: (0, (8, 1), ['', '%', '', ''], [(12, 4), (14, 8), (6, 8)], [False, True, False, False], 36, False, [False, False, False, False], 6769, 'East', (9, 1))
Element 33: (0, (9, 1), ['', '%', '', '%'], [(13, 4), (14, 7), (5, 8)], [False, True, False, True], 34, False, [False, False, False, False], 6798, 'North', (9, 2))
Element 34: (0, (9, 2), ['', '', '', ''], [(13, 5), (14, 8), (4, 8)], [False, False, False, False], 32, False, [False, False, False, False], 6817, 'East', (10, 2))
Element 35: (0, (10, 2), ['', '%', '', ''], [(14, 5), (13, 8), (5, 8)], [False, True, False, False], 30, False, [False, False, False, False], 6836, 'East', (11, 2))
Element 36: (0, (11, 2), ['', '.', '', ''], [(15, 5), (14, 8), (6, 8)], [False, False, False, False], 28, False, [False, True, False, False], 6835, 'South', (11, 1))
Element 37: (0, (11, 1), ['%', '%', '', '.'], [(16, 5), (15, 8), (7, 8)], [True, True, False, False], 26, False, [False, False, False, True], 6844, 'East', (12, 1))
