Element 1: (2, (14, 13), ['.', '%', '%', '.'], [(8, 8), (15, 7), (16, 4)], [False, True, True, False], 98, False, [True, False, False, True], 19, 'East', (15, 13))
Element 2: (2, (15, 13), ['', '.', '%', '.'], [(9, 8), (15, 8), (17, 4)], [False, False, True, False], 96, False, [False, True, False, True], 58, 'East', (16, 13))
Element 3: (2, (16, 13), ['', '.', '%', '.'], [(10, 8), (14, 8), (18, 4)], [False, False, True, False], 94, False, [False, True, False, True], 97, 'East', (17, 13))
Element 4: (2, (17, 13), ['', '.', '%', '.'], [(10, 7), (13, 8), (18, 5)], [False, False, True, False], 92, False, [False, True, False, True], 136, 'East', (18, 13))
Element 5: (2, (18, 13), ['', '.', '%', '%'], [(9, 7), (14, 8), (17, 5)], [False, False, True, True], 90, False, [False, True, False, False], 165, 'South', (18, 12))
Element 6: (2, (18, 12), ['.', '.', '', '%'], [(9, 6), (15, 8), (17, 6)], [False, False, False, True], 88, False, [True, True, False, False], 194, 'South', (18, 11))
Element 7: (2, (18, 11), ['.', '.', '', '%'], [(9, 5), (15, 7), (17, 7)], [False, False, False, True], 86, False, [True, True, False, False], 223, 'South', (18, 10))
Element 8: (2, (18, 10), ['.', '%', '', '%'], [(10, 5), (15, 6), (18, 7)], [False, True, False, True], 84, False, [True, False, False, False], 1252, 'West', (17, 10))
Element 9: (2, (17, 10), ['.', '.', '.', ''], [(10, 4), (16, 6), (17, 7)], [False, False, False, False], 82, False, [True, True, True, False], 1281, 'North', (17, 11))
Element 10: (2, (17, 11), ['.', '', '.', ''], [(11, 4), (16, 5), (17, 6)], [False, False, False, False], 80, False, [True, False, True, False], 1310, 'North', (17, 12))
Element 11: (2, (17, 12), ['.', '', '', ''], [(12, 4), (15, 5), (16, 6)], [False, False, False, False], 78, False, [True, False, False, False], 1339, 'West', (16, 12))
Element 12: (2, (16, 12), ['.', '.', '', ''], [(13, 4), (15, 4), (16, 5)], [False, False, False, False], 76, False, [True, True, False, False], 1368, 'South', (16, 11))
Element 13: (2, (16, 11), ['%', '.', '', ''], [(14, 4), (16, 4), (15, 5)], [True, False, False, False], 74, False, [False, True, False, False], 1387, 'South', (16, 10))
Element 14: (2, (16, 10), ['%', '.', '', ''], [(14, 3), (16, 3), (14, 5)], [True, False, False, False], 72, False, [False, True, False, False], 1426, 'South', (16, 9))
Element 15: (2, (16, 9), ['%', '%', '', '.'], [(14, 2), (17, 3), (13, 5)], [True, True, False, False], 70, False, [False, False, False, True], 1465, 'East', (17, 9))
