Element 1: (1, (5, 1), ['.', '%', '.', 'F'], [(14, 13), (8, 2), (14, 3)], [False, True, False, False], 98, False, [True, False, True, False], 9, 'East', (6, 1))
Element 2: (1, (6, 1), ['', '%', '.', '.'], [(15, 13), (9, 2), (14, 4)], [False, True, False, False], 96, False, [False, False, True, True], 2028, 'East', (7, 1))
Element 3: (1, (7, 1), ['', '%', '.', '.'], [(16, 13), (10, 2), (15, 4)], [False, True, False, False], 94, False, [False, False, True, True], 2067, 'East', (8, 1))
Element 4: (1, (8, 1), ['', '%', '', '.'], [(17, 13), (11, 2), (16, 4)], [False, True, False, False], 92, False, [False, False, False, True], 2106, 'East', (9, 1))
Element 5: (1, (9, 1), ['', '%', '', '%'], [(18, 13), (12, 2), (17, 4)], [False, True, False, True], 90, False, [False, False, False, False], 2145, 'North', (9, 2))
Element 6: (1, (9, 2), ['', '', '.', ''], [(18, 12), (13, 2), (18, 4)], [False, False, False, False], 88, False, [False, False, True, False], 2174, 'North', (9, 3))
Element 7: (1, (9, 3), ['F', '', '.', '.'], [(18, 11), (14, 2), (18, 5)], [False, False, False, False], 86, False, [False, False, True, True], 2213, 'West', (8, 3))
Element 8: (1, (8, 3), ['.', '', '.', ''], [(18, 10), (14, 1), (17, 5)], [False, False, False, False], 84, False, [True, False, True, False], 3242, 'North', (8, 4))
Element 9: (1, (8, 4), ['%', '', '.', '.'], [(17, 10), (15, 1), (17, 6)], [True, False, False, False], 82, False, [False, False, True, True], 3281, 'East', (9, 4))
Element 10: (1, (9, 4), ['', '', '.', '.'], [(17, 11), (14, 1), (17, 7)], [False, False, False, False], 80, False, [False, False, True, True], 3310, 'East', (10, 4))
Element 11: (1, (10, 4), ['', '.', 'F', '.'], [(17, 12), (13, 1), (18, 7)], [False, False, False, False], 78, False, [False, True, False, True], 3349, 'North', (10, 5))
Element 12: (1, (10, 5), ['.', '', '%', '%'], [(16, 12), (12, 1), (17, 7)], [False, False, True, True], 76, False, [True, False, False, False], 4368, 'West', (9, 5))
Element 13: (1, (9, 5), ['.', '', '.', ''], [(16, 11), (11, 1), (17, 6)], [False, False, False, False], 74, False, [True, False, True, False], 4397, 'North', (9, 6))
Element 14: (1, (9, 6), ['.', '', '.', '%'], [(16, 10), (12, 1), (16, 6)], [False, False, False, True], 72, False, [True, False, True, False], 4426, 'North', (9, 7))
Element 15: (1, (9, 7), ['%', '', '.', '.'], [(16, 9), (13, 1), (16, 5)], [True, False, False, False], 70, False, [False, False, True, True], 4455, 'East', (10, 7))
Element 16: (1, (10, 7), ['', '%', '.', '%'], [(17, 9), (14, 1), (15, 5)], [False, True, False, True], 68, False, [False, False, True, False], 4484, 'North', (10, 8))
Element 17: (1, (10, 8), ['.', '', '%', '%'], [(16, 9), (14, 2), (15, 6)], [False, False, True, True], 66, False, [True, False, False, False], 4503, 'West', (9, 8))
Element 18: (1, (9, 8), ['.', '', '%', ''], [(16, 10), (14, 3), (15, 7)], [False, False, True, False], 64, False, [True, False, False, False], 4522, 'West', (8, 8))
Element 19: (1, (8, 8), ['.', '%', '.', ''], [(16, 11), (13, 3), (15, 8)], [False, True, False, False], 62, False, [True, False, True, False], 4551, 'North', (8, 9))
Element 20: (1, (8, 9), ['.', '', '%', '%'], [(16, 12), (13, 4), (14, 8)], [False, False, True, True], 60, False, [True, False, False, False], 4580, 'West', (7, 9))
Element 21: (1, (7, 9), ['.', '.', '%', ''], [(15, 12), (13, 5), (14, 7)], [False, False, True, False], 58, False, [True, True, False, False], 4619, 'South', (7, 8))
Element 22: (1, (7, 8), ['.', '%', '', ''], [(16, 12), (14, 5), (14, 8)], [False, True, False, False], 56, False, [True, False, False, False], 4638, 'West', (6, 8))
Element 23: (1, (6, 8), ['.', '%', '.', ''], [(17, 12), (15, 5), (13, 8)], [False, True, False, False], 54, False, [True, False, True, False], 4657, 'North', (6, 9))
Element 24: (1, (6, 9), ['%', '', '%', ''], [(17, 11), (16, 5), (14, 8)], [True, False, True, False], 52, False, [False, False, False, False], 4666, 'South', (6, 8))
Element 25: (1, (6, 8), ['.', '%', '', ''], [(16, 11), (17, 5), (15, 8)], [False, True, False, False], 50, False, [True, False, False, False], 4665, 'West', (5, 8))
Element 26: (1, (5, 8), ['.', '%', '%', ''], [(17, 11), (18, 5), (15, 7)], [False, True, True, False], 48, False, [True, False, False, False], 4674, 'West', (4, 8))
Element 27: (1, (4, 8), ['%', '%', '%', ''], [(17, 10), (18, 4), (14, 7)], [True, True, True, False], 46, False, [False, False, False, False], 4683, 'East', (5, 8))
Element 28: (1, (5, 8), ['', '%', '%', ''], [(17, 9), (18, 3), (15, 7)], [False, True, True, False], 44, False, [False, False, False, False], 4692, 'East', (6, 8))
Element 29: (1, (6, 8), ['', '%', '', ''], [(17, 10), (17, 3), (15, 6)], [False, True, False, False], 42, False, [False, False, False, False], 4701, 'East', (7, 8))
Element 30: (1, (7, 8), ['', '%', '', ''], [(16, 10), (16, 3), (15, 5)], [False, True, False, False], 40, False, [False, False, False, False], 4710, 'North', (7, 9))
Element 31: (1, (7, 9), ['', '', '%', ''], [(17, 10), (16, 4), (14, 5)], [False, False, True, False], 38, False, [False, False, False, False], 4709, 'West', (6, 9))
Element 32: (1, (6, 9), ['%', '', '%', ''], [(18, 10), (17, 4), (13, 5)], [True, False, True, False], 36, False, [False, False, False, False], 4708, 'East', (7, 9))
Element 33: (1, (7, 9), ['', '', '%', ''], [(18, 11), (16, 4), (13, 6)], [False, False, True, False], 34, False, [False, False, False, False], 4717, 'East', (8, 9))
Element 34: (1, (8, 9), ['', '', '%', '%'], [(17, 11), (15, 4), (12, 6)], [False, False, True, True], 32, False, [False, False, False, False], 4726, 'South', (8, 8))
Element 35: (1, (8, 8), ['', '%', '', ''], [(18, 11), (14, 4), (12, 5)], [False, True, False, False], 30, False, [False, False, False, False], 4735, 'West', (7, 8))
Element 36: (1, (7, 8), ['', '%', '', ''], [(18, 12), (15, 4), (12, 4)], [False, True, False, False], 28, False, [False, False, False, False], 4744, 'East', (8, 8))
Element 37: (1, (8, 8), ['', '%', '', ''], [(17, 12), (16, 4), (11, 4)], [False, True, False, False], 26, False, [False, False, False, False], 4753, 'East', (9, 8))
Element 38: (1, (9, 8), ['', '', '%', ''], [(18, 12), (16, 3), (11, 3)], [False, False, True, False], 24, False, [False, False, False, False], 4762, 'East', (10, 8))
Element 39: (1, (10, 8), ['', '', '%', '%'], [(18, 13), (17, 3), (10, 3)], [False, False, True, True], 22, False, [False, False, False, False], 4771, 'South', (10, 7))
Element 40: (1, (10, 7), ['', '%', '', '%'], [(17, 13), (17, 4), (10, 4)], [False, True, False, True], 20, False, [False, False, False, False], 4770, 'West', (9, 7))
Element 41: (1, (9, 7), ['%', '', '', ''], [(17, 12), (17, 3), (10, 5)], [True, False, False, False], 18, False, [False, False, False, False], 4769, 'North', (9, 8))
Element 42: (1, (9, 8), ['', '', '%', ''], [(17, 13), (18, 3), (9, 5)], [False, False, True, False], 16, False, [False, False, False, False], 4768, 'South', (9, 7))
Element 43: (1, (9, 7), ['%', '', '', ''], [(16, 13), (18, 4), (8, 5)], [True, False, False, False], 14, False, [False, False, False, False], 4777, 'South', (9, 6))
Element 44: (1, (9, 6), ['G', '', '', '%'], [(16, 12), (17, 4), (8, 6)], [False, False, False, True], 12, False, [False, False, False, False], 4786, 'South', (9, 5))
Element 45: (1, (9, 5), ['', '', 'G', ''], [(16, 13), (18, 4), (9, 6)], [False, False, False, False], 10, False, [False, False, False, False], 4785, 'West', (8, 5))
Element 46: (1, (8, 5), ['%', '', '', ''], [(15, 13), (18, 5), (9, 7)], [True, False, False, False], 8, False, [False, False, False, False], 4784, 'North', (8, 6))
Element 47: (1, (8, 6), ['%', '', '%', ''], [(15, 12), (17, 5), (10, 7)], [True, False, True, False], 6, False, [False, False, False, False], 4783, 'South', (8, 5))
Element 48: (1, (8, 5), ['%', '', '', ''], [(15, 13), (17, 6), (10, 8)], [True, False, False, False], 4, False, [False, False, False, False], 4782, 'East', (9, 5))
Element 49: (1, (9, 5), ['', '', '', ''], [(14, 13), (17, 7), (9, 8)], [False, False, False, False], 2, False, [False, False, False, False], 4781, 'West', (8, 5))
Element 50: (1, (8, 5), ['%', '', '', ''], [(14, 13), (18, 7), (8, 8)], [True, False, False, False], 0, False, [False, False, False, False], 4780, 'Stop', (8, 5))
Element 51: #0#
