Element 1: (0, (10, 4), ['.', '.', 'F', '.'], [(6, 13), (8, 6), (8, 9)], [False, False, False, False], 98, False, [True, True, False, True], 0, 'North', (10, 5))
Element 2: (0, (10, 5), ['.', '', '%', '%'], [(7, 13), (9, 6), (8, 8)], [False, False, True, True], 96, False, [True, False, False, False], 1029, 'West', (9, 5))
Element 3: (0, (9, 5), ['.', '.', '', ''], [(7, 12), (9, 7), (9, 8)], [False, False, False, False], 94, False, [True, True, False, False], 1068, 'South', (9, 4))
Element 4: (0, (9, 4), ['.', '.', '', ''], [(8, 12), (10, 7), (10, 8)], [False, False, False, False], 92, False, [True, True, False, False], 2097, 'South', (9, 3))
Element 5: (0, (9, 3), ['F', 'F', '', '.'], [(9, 12), (9, 7), (10, 7)], [False, False, False, False], 90, False, [False, False, False, True], 2116, 'South', (9, 2))
Element 6: (0, (9, 2), ['.', '.', '', '.'], [(10, 12), (9, 6), (9, 7)], [False, False, False, False], 88, False, [True, True, False, True], 3125, 'East', (10, 2))
Element 7: (0, (10, 2), ['', '%', '.', '.'], [(11, 12), (8, 6), (9, 6)], [False, True, False, False], 86, False, [False, False, True, True], 3144, 'East', (11, 2))
Element 8: (0, (11, 2), ['', '.', '.', '.'], [(12, 12), (8, 5), (9, 5)], [False, False, False, False], 84, False, [False, True, True, True], 3173, 'East', (12, 2))
Element 9: (0, (12, 2), ['', '.', '%', '.'], [(13, 12), (8, 4), (10, 5)], [False, False, True, False], 82, False, [False, True, False, True], 3202, 'East', (13, 2))
Element 10: (0, (13, 2), ['', '.', '.', '.'], [(13, 13), (8, 3), (10, 4)], [False, False, False, False], 80, False, [False, True, True, True], 4221, 'East', (14, 2))
Element 11: (0, (14, 2), ['', '.', '.', '%'], [(14, 13), (8, 2), (11, 4)], [False, False, False, True], 78, False, [False, True, True, False], 4260, 'North', (14, 3))
Element 12: (0, (14, 3), ['.', '', '.', '%'], [(15, 13), (8, 1), (12, 4)], [False, False, False, True], 76, False, [True, False, True, False], 4299, 'North', (14, 4))
Element 13: (0, (14, 4), ['G', '', '.', '.'], [(16, 13), (9, 1), (13, 4)], [False, False, False, False], 74, False, [False, False, True, True], 4338, 'East', (15, 4))
Element 14: (0, (15, 4), ['', '%', '.', '.'], [(17, 13), (9, 2), (13, 5)], [False, True, False, False], 72, False, [False, False, True, True], 4367, 'East', (16, 4))
Element 15: (0, (16, 4), ['', '.', '.', '.'], [(18, 13), (10, 2), (14, 5)], [False, False, False, False], 70, False, [False, True, True, True], 4396, 'East', (17, 4))
Element 16: (0, (17, 4), ['', '.', '.', '.'], [(18, 12), (10, 3), (15, 5)], [False, False, False, False], 68, False, [False, True, True, True], 4435, 'East', (18, 4))
Element 17: (0, (18, 4), ['', '.', '.', '%'], [(18, 11), (11, 3), (16, 5)], [False, False, False, True], 66, False, [False, True, True, False], 4474, 'North', (18, 5))
Element 18: (0, (18, 5), ['G', '', '%', '%'], [(18, 10), (11, 4), (17, 5)], [False, False, True, True], 64, False, [False, False, False, False], 4503, 'South', (18, 4))
Element 19: (0, (18, 4), ['', '.', '', '%'], [(17, 10), (12, 4), (17, 6)], [False, False, False, True], 62, False, [False, True, False, False], 4522, 'South', (18, 3))
Element 20: (0, (18, 3), ['.', '%', '', '%'], [(17, 11), (12, 5), (17, 7)], [False, True, False, True], 60, False, [True, False, False, False], 4561, 'West', (17, 3))
Element 21: (0, (17, 3), ['.', '%', '', ''], [(17, 12), (12, 6), (18, 7)], [False, True, False, False], 58, False, [True, False, False, False], 4600, 'West', (16, 3))
Element 22: (0, (16, 3), ['%', '%', '', ''], [(16, 12), (13, 6), (17, 7)], [True, True, False, False], 56, False, [False, False, False, False], 4629, 'East', (17, 3))
Element 23: (0, (17, 3), ['', '%', '', ''], [(16, 11), (13, 5), (17, 6)], [False, True, False, False], 54, False, [False, False, False, False], 4638, 'East', (18, 3))
Element 24: (0, (18, 3), ['', '%', '', '%'], [(16, 10), (14, 5), (16, 6)], [False, True, False, True], 52, False, [False, False, False, False], 4657, 'North', (18, 4))
Element 25: (0, (18, 4), ['', '', '', '%'], [(16, 9), (15, 5), (15, 6)], [False, False, False, True], 50, False, [False, False, False, False], 4676, 'West', (17, 4))
Element 26: (0, (17, 4), ['', '', '', ''], [(17, 9), (16, 5), (15, 7)], [False, False, False, False], 48, False, [False, False, False, False], 4695, 'North', (17, 5))
Element 27: (0, (17, 5), ['', '', '', ''], [(16, 9), (16, 6), (15, 8)], [False, False, False, False], 46, False, [False, False, False, False], 4704, 'North', (17, 6))
Element 28: (0, (17, 6), ['', '', '', '%'], [(16, 10), (15, 6), (14, 8)], [False, False, False, True], 44, False, [False, False, False, False], 4713, 'North', (17, 7))
Element 29: (0, (17, 7), ['%', '', '%', ''], [(16, 11), (15, 7), (14, 7)], [True, False, True, False], 42, False, [False, False, False, False], 4722, 'East', (18, 7))
Element 30: (0, (18, 7), ['', '%', '%', '%'], [(16, 12), (15, 8), (14, 8)], [False, True, True, True], 40, False, [False, False, False, False], 4721, 'West', (17, 7))
Element 31: (0, (17, 7), ['%', '', '%', ''], [(15, 12), (15, 7), (13, 8)], [True, False, True, False], 38, False, [False, False, False, False], 4740, 'South', (17, 6))
Element 32: (0, (17, 6), ['', '', '', '%'], [(16, 12), (15, 6), (14, 8)], [False, False, False, True], 36, False, [False, False, False, False], 4739, 'West', (16, 6))
Element 33: (0, (16, 6), ['', '', '%', ''], [(17, 12), (15, 5), (15, 8)], [False, False, True, False], 34, False, [False, False, False, False], 4738, 'South', (16, 5))
Element 34: (0, (16, 5), ['', '', '', ''], [(17, 11), (14, 5), (15, 7)], [False, False, False, False], 32, False, [False, False, False, False], 4737, 'West', (15, 5))
Element 35: (0, (15, 5), ['', '', '', ''], [(16, 11), (14, 4), (14, 7)], [False, False, False, False], 30, False, [False, False, False, False], 4736, 'North', (15, 6))
Element 36: (0, (15, 6), ['%', '', 'G', ''], [(17, 11), (15, 4), (15, 7)], [True, False, False, False], 28, False, [False, False, False, False], 4735, 'South', (15, 5))
Element 37: (0, (15, 5), ['', '', 'G', ''], [(17, 10), (16, 4), (15, 6)], [False, False, False, False], 26, False, [False, False, False, False], 4734, 'West', (14, 5))
Element 38: (0, (14, 5), ['', '', '%', ''], [(17, 9), (17, 4), (16, 6)], [False, False, True, False], 24, False, [False, False, False, False], 4733, 'West', (13, 5))
Element 39: (0, (13, 5), ['', '', '', ''], [(17, 10), (18, 4), (17, 6)], [False, False, False, False], 22, False, [False, False, False, False], 4732, 'North', (13, 6))
Element 40: (0, (13, 6), ['', '', '%', '%'], [(16, 10), (18, 5), (17, 5)], [False, False, True, True], 20, False, [False, False, False, False], 4731, 'West', (12, 6))
Element 41: (0, (12, 6), ['.', '', '%', ''], [(17, 10), (18, 4), (18, 5)], [False, False, True, False], 18, False, [True, False, False, False], 4730, 'West', (11, 6))
Element 42: (0, (11, 6), ['%', '%', '%', ''], [(18, 10), (18, 3), (18, 4)], [True, True, True, False], 16, False, [False, False, False, False], 4739, 'East', (12, 6))
Element 43: (0, (12, 6), ['', '', '%', ''], [(18, 11), (17, 3), (18, 3)], [False, False, True, False], 14, False, [False, False, False, False], 4738, 'South', (12, 5))
Element 44: (0, (12, 5), ['%', '', '', ''], [(17, 11), (16, 3), (17, 3)], [True, False, False, False], 12, False, [False, False, False, False], 4737, 'South', (12, 4))
Element 45: (0, (12, 4), ['', '%', '', ''], [(18, 11), (16, 4), (17, 4)], [False, True, False, False], 10, False, [False, False, False, False], 4736, 'East', (13, 4))
Element 46: (0, (13, 4), ['', '.', '', ''], [(18, 12), (16, 3), (16, 4)], [False, False, False, False], 8, False, [False, True, False, False], 4735, 'South', (13, 3))
Element 47: (0, (13, 3), ['%', '', '', ''], [(17, 12), (16, 4), (16, 3)], [True, False, False, False], 6, False, [False, False, False, False], 4744, 'North', (13, 4))
Element 48: (0, (13, 4), ['', '', '', ''], [(18, 12), (17, 4), (16, 4)], [False, False, False, False], 4, False, [False, False, False, False], 4743, 'West', (12, 4))
Element 49: (0, (12, 4), ['', '%', '', ''], [(18, 13), (17, 5), (15, 4)], [False, True, False, False], 2, False, [False, False, False, False], 4742, 'West', (11, 4))
Element 50: (0, (11, 4), ['', '', '%', ''], [(17, 13), (17, 6), (14, 4)], [False, False, True, False], 0, False, [False, False, False, False], 4741, 'Stop', (11, 4))
Element 51: #0#
