Element 1: (2, (9, 5), ['.', '.', '.', 'F'], [(3, 3), (6, 1), (10, 8)], [False, False, False, False], 98, False, [True, True, True, False], 1009, 'East', (10, 5))
Element 2: (2, (10, 5), ['', '.', '%', '%'], [(4, 3), (7, 1), (10, 7)], [False, False, True, True], 96, False, [False, True, False, False], 2038, 'South', (10, 4))
Element 3: (2, (10, 4), ['.', '.', '', '.'], [(5, 3), (8, 1), (9, 7)], [False, False, False, False], 94, False, [True, True, False, True], 2077, 'East', (11, 4))
Element 4: (2, (11, 4), ['', '.', '%', '.'], [(6, 3), (9, 1), (9, 8)], [False, False, True, False], 92, False, [False, True, False, True], 2116, 'East', (12, 4))
Element 5: (2, (12, 4), ['', '%', '.', '.'], [(7, 3), (9, 2), (8, 8)], [False, True, False, False], 90, False, [False, False, True, True], 3145, 'East', (13, 4))
Element 6: (2, (13, 4), ['', '.', '.', '.'], [(8, 3), (10, 2), (8, 9)], [False, False, False, False], 88, False, [False, True, True, True], 4174, 'East', (14, 4))
Element 7: (2, (14, 4), ['', '.', '.', '.'], [(9, 3), (11, 2), (7, 9)], [False, False, False, False], 86, False, [False, True, True, True], 4213, 'East', (15, 4))
Element 8: (2, (15, 4), ['', '%', '.', '.'], [(10, 3), (12, 2), (7, 8)], [False, True, False, False], 84, False, [False, False, True, True], 4252, 'East', (16, 4))
Element 9: (2, (16, 4), ['', '.', '.', '.'], [(11, 3), (13, 2), (6, 8)], [False, False, False, False], 82, False, [False, True, True, True], 4291, 'East', (17, 4))
Element 10: (2, (17, 4), ['', '.', '.', '.'], [(11, 4), (14, 2), (6, 9)], [False, False, False, False], 80, False, [False, True, True, True], 4320, 'East', (18, 4))
Element 11: (2, (18, 4), ['', '.', '.', '%'], [(12, 4), (14, 3), (6, 8)], [False, False, False, True], 78, False, [False, True, True, False], 4339, 'North', (18, 5))
Element 12: (2, (18, 5), ['.', '', '%', '%'], [(12, 5), (13, 3), (5, 8)], [False, False, True, True], 76, False, [True, False, False, False], 4378, 'West', (17, 5))
Element 13: (2, (17, 5), ['.', '', '.', ''], [(13, 5), (13, 4), (4, 8)], [False, False, False, False], 74, False, [True, False, True, False], 4407, 'North', (17, 6))
Element 14: (2, (17, 6), ['.', '', '.', '%'], [(14, 5), (14, 4), (5, 8)], [False, False, False, True], 72, False, [True, False, True, False], 4426, 'North', (17, 7))
Element 15: (2, (17, 7), ['%', '', '%', '.'], [(15, 5), (15, 4), (6, 8)], [True, False, True, False], 70, False, [False, False, False, True], 4445, 'East', (18, 7))
Element 16: (2, (18, 7), ['', '%', '%', '%'], [(16, 5), (16, 4), (7, 8)], [False, True, True, True], 68, False, [False, False, False, False], 4464, 'West', (17, 7))
Element 17: (2, (17, 7), ['%', '', '%', ''], [(16, 6), (16, 3), (7, 9)], [True, False, True, False], 66, False, [False, False, False, False], 4483, 'South', (17, 6))
Element 18: (2, (17, 6), ['', '', '', '%'], [(15, 6), (17, 3), (6, 9)], [False, False, False, True], 64, False, [False, False, False, False], 4502, 'West', (16, 6))
Element 19: (2, (16, 6), ['', '', '%', ''], [(15, 7), (18, 3), (7, 9)], [False, False, True, False], 62, False, [False, False, False, False], 4521, 'South', (16, 5))
Element 20: (2, (16, 5), ['', '', '', ''], [(15, 8), (18, 4), (8, 9)], [False, False, False, False], 60, False, [False, False, False, False], 4530, 'West', (15, 5))
Element 21: (2, (15, 5), ['', '', '', ''], [(14, 8), (18, 5), (8, 8)], [False, False, False, False], 58, False, [False, False, False, False], 4539, 'North', (15, 6))
Element 22: (2, (15, 6), ['%', '', '', ''], [(14, 7), (17, 5), (7, 8)], [True, False, False, False], 56, False, [False, False, False, False], 4548, 'North', (15, 7))
Element 23: (2, (15, 7), ['', '', '', '%'], [(14, 8), (17, 6), (8, 8)], [False, False, False, True], 54, False, [False, False, False, False], 4547, 'North', (15, 8))
Element 24: (2, (15, 8), ['', '', '%', '%'], [(13, 8), (17, 7), (9, 8)], [False, False, True, True], 52, False, [False, False, False, False], 4556, 'West', (14, 8))
Element 25: (2, (14, 8), ['G', '', '%', ''], [(13, 8), (18, 7), (9, 7)], [False, False, True, False], 50, False, [False, False, False, False], 4555, 'South', (14, 7))
Element 26: (2, (14, 7), ['%', '%', 'G', ''], [(14, 8), (17, 7), (9, 6)], [True, True, False, False], 48, False, [False, False, False, False], 4564, 'East', (15, 7))
Element 27: (2, (15, 7), ['', '', '', '%'], [(13, 8), (17, 6), (8, 6)], [False, False, False, True], 46, False, [False, False, False, False], 4573, 'North', (15, 8))
Element 28: (2, (15, 8), ['', '', '%', '%'], [(13, 8), (16, 6), (8, 5)], [False, False, True, True], 44, False, [False, False, False, False], 4582, 'South', (15, 7))
Element 29: (2, (15, 7), ['', '', '', '%'], [(14, 8), (16, 5), (8, 4)], [False, False, False, True], 42, False, [False, False, False, False], 4591, 'West', (14, 7))
Element 30: (2, (14, 7), ['%', '%', '', ''], [(14, 7), (15, 5), (9, 4)], [True, True, False, False], 40, False, [False, False, False, False], 4600, 'East', (15, 7))
Element 31: (2, (15, 7), ['G', 'G', '', '%'], [(14, 7), (15, 6), (10, 4)], [False, False, False, True], 38, False, [False, False, False, False], 4599, 'North', (15, 8))
Element 32: (2, (15, 8), ['', 'G', '%', '%'], [(14, 7), (15, 7), (11, 4)], [False, False, True, True], 36, False, [False, False, False, False], 4598, 'South', (15, 7))
Element 33: (2, (15, 7), ['G', '', 'G', '%'], [(14, 7), (15, 8), (12, 4)], [False, False, False, True], 34, False, [False, False, False, False], 4597, 'South', (15, 6))
Element 34: (2, (15, 6), ['%', '', '', ''], [(14, 7), (14, 8), (13, 4)], [True, False, False, False], 32, False, [False, False, False, False], 4596, 'South', (15, 5))
Element 35: (2, (15, 5), ['', '', '', ''], [(15, 7), (14, 7), (14, 4)], [False, False, False, False], 30, False, [False, False, False, False], 4595, 'East', (16, 5))
Element 36: (2, (16, 5), ['', '', '', ''], [(15, 6), (14, 8), (15, 4)], [False, False, False, False], 28, False, [False, False, False, False], 4594, 'North', (16, 6))
Element 37: (2, (16, 6), ['', '', '%', ''], [(15, 5), (13, 8), (16, 4)], [False, False, True, False], 26, False, [False, False, False, False], 4593, 'West', (15, 6))
Element 38: (2, (15, 6), ['%', '', '', ''], [(14, 5), (14, 8), (17, 4)], [True, False, False, False], 24, False, [False, False, False, False], 4592, 'East', (16, 6))
Element 39: (2, (16, 6), ['', '', '%', ''], [(13, 5), (15, 8), (18, 4)], [False, False, True, False], 22, False, [False, False, False, False], 4591, 'East', (17, 6))
Element 40: (2, (17, 6), ['', '', '', '%'], [(13, 6), (15, 7), (18, 5)], [False, False, False, True], 20, False, [False, False, False, False], 4600, 'South', (17, 5))
Element 41: (2, (17, 5), ['', '', '', ''], [(12, 6), (15, 6), (18, 4)], [False, False, False, False], 18, False, [False, False, False, False], 4609, 'West', (16, 5))
Element 42: (2, (16, 5), ['G', '', '', ''], [(11, 6), (15, 5), (18, 3)], [False, False, False, False], 16, False, [False, False, False, False], 4618, 'East', (17, 5))
Element 43: (2, (17, 5), ['', '', '', ''], [(12, 6), (14, 5), (17, 3)], [False, False, False, False], 14, False, [False, False, False, False], 4617, 'East', (18, 5))
Element 44: (2, (18, 5), ['', '', '%', '%'], [(13, 6), (13, 5), (16, 3)], [False, False, True, True], 12, False, [False, False, False, False], 4616, 'South', (18, 4))
Element 45: (2, (18, 4), ['', '', '', '%'], [(12, 6), (13, 6), (17, 3)], [False, False, False, True], 10, False, [False, False, False, False], 4615, 'South', (18, 3))
Element 46: (2, (18, 3), ['', '%', '', '%'], [(12, 5), (12, 6), (16, 3)], [False, True, False, True], 8, False, [False, False, False, False], 4614, 'West', (17, 3))
