Element 1: (2, (10, 2), ['F', '%', '.', '.'], [(1, 12), (6, 12), (10, 12)], [False, True, False, False], 98, False, [False, False, True, True], 19, 'West', (9, 2))
Element 2: (2, (9, 2), ['.', '.', '.', ''], [(1, 11), (7, 12), (11, 12)], [False, False, False, False], 96, False, [True, True, True, False], 2038, 'North', (9, 3))
Element 3: (2, (9, 3), ['F', '', '.', '.'], [(2, 11), (8, 12), (12, 12)], [False, False, False, False], 94, False, [False, False, True, True], 4057, 'West', (8, 3))
Element 4: (2, (8, 3), ['.', '.', '.', ''], [(2, 12), (9, 12), (13, 12)], [False, False, False, False], 92, False, [True, True, True, False], 5086, 'North', (8, 4))
Element 5: (2, (8, 4), ['%', '', '.', '.'], [(3, 12), (9, 13), (13, 13)], [True, False, False, False], 90, False, [False, False, True, True], 5125, 'East', (9, 4))
Element 6: (2, (9, 4), ['', '', '.', '.'], [(4, 12), (10, 13), (14, 13)], [False, False, False, False], 88, False, [False, False, True, True], 5164, 'East', (10, 4))
Element 7: (2, (10, 4), ['', '.', 'F', '.'], [(5, 12), (10, 12), (15, 13)], [False, False, False, False], 86, False, [False, True, False, True], 5193, 'North', (10, 5))
Element 8: (2, (10, 5), ['.', '', '%', '%'], [(5, 13), (11, 12), (16, 13)], [False, False, True, True], 84, False, [True, False, False, False], 6212, 'West', (9, 5))
Element 9: (2, (9, 5), ['.', '', '.', ''], [(6, 13), (12, 12), (17, 13)], [False, False, False, False], 82, False, [True, False, True, False], 6241, 'North', (9, 6))
Element 10: (2, (9, 6), ['.', '', '.', '%'], [(7, 13), (12, 13), (18, 13)], [False, False, False, True], 80, False, [True, False, True, False], 6280, 'North', (9, 7))
Element 11: (2, (9, 7), ['%', '', '.', '.'], [(7, 12), (13, 13), (18, 12)], [True, False, False, False], 78, False, [False, False, True, True], 6299, 'East', (10, 7))
Element 12: (2, (10, 7), ['', '%', '.', '%'], [(8, 12), (14, 13), (18, 11)], [False, True, False, True], 76, False, [False, False, True, False], 6318, 'North', (10, 8))
Element 13: (2, (10, 8), ['.', '', '%', '%'], [(9, 12), (15, 13), (18, 10)], [False, False, True, True], 74, False, [True, False, False, False], 6337, 'West', (9, 8))
Element 14: (2, (9, 8), ['.', '', '%', ''], [(10, 12), (15, 12), (17, 10)], [False, False, True, False], 72, False, [True, False, False, False], 6366, 'West', (8, 8))
Element 15: (2, (8, 8), ['.', '%', '.', ''], [(11, 12), (16, 12), (17, 11)], [False, True, False, False], 70, False, [True, False, True, False], 6395, 'North', (8, 9))
