Element 1: (2, (10, 13), ['.', '.', '%', '%'], [(17, 7), (10, 4), (17, 6)], [False, False, True, True], 98, False, [True, True, False, False], 19, 'South', (10, 12))
Element 2: (2, (10, 12), ['.', '%', '', '.'], [(17, 6), (10, 5), (17, 5)], [False, True, False, False], 96, False, [True, False, False, True], 1038, 'East', (11, 12))
Element 3: (2, (11, 12), ['', '%', '%', '.'], [(16, 6), (9, 5), (18, 5)], [False, True, True, False], 94, False, [False, False, False, True], 1077, 'East', (12, 12))
Element 4: (2, (12, 12), ['', '.', '.', '.'], [(16, 5), (9, 6), (18, 4)], [False, False, False, False], 92, False, [False, True, True, True], 1116, 'East', (13, 12))
Element 5: (2, (13, 12), ['', '.', '.', '%'], [(16, 4), (9, 7), (18, 3)], [False, False, False, True], 90, False, [False, True, True, False], 1155, 'North', (13, 13))
Element 6: (2, (13, 13), ['.', '', '%', '.'], [(17, 4), (10, 7), (17, 3)], [False, False, True, False], 88, False, [True, False, False, True], 1194, 'East', (14, 13))
Element 7: (2, (14, 13), ['', '%', '%', '.'], [(18, 4), (10, 8), (16, 3)], [False, True, True, False], 86, False, [False, False, False, True], 1223, 'East', (15, 13))
Element 8: (2, (15, 13), ['', '.', '%', '.'], [(18, 5), (9, 8), (16, 4)], [False, False, True, False], 84, False, [False, True, False, True], 1242, 'East', (16, 13))
Element 9: (2, (16, 13), ['', '.', '%', '.'], [(17, 5), (8, 8), (15, 4)], [False, False, True, False], 82, False, [False, True, False, True], 1271, 'East', (17, 13))
Element 10: (2, (17, 13), ['', '.', '%', '.'], [(18, 5), (8, 9), (15, 5)], [False, False, True, False], 80, False, [False, True, False, True], 1300, 'East', (18, 13))
Element 11: (2, (18, 13), ['', '.', '%', '%'], [(18, 4), (7, 9), (15, 6)], [False, False, True, True], 78, False, [False, True, False, False], 1329, 'South', (18, 12))
Element 12: (2, (18, 12), ['.', '.', '', '%'], [(18, 3), (7, 8), (15, 7)], [False, False, False, True], 76, False, [True, True, False, False], 1358, 'South', (18, 11))
Element 13: (2, (18, 11), ['.', '.', '', '%'], [(17, 3), (6, 8), (15, 8)], [False, False, False, True], 74, False, [True, True, False, False], 1387, 'South', (18, 10))
Element 14: (2, (18, 10), ['.', '%', '', '%'], [(16, 3), (6, 9), (14, 8)], [False, True, False, True], 72, False, [True, False, False, False], 1416, 'West', (17, 10))
Element 15: (2, (17, 10), ['.', '.', '.', ''], [(17, 3), (6, 8), (14, 7)], [False, False, False, False], 70, False, [True, True, True, False], 1435, 'North', (17, 11))
Element 16: (2, (17, 11), ['.', '', '.', ''], [(18, 3), (5, 8), (14, 8)], [False, False, False, False], 68, False, [True, False, True, False], 1454, 'North', (17, 12))
Element 17: (2, (17, 12), ['.', '', '', ''], [(18, 4), (4, 8), (13, 8)], [False, False, False, False], 66, False, [True, False, False, False], 1483, 'West', (16, 12))
Element 18: (2, (16, 12), ['.', '.', '', ''], [(17, 4), (5, 8), (14, 8)], [False, False, False, False], 64, False, [True, True, False, False], 1492, 'South', (16, 11))
Element 19: (2, (16, 11), ['%', '.', '', ''], [(17, 5), (6, 8), (15, 8)], [True, False, False, False], 62, False, [False, True, False, False], 1501, 'South', (16, 10))
Element 20: (2, (16, 10), ['%', '.', '', ''], [(17, 4), (7, 8), (15, 7)], [True, False, False, False], 60, False, [False, True, False, False], 1510, 'South', (16, 9))
Element 21: (2, (16, 9), ['%', '%', '', '.'], [(17, 3), (7, 9), (14, 7)], [True, True, False, False], 58, False, [False, False, False, True], 1519, 'East', (17, 9))
Element 22: (2, (17, 9), ['', '%', '', '%'], [(17, 4), (6, 9), (15, 7)], [False, True, False, True], 56, False, [False, False, False, False], 1528, 'West', (16, 9))
Element 23: (2, (16, 9), ['%', '%', '', ''], [(16, 4), (7, 9), (15, 6)], [True, True, False, False], 54, False, [False, False, False, False], 1527, 'North', (16, 10))
Element 24: (2, (16, 10), ['%', '', '', ''], [(16, 3), (8, 9), (16, 6)], [True, False, False, False], 52, False, [False, False, False, False], 1526, 'North', (16, 11))
Element 25: (2, (16, 11), ['%', '', '', ''], [(16, 4), (8, 8), (16, 5)], [True, False, False, False], 50, False, [False, False, False, False], 1525, 'North', (16, 12))
Element 26: (2, (16, 12), ['.', '', '', ''], [(15, 4), (7, 8), (16, 6)], [False, False, False, False], 48, False, [True, False, False, False], 1524, 'West', (15, 12))
Element 27: (2, (15, 12), ['%', '%', '', ''], [(14, 4), (8, 8), (15, 6)], [True, True, False, False], 46, False, [False, False, False, False], 1543, 'East', (16, 12))
Element 28: (2, (16, 12), ['', '', '', ''], [(14, 5), (9, 8), (15, 5)], [False, False, False, False], 44, False, [False, False, False, False], 1552, 'East', (17, 12))
Element 29: (2, (17, 12), ['', '', '', ''], [(13, 5), (10, 8), (15, 4)], [False, False, False, False], 42, False, [False, False, False, False], 1561, 'South', (17, 11))
Element 30: (2, (17, 11), ['', '', '', ''], [(13, 6), (10, 7), (15, 5)], [False, False, False, False], 40, False, [False, False, False, False], 1570, 'West', (16, 11))
Element 31: (2, (16, 11), ['%', '', '', ''], [(12, 6), (9, 7), (16, 5)], [True, False, False, False], 38, False, [False, False, False, False], 1579, 'East', (17, 11))
Element 32: (2, (17, 11), ['', '', '', ''], [(12, 5), (9, 8), (15, 5)], [False, False, False, False], 36, False, [False, False, False, False], 1588, 'South', (17, 10))
Element 33: (2, (17, 10), ['', '', '', ''], [(12, 4), (9, 7), (15, 4)], [False, False, False, False], 34, False, [False, False, False, False], 1597, 'South', (17, 9))
Element 34: (2, (17, 9), ['', '%', '', '%'], [(13, 4), (9, 6), (14, 4)], [False, True, False, True], 32, False, [False, False, False, False], 1606, 'North', (17, 10))
Element 35: (2, (17, 10), ['', '', '', ''], [(13, 3), (8, 6), (14, 3)], [False, False, False, False], 30, False, [False, False, False, False], 1635, 'West', (16, 10))
Element 36: (2, (16, 10), ['%', '', '', ''], [(13, 2), (8, 5), (14, 2)], [True, False, False, False], 28, False, [False, False, False, False], 1664, 'East', (17, 10))
Element 37: (2, (17, 10), ['', '', '', ''], [(13, 1), (8, 4), (14, 1)], [False, False, False, False], 26, False, [False, False, False, False], 1693, 'East', (18, 10))
Element 38: (2, (18, 10), ['', '%', '', '%'], [(12, 1), (8, 3), (15, 1)], [False, True, False, True], 24, False, [False, False, False, False], 2712, 'North', (18, 11))
Element 39: (2, (18, 11), ['', '', '', '%'], [(12, 2), (9, 3), (14, 1)], [False, False, False, True], 22, False, [False, False, False, False], 2731, 'West', (17, 11))
Element 40: (2, (17, 11), ['', '', '', ''], [(11, 2), (9, 2), (14, 2)], [False, False, False, False], 20, False, [False, False, False, False], 3740, 'East', (18, 11))
Element 41: (2, (18, 11), ['', '', '', '%'], [(11, 3), (10, 2), (14, 3)], [False, False, False, True], 18, False, [False, False, False, False], 3759, 'North', (18, 12))
Element 42: (2, (18, 12), ['', '', '', '%'], [(11, 4), (10, 3), (14, 4)], [False, False, False, True], 16, False, [False, False, False, False], 3778, 'West', (17, 12))
Element 43: (2, (17, 12), ['', '', '', ''], [(10, 4), (11, 3), (14, 5)], [False, False, False, False], 14, False, [False, False, False, False], 3777, 'East', (18, 12))
Element 44: (2, (18, 12), ['', '', '', '%'], [(10, 5), (11, 4), (13, 5)], [False, False, False, True], 12, False, [False, False, False, False], 3776, 'North', (18, 13))
Element 45: (2, (18, 13), ['', '', '%', '%'], [(9, 5), (12, 4), (13, 6)], [False, False, True, True], 10, False, [False, False, False, False], 3775, 'West', (17, 13))
Element 46: (2, (17, 13), ['', '', '%', ''], [(9, 6), (13, 4), (12, 6)], [False, False, True, False], 8, False, [False, False, False, False], 3774, 'South', (17, 12))
Element 47: (2, (17, 12), ['', '', '', ''], [(9, 7), (14, 4), (11, 6)], [False, False, False, False], 6, False, [False, False, False, False], 3783, 'North', (17, 13))
Element 48: (2, (17, 13), ['', '', '%', ''], [(10, 7), (15, 4), (12, 6)], [False, False, True, False], 4, False, [False, False, False, False], 3782, 'West', (16, 13))
Element 49: (2, (16, 13), ['', '', '%', ''], [(10, 8), (16, 4), (12, 5)], [False, False, True, False], 2, False, [False, False, False, False], 3781, 'South', (16, 12))
Element 50: (2, (16, 12), ['', '', '', ''], [(10, 8), (16, 4), (12, 4)], [False, False, False, False], 0, False, [False, False, False, False], 3780, 'Stop', (16, 12))
Element 51: #0#
