Element 1: (1, (6, 4), ['%', '.', '.', '%'], [(7, 12), (7, 1), (12, 12)], [True, False, False, True], 98, False, [False, True, True, False], 9, 'North', (6, 5))
Element 2: (1, (6, 5), ['.', '', '.', '%'], [(8, 12), (6, 1), (13, 12)], [False, False, False, True], 96, False, [True, False, True, False], 2028, 'North', (6, 6))
Element 3: (1, (6, 6), ['.', '', '%', '%'], [(9, 12), (6, 2), (13, 13)], [False, False, True, True], 94, False, [True, False, False, False], 2067, 'West', (5, 6))
Element 4: (1, (5, 6), ['.', '.', '%', ''], [(10, 12), (7, 2), (14, 13)], [False, False, True, False], 92, False, [True, True, False, False], 2106, 'South', (5, 5))
Element 5: (1, (5, 5), ['.', '%', '', ''], [(11, 12), (8, 2), (15, 13)], [False, True, False, False], 90, False, [True, False, False, False], 2145, 'West', (4, 5))
Element 6: (1, (4, 5), ['.', '.', '.', ''], [(12, 12), (9, 2), (16, 13)], [False, False, False, False], 88, False, [True, True, True, False], 3164, 'North', (4, 6))
Element 7: (1, (4, 6), ['.', '', '%', ''], [(12, 13), (10, 2), (17, 13)], [False, False, True, False], 86, False, [True, False, False, False], 3203, 'West', (3, 6))
Element 8: (1, (3, 6), ['.', '.', '.', ''], [(13, 13), (11, 2), (18, 13)], [False, False, False, False], 84, False, [True, True, True, False], 3232, 'North', (3, 7))
Element 9: (1, (3, 7), ['.', '', '%', '%'], [(14, 13), (12, 2), (18, 12)], [False, False, True, True], 82, False, [True, False, False, False], 3261, 'West', (2, 7))
Element 10: (1, (2, 7), ['.', '.', 'F', ''], [(15, 13), (13, 2), (18, 11)], [False, False, False, False], 80, False, [True, True, False, False], 3290, 'North', (2, 8))
Element 11: (1, (2, 8), ['F', '', '%', '%'], [(15, 12), (14, 2), (18, 10)], [False, False, True, True], 78, False, [False, False, False, False], 4319, 'West', (1, 8))
Element 12: (1, (1, 8), ['%', '.', '%', ''], [(16, 12), (14, 3), (17, 10)], [True, False, True, False], 76, False, [False, True, False, False], 5348, 'South', (1, 7))
Element 13: (1, (1, 7), ['%', '.', '', ''], [(17, 12), (14, 4), (17, 11)], [True, False, False, False], 74, False, [False, True, False, False], 5387, 'South', (1, 6))
Element 14: (1, (1, 6), ['%', '.', '', '.'], [(18, 12), (15, 4), (16, 11)], [True, False, False, False], 72, False, [False, True, False, True], 5416, 'East', (2, 6))
Element 15: (1, (2, 6), ['', '.', '', ''], [(18, 13), (16, 4), (16, 10)], [False, False, False, False], 70, False, [False, True, False, False], 5445, 'South', (2, 5))
Element 16: (1, (2, 5), ['.', '.', '', '.'], [(17, 13), (17, 4), (16, 9)], [False, False, False, False], 68, False, [True, True, False, True], 5474, 'East', (3, 5))
Element 17: (1, (3, 5), ['', '.', '', ''], [(16, 13), (18, 4), (17, 9)], [False, False, False, False], 66, False, [False, True, False, False], 5503, 'South', (3, 4))
Element 18: (1, (3, 4), ['.', '.', '', '.'], [(17, 13), (18, 5), (16, 9)], [False, False, False, False], 64, False, [True, True, False, True], 5522, 'East', (4, 4))
Element 19: (1, (4, 4), ['', '.', '', '%'], [(18, 13), (17, 5), (16, 10)], [False, False, False, True], 62, False, [False, True, False, False], 5541, 'South', (4, 3))
Element 20: (1, (4, 3), ['.', '.', '', '.'], [(18, 12), (17, 6), (16, 11)], [False, False, False, False], 60, False, [True, True, False, True], 5560, 'East', (5, 3))
Element 21: (1, (5, 3), ['', '.', '%', '.'], [(18, 11), (17, 7), (16, 12)], [False, False, True, False], 58, False, [False, True, False, True], 5579, 'East', (6, 3))
Element 22: (1, (6, 3), ['', '', '', '.'], [(18, 10), (18, 7), (17, 12)], [False, False, False, False], 56, False, [False, False, False, True], 5598, 'East', (7, 3))
Element 23: (1, (7, 3), ['', '', '%', 'F'], [(17, 10), (17, 7), (16, 12)], [False, False, True, False], 54, False, [False, False, False, False], 5607, 'East', (8, 3))
Element 24: (1, (8, 3), ['', '', '.', '.'], [(17, 11), (17, 6), (15, 12)], [False, False, False, False], 52, False, [False, False, True, True], 6606, 'East', (9, 3))
Element 25: (1, (9, 3), ['', '', '.', '.'], [(16, 11), (16, 6), (16, 12)], [False, False, False, False], 50, False, [False, False, True, True], 6625, 'East', (10, 3))
Element 26: (1, (10, 3), ['', '', '.', '.'], [(16, 10), (16, 5), (15, 12)], [False, False, False, False], 48, False, [False, False, True, True], 6644, 'East', (11, 3))
Element 27: (1, (11, 3), ['', '', '.', '%'], [(16, 9), (15, 5), (15, 12)], [False, False, False, True], 46, False, [False, False, True, False], 6663, 'North', (11, 4))
Element 28: (1, (11, 4), ['.', '', '%', '.'], [(17, 9), (15, 6), (15, 12)], [False, False, True, False], 44, False, [True, False, False, True], 6682, 'East', (12, 4))
Element 29: (1, (12, 4), ['', '%', '.', '.'], [(16, 9), (15, 7), (15, 13)], [False, True, False, False], 42, False, [False, False, True, True], 6701, 'East', (13, 4))
Element 30: (1, (13, 4), ['', '.', '.', ''], [(16, 10), (15, 8), (15, 12)], [False, False, False, False], 40, False, [False, True, True, False], 6720, 'North', (13, 5))
Element 31: (1, (13, 5), ['.', '', '.', '.'], [(16, 11), (14, 8), (15, 13)], [False, False, False, False], 38, False, [True, False, True, True], 6739, 'East', (14, 5))
Element 32: (1, (14, 5), ['', '', '%', ''], [(17, 11), (14, 7), (15, 12)], [False, False, True, False], 36, False, [False, False, False, False], 6758, 'East', (15, 5))
Element 33: (1, (15, 5), ['', '', '', ''], [(17, 10), (14, 8), (15, 12)], [False, False, False, False], 34, False, [False, False, False, False], 6757, 'East', (16, 5))
