Element 1: (0, (5, 1), ['.', '%', '.', 'F'], [(1, 7), (8, 1), (9, 1)], [False, True, False, False], 98, False, [True, False, True, False], 0, 'East', (6, 1))
Element 2: (0, (6, 1), ['', '%', '.', '.'], [(1, 8), (8, 2), (9, 2)], [False, True, False, False], 96, False, [False, False, True, True], 3009, 'East', (7, 1))
Element 3: (0, (7, 1), ['', '%', '.', ''], [(2, 8), (8, 3), (10, 2)], [False, True, False, False], 94, False, [False, False, True, False], 5028, 'North', (7, 2))
Element 4: (0, (7, 2), ['.', '', '.', ''], [(2, 7), (9, 3), (11, 2)], [False, False, False, False], 92, False, [True, False, True, False], 5067, 'North', (7, 3))
Element 5: (0, (7, 3), ['.', '', '%', ''], [(3, 7), (10, 3), (12, 2)], [False, False, True, False], 90, False, [True, False, False, False], 5106, 'West', (6, 3))
Element 6: (0, (6, 3), ['.', '.', '.', ''], [(3, 6), (11, 3), (13, 2)], [False, False, False, False], 88, False, [True, True, True, False], 5145, 'North', (6, 4))
Element 7: (0, (6, 4), ['%', '', '.', '%'], [(4, 6), (11, 4), (14, 2)], [True, False, False, True], 86, False, [False, False, True, False], 5184, 'North', (6, 5))
Element 8: (0, (6, 5), ['.', '', '.', '%'], [(5, 6), (12, 4), (14, 3)], [False, False, False, True], 84, False, [True, False, True, False], 5223, 'North', (6, 6))
Element 9: (0, (6, 6), ['', '', '%', '%'], [(5, 5), (13, 4), (14, 4)], [False, False, True, True], 82, False, [False, False, False, False], 5262, 'West', (5, 6))
Element 10: (0, (5, 6), ['', '', '%', ''], [(4, 5), (13, 5), (15, 4)], [False, False, True, False], 80, False, [False, False, False, False], 5291, 'South', (5, 5))
Element 11: (0, (5, 5), ['', '%', '', ''], [(4, 4), (14, 5), (16, 4)], [False, True, False, False], 78, False, [False, False, False, False], 5320, 'West', (4, 5))
Element 12: (0, (4, 5), ['.', '', '', ''], [(4, 3), (15, 5), (17, 4)], [False, False, False, False], 76, False, [True, False, False, False], 5349, 'West', (3, 5))
Element 13: (0, (3, 5), ['.', '.', '', ''], [(5, 3), (16, 5), (18, 4)], [False, False, False, False], 74, False, [True, True, False, False], 5388, 'South', (3, 4))
Element 14: (0, (3, 4), ['.', '.', '', ''], [(5, 2), (17, 5), (18, 5)], [False, False, False, False], 72, False, [True, True, False, False], 5427, 'South', (3, 3))
