Element 1: (2, (10, 7), ['.', '%', '.', '%'], [(16, 13), (6, 5), (17, 9)], [False, True, False, True], 98, False, [True, False, True, False], 19, 'North', (10, 8))
Element 2: (2, (10, 8), ['.', '', '%', '%'], [(17, 13), (6, 4), (17, 10)], [False, False, True, True], 96, False, [True, False, False, False], 58, 'West', (9, 8))
Element 3: (2, (9, 8), ['.', '.', '%', ''], [(18, 13), (6, 3), (18, 10)], [False, False, True, False], 94, False, [True, True, False, False], 97, 'South', (9, 7))
Element 4: (2, (9, 7), ['%', '.', '', ''], [(18, 12), (7, 3), (18, 11)], [True, False, False, False], 92, False, [False, True, False, False], 136, 'South', (9, 6))
Element 5: (2, (9, 6), ['.', '.', '', '%'], [(17, 12), (8, 3), (17, 11)], [False, False, False, True], 90, False, [True, True, False, False], 1165, 'South', (9, 5))
Element 6: (2, (9, 5), ['.', '.', '', 'F'], [(16, 12), (9, 3), (16, 11)], [False, False, False, False], 88, False, [True, True, False, False], 1204, 'East', (10, 5))
Element 7: (2, (10, 5), ['', '.', '%', '%'], [(15, 12), (9, 2), (16, 10)], [False, False, True, True], 86, False, [False, True, False, False], 3223, 'South', (10, 4))
Element 8: (2, (10, 4), ['.', '.', '', '.'], [(16, 12), (10, 2), (16, 9)], [False, False, False, False], 84, False, [True, True, False, True], 3252, 'East', (11, 4))
Element 9: (2, (11, 4), ['', '.', '%', '.'], [(16, 11), (11, 2), (16, 10)], [False, False, True, False], 82, False, [False, True, False, True], 3271, 'East', (12, 4))
Element 10: (2, (12, 4), ['', '%', '.', '.'], [(17, 11), (12, 2), (16, 9)], [False, True, False, False], 80, False, [False, False, True, True], 3290, 'East', (13, 4))
Element 11: (2, (13, 4), ['', '.', '.', '.'], [(18, 11), (13, 2), (16, 10)], [False, False, False, False], 78, False, [False, True, True, True], 3309, 'East', (14, 4))
Element 12: (2, (14, 4), ['', '.', '.', '.'], [(18, 10), (14, 2), (16, 9)], [False, False, False, False], 76, False, [False, True, True, True], 3328, 'East', (15, 4))
Element 13: (2, (15, 4), ['', '%', '.', '.'], [(17, 10), (14, 3), (16, 10)], [False, True, False, False], 74, False, [False, False, True, True], 3347, 'East', (16, 4))
Element 14: (2, (16, 4), ['', '.', '.', '.'], [(17, 9), (13, 3), (16, 9)], [False, False, False, False], 72, False, [False, True, True, True], 3366, 'East', (17, 4))
Element 15: (2, (17, 4), ['', '.', '.', '.'], [(16, 9), (13, 4), (16, 10)], [False, False, False, False], 70, False, [False, True, True, True], 3375, 'East', (18, 4))
Element 16: (2, (18, 4), ['', '.', '.', '%'], [(16, 10), (13, 5), (17, 10)], [False, False, False, True], 68, False, [False, True, True, False], 3394, 'North', (18, 5))
Element 17: (2, (18, 5), ['.', '', '%', '%'], [(16, 9), (14, 5), (17, 9)], [False, False, True, True], 66, False, [True, False, False, False], 3413, 'West', (17, 5))
Element 18: (2, (17, 5), ['.', '', '.', ''], [(17, 9), (15, 5), (17, 10)], [False, False, False, False], 64, False, [True, False, True, False], 3432, 'North', (17, 6))
Element 19: (2, (17, 6), ['.', '', '.', '%'], [(17, 10), (16, 5), (16, 10)], [False, False, False, True], 62, False, [True, False, True, False], 3451, 'North', (17, 7))
Element 20: (2, (17, 7), ['%', '', '%', '.'], [(16, 10), (16, 6), (16, 9)], [True, False, True, False], 60, False, [False, False, False, True], 3470, 'East', (18, 7))
Element 21: (2, (18, 7), ['', '%', '%', '%'], [(17, 10), (15, 6), (17, 9)], [False, True, True, True], 58, False, [False, False, False, False], 3489, 'West', (17, 7))
Element 22: (2, (17, 7), ['%', '', '%', ''], [(18, 10), (15, 7), (17, 9)], [True, False, True, False], 56, False, [False, False, False, False], 3498, 'South', (17, 6))
Element 23: (2, (17, 6), ['', '', '', '%'], [(18, 11), (15, 8), (17, 10)], [False, False, False, True], 54, False, [False, False, False, False], 3507, 'West', (16, 6))
Element 24: (2, (16, 6), ['', '', '%', ''], [(17, 11), (14, 8), (18, 10)], [False, False, True, False], 52, False, [False, False, False, False], 3516, 'South', (16, 5))
Element 25: (2, (16, 5), ['', '', '', ''], [(17, 10), (14, 7), (18, 11)], [False, False, False, False], 50, False, [False, False, False, False], 3525, 'West', (15, 5))
Element 26: (2, (15, 5), ['', '', '', ''], [(17, 11), (14, 8), (18, 12)], [False, False, False, False], 48, False, [False, False, False, False], 3524, 'North', (15, 6))
Element 27: (2, (15, 6), ['%', '', '', ''], [(16, 11), (13, 8), (18, 13)], [True, False, False, False], 46, False, [False, False, False, False], 3533, 'North', (15, 7))
Element 28: (2, (15, 7), ['', '', '', '%'], [(16, 10), (14, 8), (17, 13)], [False, False, False, True], 44, False, [False, False, False, False], 3532, 'North', (15, 8))
Element 29: (2, (15, 8), ['', '', '%', '%'], [(16, 11), (13, 8), (17, 12)], [False, False, True, True], 42, False, [False, False, False, False], 3531, 'West', (14, 8))
Element 30: (2, (14, 8), ['G', '', '%', ''], [(16, 12), (13, 8), (17, 11)], [False, False, True, False], 40, False, [False, False, False, False], 3530, 'South', (14, 7))
Element 31: (2, (14, 7), ['%', '%', 'G', ''], [(17, 12), (14, 8), (16, 11)], [True, True, False, False], 38, False, [False, False, False, False], 3529, 'East', (15, 7))
Element 32: (2, (15, 7), ['', '', '', '%'], [(17, 11), (13, 8), (16, 12)], [False, False, False, True], 36, False, [False, False, False, False], 3528, 'North', (15, 8))
Element 33: (2, (15, 8), ['', '', '%', '%'], [(17, 12), (13, 8), (16, 13)], [False, False, True, True], 34, False, [False, False, False, False], 3527, 'South', (15, 7))
Element 34: (2, (15, 7), ['', '', '', '%'], [(18, 12), (13, 8), (15, 13)], [False, False, False, True], 32, False, [False, False, False, False], 3526, 'West', (14, 7))
Element 35: (2, (14, 7), ['%', '%', '', ''], [(18, 11), (13, 8), (14, 13)], [True, True, False, False], 30, False, [False, False, False, False], 3535, 'East', (15, 7))
Element 36: (2, (15, 7), ['', '', '', '%'], [(18, 12), (13, 8), (13, 13)], [False, False, False, True], 28, False, [False, False, False, False], 3544, 'South', (15, 6))
Element 37: (2, (15, 6), ['%', '', '', ''], [(18, 13), (13, 8), (13, 12)], [True, False, False, False], 26, False, [False, False, False, False], 3553, 'South', (15, 5))
Element 38: (2, (15, 5), ['', '', '', ''], [(17, 13), (13, 8), (13, 11)], [False, False, False, False], 24, False, [False, False, False, False], 3562, 'West', (14, 5))
Element 39: (2, (14, 5), ['', '', '%', ''], [(17, 12), (13, 8), (12, 11)], [False, False, True, False], 22, False, [False, False, False, False], 3571, 'West', (13, 5))
Element 40: (2, (13, 5), ['.', '', '.', ''], [(17, 13), (13, 8), (12, 12)], [False, False, False, False], 20, False, [True, False, True, False], 3580, 'North', (13, 6))
Element 41: (2, (13, 6), ['.', '', '%', '%'], [(16, 13), (13, 8), (12, 13)], [False, False, True, True], 18, False, [True, False, False, False], 3599, 'West', (12, 6))
Element 42: (2, (12, 6), ['.', '.', '%', ''], [(16, 12), (13, 8), (12, 12)], [False, False, True, False], 16, False, [True, True, False, False], 3608, 'South', (12, 5))
Element 43: (2, (12, 5), ['%', '', '', ''], [(16, 13), (13, 8), (11, 12)], [True, False, False, False], 14, False, [False, False, False, False], 3627, 'North', (12, 6))
Element 44: (2, (12, 6), ['.', '', '%', ''], [(15, 13), (13, 8), (10, 12)], [False, False, True, False], 12, False, [True, False, False, False], 3636, 'West', (11, 6))
Element 45: (2, (11, 6), ['%', '%', '%', ''], [(15, 12), (13, 8), (10, 13)], [True, True, True, False], 10, False, [False, False, False, False], 3655, 'East', (12, 6))
