Element 1: (1, (1, 13), ['%', '.', '%', '%'], [(15, 4), (4, 6), (6, 2)], [True, False, True, True], 98, False, [False, True, False, False], 9, 'South', (1, 12))
Element 2: (1, (1, 12), ['%', 'F', '', '.'], [(16, 4), (5, 6), (6, 1)], [True, False, False, False], 96, False, [False, False, False, True], 1038, 'South', (1, 11))
Element 3: (1, (1, 11), ['%', '.', '', 'F'], [(17, 4), (6, 6), (7, 1)], [True, False, False, False], 94, False, [False, True, False, False], 2067, 'East', (2, 11))
Element 4: (1, (2, 11), ['', '.', '.', '%'], [(18, 4), (6, 5), (8, 1)], [False, False, False, True], 92, False, [False, True, True, False], 3096, 'North', (2, 12))
Element 5: (1, (2, 12), ['', '', '%', '.'], [(18, 5), (6, 4), (9, 1)], [False, False, True, False], 90, False, [False, False, False, True], 3135, 'East', (3, 12))
Element 6: (1, (3, 12), ['', '%', '.', '.'], [(17, 5), (6, 3), (9, 2)], [False, True, False, False], 88, False, [False, False, True, True], 4164, 'East', (4, 12))
Element 7: (1, (4, 12), ['', '.', '.', '.'], [(17, 6), (7, 3), (10, 2)], [False, False, False, False], 86, False, [False, True, True, True], 4203, 'East', (5, 12))
Element 8: (1, (5, 12), ['', '.', '.', '.'], [(17, 7), (8, 3), (11, 2)], [False, False, False, False], 84, False, [False, True, True, True], 5232, 'East', (6, 12))
Element 9: (1, (6, 12), ['', '.', '.', '.'], [(18, 7), (9, 3), (12, 2)], [False, False, False, False], 82, False, [False, True, True, True], 5271, 'East', (7, 12))
Element 10: (1, (7, 12), ['', '%', '.', 'F'], [(17, 7), (10, 3), (13, 2)], [False, True, False, False], 80, False, [False, False, True, False], 5300, 'East', (8, 12))
Element 11: (1, (8, 12), ['', '%', '%', '.'], [(17, 6), (11, 3), (14, 2)], [False, True, True, False], 78, False, [False, False, False, True], 6319, 'East', (9, 12))
Element 12: (1, (9, 12), ['', '%', '.', '.'], [(16, 6), (11, 4), (14, 3)], [False, True, False, False], 76, False, [False, False, True, True], 6358, 'East', (10, 12))
Element 13: (1, (10, 12), ['', '%', '.', '.'], [(16, 5), (12, 4), (13, 3)], [False, True, False, False], 74, False, [False, False, True, True], 6397, 'East', (11, 12))
Element 14: (1, (11, 12), ['', '%', '%', '.'], [(15, 5), (13, 4), (14, 3)], [False, True, True, False], 72, False, [False, False, False, True], 6426, 'East', (12, 12))
Element 15: (1, (12, 12), ['', '.', '.', '.'], [(15, 6), (13, 5), (14, 4)], [False, False, False, False], 70, False, [False, True, True, True], 6455, 'East', (13, 12))
