Element 1: (1, (1, 13), ['%', '.', '%', '%'], [(15, 4), (4, 6), (6, 2)], [True, False, True, True], 98, False, [False, True, False, False], 9, 'South', (1, 12))
Element 16: (1, (13, 12), ['', '.', '.', '%'], [(15, 7), (14, 5), (15, 4)], [False, False, False, True], 68, False, [False, True, True, False], 6484, 'North', (13, 13))
Element 17: (1, (13, 13), ['.', '', '%', '.'], [(15, 8), (15, 5), (16, 4)], [False, False, True, False], 66, False, [True, False, False, True], 6503, 'East', (14, 13))
Element 18: (1, (14, 13), ['', '%', '%', '.'], [(14, 8), (16, 5), (16, 3)], [False, True, True, False], 64, False, [False, False, False, True], 6532, 'East', (15, 13))
Element 19: (1, (15, 13), ['', '.', '%', '.'], [(14, 7), (17, 5), (17, 3)], [False, False, True, False], 62, False, [False, True, False, True], 6561, 'East', (16, 13))
Element 20: (1, (16, 13), ['', '.', '%', '.'], [(14, 8), (18, 5), (18, 3)], [False, False, True, False], 60, False, [False, True, False, True], 6580, 'East', (17, 13))
Element 21: (1, (17, 13), ['', '.', '%', '.'], [(13, 8), (18, 4), (17, 3)], [False, False, True, False], 58, False, [False, True, False, True], 6599, 'East', (18, 13))
Element 22: (1, (18, 13), ['', '.', '%', '%'], [(14, 8), (18, 3), (17, 4)], [False, False, True, True], 56, False, [False, True, False, False], 6608, 'South', (18, 12))
Element 23: (1, (18, 12), ['.', '.', '', '%'], [(15, 8), (17, 3), (18, 4)], [False, False, False, True], 54, False, [True, True, False, False], 6617, 'South', (18, 11))
Element 24: (1, (18, 11), ['.', '.', '', '%'], [(15, 7), (17, 4), (18, 5)], [False, False, False, True], 52, False, [True, True, False, False], 6626, 'South', (18, 10))
Element 25: (1, (18, 10), ['.', '%', '', '%'], [(14, 7), (16, 4), (17, 5)], [False, True, False, True], 50, False, [True, False, False, False], 6635, 'West', (17, 10))
Element 26: (1, (17, 10), ['.', '.', '.', ''], [(15, 7), (16, 3), (17, 6)], [False, False, False, False], 48, False, [True, True, True, False], 6644, 'North', (17, 11))
Element 27: (1, (17, 11), ['.', '', '.', ''], [(15, 6), (16, 4), (17, 7)], [False, False, False, False], 46, False, [True, False, True, False], 6653, 'North', (17, 12))
Element 28: (1, (17, 12), ['.', '', '', ''], [(15, 5), (15, 4), (18, 7)], [False, False, False, False], 44, False, [True, False, False, False], 6662, 'West', (16, 12))
Element 29: (1, (16, 12), ['.', '.', '', ''], [(14, 5), (14, 4), (17, 7)], [False, False, False, False], 42, False, [True, True, False, False], 6671, 'South', (16, 11))
Element 30: (1, (16, 11), ['%', '.', '', ''], [(13, 5), (14, 3), (17, 6)], [True, False, False, False], 40, False, [False, True, False, False], 6680, 'South', (16, 10))
Element 31: (1, (16, 10), ['%', '.', '', ''], [(13, 6), (14, 2), (16, 6)], [True, False, False, False], 38, False, [False, True, False, False], 6699, 'South', (16, 9))
Element 32: (1, (16, 9), ['%', '%', '', '.'], [(12, 6), (14, 1), (16, 5)], [True, True, False, False], 36, False, [False, False, False, True], 6728, 'East', (17, 9))
Element 33: (1, (17, 9), ['', '%', '', '%'], [(12, 5), (15, 1), (15, 5)], [False, True, False, True], 34, False, [False, False, False, False], 6757, 'West', (16, 9))
Element 34: (1, (16, 9), ['%', '%', '', ''], [(12, 4), (14, 1), (15, 6)], [True, True, False, False], 32, False, [False, False, False, False], 6756, 'North', (16, 10))
Element 35: (1, (16, 10), ['%', '', '', ''], [(13, 4), (13, 1), (15, 7)], [True, False, False, False], 30, False, [False, False, False, False], 6765, 'North', (16, 11))
Element 36: (1, (16, 11), ['%', '', '', ''], [(13, 3), (12, 1), (15, 8)], [True, False, False, False], 28, False, [False, False, False, False], 6774, 'North', (16, 12))
Element 37: (1, (16, 12), ['.', '', '', ''], [(14, 3), (11, 1), (14, 8)], [False, False, False, False], 26, False, [True, False, False, False], 6783, 'West', (15, 12))
Element 38: (1, (15, 12), ['%', '%', '', ''], [(14, 2), (11, 2), (14, 7)], [True, True, False, False], 24, False, [False, False, False, False], 6792, 'East', (16, 12))
Element 39: (1, (16, 12), ['', '', '', ''], [(14, 1), (12, 2), (14, 8)], [False, False, False, False], 22, False, [False, False, False, False], 6791, 'East', (17, 12))
Element 40: (1, (17, 12), ['', '', '', ''], [(15, 1), (13, 2), (13, 8)], [False, False, False, False], 20, False, [False, False, False, False], 6790, 'South', (17, 11))
Element 41: (1, (17, 11), ['', '', '', ''], [(14, 1), (13, 3), (14, 8)], [False, False, False, False], 18, False, [False, False, False, False], 6789, 'West', (16, 11))
Element 42: (1, (16, 11), ['%', '', '', ''], [(13, 1), (13, 2), (15, 8)], [True, False, False, False], 16, False, [False, False, False, False], 6788, 'East', (17, 11))
Element 43: (1, (17, 11), ['', '', '', ''], [(13, 2), (12, 2), (15, 7)], [False, False, False, False], 14, False, [False, False, False, False], 6787, 'South', (17, 10))
Element 44: (1, (17, 10), ['', '', '', ''], [(12, 2), (11, 2), (14, 7)], [False, False, False, False], 12, False, [False, False, False, False], 6786, 'South', (17, 9))
Element 45: (1, (17, 9), ['', '%', '', '%'], [(12, 1), (10, 2), (15, 7)], [False, True, False, True], 10, False, [False, False, False, False], 6785, 'North', (17, 10))
Element 46: (1, (17, 10), ['', '', '', ''], [(11, 1), (9, 2), (15, 6)], [False, False, False, False], 8, False, [False, False, False, False], 6784, 'West', (16, 10))
Element 47: (1, (16, 10), ['%', '', '', ''], [(11, 2), (8, 2), (15, 5)], [True, False, False, False], 6, False, [False, False, False, False], 6793, 'East', (17, 10))
Element 48: (1, (17, 10), ['', '', '', ''], [(11, 3), (7, 2), (14, 5)], [False, False, False, False], 4, False, [False, False, False, False], 6802, 'East', (18, 10))
Element 49: (1, (18, 10), ['', '%', '', '%'], [(11, 4), (7, 1), (13, 5)], [False, True, False, True], 2, False, [False, False, False, False], 6801, 'North', (18, 11))
Element 50: (1, (18, 11), ['', '', '', '%'], [(11, 4), (8, 1), (13, 6)], [False, False, False, True], 0, False, [False, False, False, False], 6800, 'Stop', (18, 11))
Element 51: #0#
