Element 1: (3, (16, 6), ['.', '.', '%', '.'], [(7, 9), (5, 8), (13, 5)], [False, False, True, False], 98, False, [True, True, False, True], 29, 'East', (17, 6))
Element 2: (3, (17, 6), ['', '.', '.', '%'], [(8, 9), (6, 8), (14, 5)], [False, False, False, True], 96, False, [False, True, True, False], 68, 'North', (17, 7))
Element 3: (3, (17, 7), ['%', '', '%', '.'], [(8, 8), (7, 8), (15, 5)], [True, False, True, False], 94, False, [False, False, False, True], 107, 'East', (18, 7))
Element 4: (3, (18, 7), ['', '%', '%', '%'], [(9, 8), (8, 8), (16, 5)], [False, True, True, True], 92, False, [False, False, False, False], 136, 'West', (17, 7))
Element 5: (3, (17, 7), ['%', '', '%', ''], [(10, 8), (9, 8), (17, 5)], [True, False, True, False], 90, False, [False, False, False, False], 155, 'South', (17, 6))
Element 6: (3, (17, 6), ['', '', '', '%'], [(10, 7), (9, 7), (18, 5)], [False, False, False, True], 88, False, [False, False, False, False], 184, 'South', (17, 5))
Element 7: (3, (17, 5), ['', '.', '', ''], [(10, 8), (9, 6), (18, 4)], [False, False, False, False], 86, False, [False, True, False, False], 203, 'South', (17, 4))
Element 8: (3, (17, 4), ['.', '.', '', ''], [(9, 8), (9, 5), (18, 3)], [False, False, False, False], 84, False, [True, True, False, False], 232, 'South', (17, 3))
Element 9: (3, (17, 3), ['.', '%', '', ''], [(9, 7), (10, 5), (18, 4)], [False, True, False, False], 82, False, [True, False, False, False], 1241, 'West', (16, 3))
Element 10: (3, (16, 3), ['%', '%', '.', ''], [(9, 6), (10, 4), (18, 5)], [True, True, False, False], 80, False, [False, False, True, False], 1260, 'North', (16, 4))
Element 11: (3, (16, 4), ['.', '', '', ''], [(8, 6), (11, 4), (17, 5)], [False, False, False, False], 78, False, [True, False, False, False], 1289, 'West', (15, 4))
Element 12: (3, (15, 4), ['.', '%', '', ''], [(8, 5), (12, 4), (17, 4)], [False, True, False, False], 76, False, [True, False, False, False], 1318, 'West', (14, 4))
Element 13: (3, (14, 4), ['G', '.', '', ''], [(8, 4), (13, 4), (17, 3)], [False, False, False, False], 74, False, [False, True, False, False], 1347, 'South', (14, 3))
Element 14: (3, (14, 3), ['G', '.', '', '%'], [(8, 3), (13, 3), (16, 3)], [False, False, False, True], 72, False, [False, True, False, False], 2366, 'South', (14, 2))
