Element 1: (1, (17, 4), ['.', '.', 'G', '.'], [(18, 11), (17, 5), (18, 7)], [False, False, False, False], 98, False, [True, True, False, True], 9, 'East', (18, 4))
Element 2: (1, (18, 4), ['', '.', 'G', '%'], [(18, 12), (18, 5), (17, 7)], [False, False, False, True], 96, False, [False, True, False, False], 48, 'South', (18, 3))
Element 3: (1, (18, 3), ['.', '%', 'G', '%'], [(18, 13), (18, 4), (17, 6)], [False, True, False, True], 94, False, [True, False, False, False], 77, 'West', (17, 3))
Element 4: (1, (17, 3), ['.', '%', '', 'G'], [(17, 13), (18, 3), (16, 6)], [False, True, False, False], 92, False, [True, False, False, False], 106, 'West', (16, 3))
Element 5: (1, (16, 3), ['%', '%', '.', 'G'], [(17, 12), (17, 3), (16, 5)], [True, True, False, False], 90, False, [False, False, True, False], 135, 'North', (16, 4))
Element 6: (1, (16, 4), ['.', '', '', 'G'], [(17, 11), (17, 4), (15, 5)], [False, False, False, False], 88, False, [True, False, False, False], 164, 'West', (15, 4))
Element 7: (1, (15, 4), ['.', '%', '', 'G'], [(17, 10), (16, 4), (15, 6)], [False, True, False, False], 86, False, [True, False, False, False], 193, 'West', (14, 4))
Element 8: (1, (14, 4), ['.', '.', '.', ''], [(17, 9), (16, 5), (15, 7)], [False, False, False, False], 84, False, [True, True, True, False], 222, 'North', (14, 5))
Element 9: (1, (14, 5), ['.', '', '%', ''], [(16, 9), (16, 6), (15, 8)], [False, False, True, False], 82, False, [True, False, False, False], 251, 'West', (13, 5))
Element 10: (1, (13, 5), ['.', '.', '.', ''], [(16, 10), (17, 6), (14, 8)], [False, False, False, False], 80, False, [True, True, True, False], 280, 'North', (13, 6))
Element 11: (1, (13, 6), ['.', '', '%', '%'], [(16, 11), (17, 7), (14, 7)], [False, False, True, True], 78, False, [True, False, False, False], 309, 'West', (12, 6))
Element 12: (1, (12, 6), ['.', '.', '%', ''], [(16, 12), (18, 7), (14, 8)], [False, False, True, False], 76, False, [True, True, False, False], 328, 'South', (12, 5))
Element 13: (1, (12, 5), ['%', '.', '', ''], [(16, 13), (17, 7), (13, 8)], [True, False, False, False], 74, False, [False, True, False, False], 357, 'South', (12, 4))
Element 14: (1, (12, 4), ['.', '%', '', '.'], [(15, 13), (17, 6), (14, 8)], [False, True, False, False], 72, False, [True, False, False, True], 376, 'East', (13, 4))
Element 15: (1, (13, 4), ['', '.', '', ''], [(15, 12), (16, 6), (15, 8)], [False, False, False, False], 70, False, [False, True, False, False], 395, 'South', (13, 3))
Element 16: (1, (13, 3), ['%', '.', '', '.'], [(15, 13), (15, 6), (15, 7)], [True, False, False, False], 68, False, [False, True, False, True], 404, 'East', (14, 3))
Element 17: (1, (14, 3), ['', '.', '', '%'], [(14, 13), (15, 5), (14, 7)], [False, False, False, True], 66, False, [False, True, False, False], 423, 'South', (14, 2))
Element 18: (1, (14, 2), ['.', '.', '', '%'], [(13, 13), (15, 4), (15, 7)], [False, False, False, True], 64, False, [True, True, False, False], 442, 'South', (14, 1))
Element 19: (1, (14, 1), ['.', '%', '', '.'], [(13, 12), (14, 4), (15, 6)], [False, True, False, False], 62, False, [True, False, False, True], 461, 'East', (15, 1))
Element 20: (1, (15, 1), ['', '%', '%', '%'], [(13, 11), (14, 5), (15, 5)], [False, True, True, True], 60, False, [False, False, False, False], 480, 'West', (14, 1))
Element 21: (1, (14, 1), ['.', '%', '', ''], [(12, 11), (13, 5), (14, 5)], [False, True, False, False], 58, False, [True, False, False, False], 489, 'West', (13, 1))
Element 22: (1, (13, 1), ['.', '%', '.', ''], [(12, 12), (13, 6), (14, 4)], [False, True, False, False], 56, False, [True, False, True, False], 508, 'North', (13, 2))
Element 23: (1, (13, 2), ['.', '', '', ''], [(12, 13), (12, 6), (15, 4)], [False, False, False, False], 54, False, [True, False, False, False], 527, 'West', (12, 2))
Element 24: (1, (12, 2), ['.', '.', '%', ''], [(12, 12), (11, 6), (16, 4)], [False, False, True, False], 52, False, [True, True, False, False], 546, 'South', (12, 1))
Element 25: (1, (12, 1), ['.', '%', '', ''], [(11, 12), (12, 6), (17, 4)], [False, True, False, False], 50, False, [True, False, False, False], 565, 'West', (11, 1))
Element 26: (1, (11, 1), ['%', '%', '.', ''], [(10, 12), (12, 5), (18, 4)], [True, True, False, False], 48, False, [False, False, True, False], 584, 'North', (11, 2))
Element 27: (1, (11, 2), ['.', '', '.', ''], [(10, 13), (12, 4), (18, 5)], [False, False, False, False], 46, False, [True, False, True, False], 603, 'North', (11, 3))
Element 28: (1, (11, 3), ['.', '', 'G', '%'], [(9, 13), (11, 4), (17, 5)], [False, False, False, True], 44, False, [True, False, False, False], 632, 'West', (10, 3))
Element 29: (1, (10, 3), ['.', '.', 'G', ''], [(9, 12), (10, 4), (18, 5)], [False, False, False, False], 42, False, [True, True, False, False], 661, 'South', (10, 2))
Element 30: (1, (10, 2), ['F', '%', '', ''], [(8, 12), (10, 5), (18, 4)], [False, True, False, False], 40, False, [False, False, False, False], 2670, 'West', (9, 2))
Element 31: (1, (9, 2), ['.', '.', '.', ''], [(7, 12), (9, 5), (18, 3)], [False, False, False, False], 38, False, [True, True, True, False], 3689, 'North', (9, 3))
Element 32: (1, (9, 3), ['F', '', '.', ''], [(7, 13), (9, 6), (17, 3)], [False, False, False, False], 36, False, [False, False, True, False], 3718, 'West', (8, 3))
