Element 1: (2, (8, 4), ['%', 'F', '.', '.'], [(7, 12), (6, 6), (14, 2)], [True, False, False, False], 98, False, [False, False, True, True], 19, 'South', (8, 3))
Element 2: (2, (8, 3), ['.', '.', '', '.'], [(8, 12), (6, 5), (14, 3)], [False, False, False, False], 96, False, [True, True, False, True], 2038, 'East', (9, 3))
Element 3: (2, (9, 3), ['', 'F', '.', '.'], [(9, 12), (6, 4), (14, 4)], [False, False, False, False], 94, False, [False, False, True, True], 2077, 'South', (9, 2))
Element 4: (2, (9, 2), ['.', '.', '', '.'], [(10, 12), (6, 3), (15, 4)], [False, False, False, False], 92, False, [True, True, False, True], 3106, 'East', (10, 2))
Element 5: (2, (10, 2), ['', '%', '.', '.'], [(11, 12), (7, 3), (16, 4)], [False, True, False, False], 90, False, [False, False, True, True], 3145, 'East', (11, 2))
Element 6: (2, (11, 2), ['', '.', '.', '.'], [(12, 12), (7, 2), (17, 4)], [False, False, False, False], 88, False, [False, True, True, True], 3184, 'East', (12, 2))
Element 7: (2, (12, 2), ['', '.', '%', '.'], [(13, 12), (8, 2), (18, 4)], [False, False, True, False], 86, False, [False, True, False, True], 3223, 'East', (13, 2))
Element 8: (2, (13, 2), ['', '.', '.', ''], [(13, 13), (8, 1), (18, 5)], [False, False, False, False], 84, False, [False, True, True, False], 3262, 'North', (13, 3))
Element 9: (2, (13, 3), ['%', '', '.', ''], [(14, 13), (9, 1), (17, 5)], [True, False, False, False], 82, False, [False, False, True, False], 3301, 'North', (13, 4))
Element 10: (2, (13, 4), ['.', '', '.', ''], [(15, 13), (9, 2), (17, 6)], [False, False, False, False], 80, False, [True, False, True, False], 3330, 'North', (13, 5))
Element 11: (2, (13, 5), ['.', '', '.', '.'], [(16, 13), (10, 2), (17, 7)], [False, False, False, False], 78, False, [True, False, True, True], 3359, 'East', (14, 5))
Element 12: (2, (14, 5), ['', '', '%', '.'], [(17, 13), (10, 3), (18, 7)], [False, False, True, False], 76, False, [False, False, False, True], 3398, 'East', (15, 5))
Element 13: (2, (15, 5), ['', '', '.', '.'], [(18, 13), (11, 3), (17, 7)], [False, False, False, False], 74, False, [False, False, True, True], 3427, 'East', (16, 5))
Element 14: (2, (16, 5), ['', '', '.', ''], [(18, 12), (11, 4), (17, 6)], [False, False, False, False], 72, False, [False, False, True, False], 3456, 'North', (16, 6))
Element 15: (2, (16, 6), ['.', '', '%', ''], [(18, 11), (12, 4), (17, 5)], [False, False, True, False], 70, False, [True, False, False, False], 3485, 'West', (15, 6))
Element 16: (2, (15, 6), ['%', '', '.', ''], [(18, 10), (12, 5), (17, 6)], [True, False, False, False], 68, False, [False, False, True, False], 3514, 'North', (15, 7))
Element 17: (2, (15, 7), ['.', '', '.', '%'], [(17, 10), (12, 6), (17, 5)], [False, False, False, True], 66, False, [True, False, True, False], 3543, 'North', (15, 8))
Element 18: (2, (15, 8), ['.', '', '%', '%'], [(17, 11), (13, 6), (16, 5)], [False, False, True, True], 64, False, [True, False, False, False], 3572, 'West', (14, 8))
Element 19: (2, (14, 8), ['.', '.', '%', ''], [(17, 12), (13, 5), (16, 6)], [False, False, True, False], 62, False, [True, True, False, False], 3591, 'South', (14, 7))
Element 20: (2, (14, 7), ['%', '%', '', ''], [(16, 12), (14, 5), (15, 6)], [True, True, False, False], 60, False, [False, False, False, False], 3610, 'North', (14, 8))
Element 21: (2, (14, 8), ['.', '', '%', ''], [(16, 11), (15, 5), (15, 7)], [False, False, True, False], 58, False, [True, False, False, False], 3619, 'West', (13, 8))
Element 22: (2, (13, 8), ['%', '%', '%', ''], [(16, 10), (16, 5), (15, 8)], [True, True, True, False], 56, False, [False, False, False, False], 3638, 'East', (14, 8))
Element 23: (2, (14, 8), ['', '', '%', ''], [(16, 9), (17, 5), (15, 7)], [False, False, True, False], 54, False, [False, False, False, False], 3647, 'East', (15, 8))
Element 24: (2, (15, 8), ['', '', '%', '%'], [(17, 9), (18, 5), (14, 7)], [False, False, True, True], 52, False, [False, False, False, False], 3656, 'South', (15, 7))
Element 25: (2, (15, 7), ['', '', '', '%'], [(16, 9), (18, 4), (14, 8)], [False, False, False, True], 50, False, [False, False, False, False], 3655, 'West', (14, 7))
Element 26: (2, (14, 7), ['%', '%', '', ''], [(16, 10), (18, 3), (13, 8)], [True, True, False, False], 48, False, [False, False, False, False], 3664, 'East', (15, 7))
