Element 1: (2, (6, 4), ['%', '.', '.', '%'], [(16, 10), (4, 11), (17, 9)], [True, False, False, True], 98, False, [False, True, True, False], 19, 'North', (6, 5))
Element 2: (2, (6, 5), ['.', '', '.', '%'], [(16, 11), (5, 11), (17, 10)], [False, False, False, True], 96, False, [True, False, True, False], 58, 'North', (6, 6))
Element 3: (2, (6, 6), ['.', '', '%', '%'], [(17, 11), (6, 11), (18, 10)], [False, False, True, True], 94, False, [True, False, False, False], 97, 'West', (5, 6))
Element 4: (2, (5, 6), ['.', '.', '%', ''], [(17, 12), (6, 12), (18, 11)], [False, False, True, False], 92, False, [True, True, False, False], 136, 'South', (5, 5))
Element 5: (2, (5, 5), ['.', '%', '', ''], [(17, 13), (7, 12), (18, 12)], [False, True, False, False], 90, False, [True, False, False, False], 175, 'West', (4, 5))
Element 6: (2, (4, 5), ['.', '.', '.', ''], [(16, 13), (8, 12), (18, 13)], [False, False, False, False], 88, False, [True, True, True, False], 1204, 'North', (4, 6))
Element 7: (2, (4, 6), ['.', '', '%', ''], [(16, 12), (9, 12), (17, 13)], [False, False, True, False], 86, False, [True, False, False, False], 1233, 'West', (3, 6))
Element 8: (2, (3, 6), ['.', '.', '.', ''], [(15, 12), (10, 12), (17, 12)], [False, False, False, False], 84, False, [True, True, True, False], 1262, 'North', (3, 7))
Element 9: (2, (3, 7), ['.', '', '%', '%'], [(15, 13), (11, 12), (17, 11)], [False, False, True, True], 82, False, [True, False, False, False], 1291, 'West', (2, 7))
Element 10: (2, (2, 7), ['.', '.', 'F', ''], [(14, 13), (12, 12), (16, 11)], [False, False, False, False], 80, False, [True, True, False, False], 1320, 'North', (2, 8))
Element 11: (2, (2, 8), ['F', '', '%', '%'], [(13, 13), (13, 12), (16, 12)], [False, False, True, True], 78, False, [False, False, False, False], 2339, 'West', (1, 8))
Element 12: (2, (1, 8), ['%', '.', '%', ''], [(12, 13), (13, 11), (16, 13)], [True, False, True, False], 76, False, [False, True, False, False], 3358, 'South', (1, 7))
