Element 1: (1, (1, 7), ['%', '.', 'F', '.'], [(15, 7), (8, 4), (13, 3)], [True, False, False, False], 98, False, [False, True, False, True], 9, 'North', (1, 8))
Element 42: (1, (7, 8), ['', '%', '', ''], [(14, 1), (13, 8), (11, 4)], [False, True, False, False], 16, False, [False, False, False, False], 5688, 'North', (7, 9))
Element 43: (1, (7, 9), ['', '', '%', ''], [(15, 1), (14, 8), (11, 3)], [False, False, True, False], 14, False, [False, False, False, False], 5687, 'West', (6, 9))
Element 44: (1, (6, 9), ['%', '', '%', ''], [(14, 1), (15, 8), (11, 2)], [True, False, True, False], 12, False, [False, False, False, False], 5686, 'East', (7, 9))
Element 45: (1, (7, 9), ['', '', '%', ''], [(13, 1), (15, 7), (12, 2)], [False, False, True, False], 10, False, [False, False, False, False], 5685, 'East', (8, 9))
Element 46: (1, (8, 9), ['', '', '%', '%'], [(12, 1), (14, 7), (13, 2)], [False, False, True, True], 8, False, [False, False, False, False], 5684, 'South', (8, 8))
Element 47: (1, (8, 8), ['', '%', '', ''], [(12, 2), (15, 7), (14, 2)], [False, True, False, False], 6, False, [False, False, False, False], 5683, 'West', (7, 8))
Element 48: (1, (7, 8), ['', '%', '', ''], [(13, 2), (15, 6), (14, 1)], [False, True, False, False], 4, False, [False, False, False, False], 5682, 'East', (8, 8))
Element 49: (1, (8, 8), ['', '%', '', ''], [(13, 3), (15, 5), (15, 1)], [False, True, False, False], 2, False, [False, False, False, False], 5681, 'East', (9, 8))
Element 50: (1, (9, 8), ['', '', '%', ''], [(13, 3), (14, 5), (14, 1)], [False, False, True, False], 0, False, [False, False, False, False], 5680, 'Stop', (9, 8))
Element 51: #0#
