Element 1: (0, (2, 10), ['.', '%', 'F', '.'], [(2, 6), (10, 13), (17, 11)], [False, True, False, False], 98, False, [True, False, False, True], 0, 'North', (2, 11))
Element 23: (0, (16, 12), ['', '', 'G', ''], [(6, 4), (16, 13), (13, 13)], [False, False, False, False], 54, False, [False, False, False, False], 5438, 'East', (17, 12))
Element 24: (0, (17, 12), ['', '', 'G', ''], [(6, 3), (17, 13), (13, 12)], [False, False, False, False], 52, False, [False, False, False, False], 5447, 'East', (18, 12))
Element 25: (0, (18, 12), ['', '', 'G', '%'], [(7, 3), (18, 13), (13, 13)], [False, False, False, True], 50, False, [False, False, False, False], 5456, 'South', (18, 11))
Element 26: (0, (18, 11), ['', '', 'G', '%'], [(8, 3), (18, 12), (14, 13)], [False, False, False, True], 48, False, [False, False, False, False], 6455, 'South', (18, 10))
Element 27: (0, (18, 10), ['', '%', '', '%'], [(9, 3), (17, 12), (15, 13)], [False, True, False, True], 46, False, [False, False, False, False], 6464, 'West', (17, 10))
Element 28: (0, (17, 10), ['', '.', '', ''], [(9, 2), (18, 12), (16, 13)], [False, False, False, False], 44, False, [False, True, False, False], 7463, 'South', (17, 9))
Element 29: (0, (17, 9), ['.', '%', '', '%'], [(10, 2), (18, 11), (16, 12)], [False, True, False, True], 42, False, [True, False, False, False], 7482, 'West', (16, 9))
Element 30: (0, (16, 9), ['%', '%', '', ''], [(11, 2), (17, 11), (16, 11)], [True, True, False, False], 40, False, [False, False, False, False], 7501, 'North', (16, 10))
Element 31: (0, (16, 10), ['%', '', '', ''], [(12, 2), (18, 11), (16, 12)], [True, False, False, False], 38, False, [False, False, False, False], 7510, 'North', (16, 11))
Element 32: (0, (16, 11), ['%', '', '', ''], [(13, 2), (18, 10), (15, 12)], [True, False, False, False], 36, False, [False, False, False, False], 7519, 'East', (17, 11))
Element 33: (0, (17, 11), ['', 'G', '', ''], [(14, 2), (17, 10), (16, 12)], [False, False, False, False], 34, False, [False, False, False, False], 7528, 'West', (16, 11))
Element 34: (0, (16, 11), ['%', '', '', ''], [(14, 3), (17, 9), (17, 12)], [True, False, False, False], 32, False, [False, False, False, False], 7537, 'South', (16, 10))
Element 35: (0, (16, 10), ['%', 'G', '', ''], [(14, 4), (16, 9), (17, 13)], [True, False, False, False], 30, False, [False, False, False, False], 7546, 'North', (16, 11))
Element 36: (0, (16, 11), ['%', '', '', ''], [(15, 4), (17, 9), (16, 13)], [True, False, False, False], 28, False, [False, False, False, False], 7555, 'South', (16, 10))
Element 37: (0, (16, 10), ['%', '', '', 'G'], [(16, 4), (17, 10), (17, 13)], [True, False, False, False], 26, False, [False, False, False, False], 7564, 'South', (16, 9))
Element 38: (0, (16, 9), ['%', '%', '', ''], [(17, 4), (17, 11), (18, 13)], [True, True, False, False], 24, False, [False, False, False, False], 7573, 'North', (16, 10))
Element 39: (0, (16, 10), ['%', '', '', 'G'], [(18, 4), (17, 10), (18, 12)], [True, False, False, False], 22, False, [False, False, False, False], 7582, 'South', (16, 9))
Element 40: (0, (16, 9), ['%', '%', 'G', ''], [(18, 5), (16, 10), (17, 12)], [True, True, False, False], 20, False, [False, False, False, False], 7591, 'East', (17, 9))
Element 41: (0, (17, 9), ['G', '%', '', '%'], [(17, 5), (16, 9), (18, 12)], [False, True, False, True], 18, False, [False, False, False, False], 7600, 'North', (17, 10))
Element 42: (0, (17, 10), ['G', '', '', ''], [(17, 6), (16, 10), (18, 11)], [False, False, False, False], 16, False, [False, False, False, False], 7609, 'East', (18, 10))
Element 43: (0, (18, 10), ['', '%', '', '%'], [(17, 7), (16, 11), (17, 11)], [False, True, False, True], 14, False, [False, False, False, False], 7618, 'North', (18, 11))
Element 44: (0, (18, 11), ['', '', '', '%'], [(18, 7), (16, 10), (16, 11)], [False, False, False, True], 12, False, [False, False, False, False], 7627, 'West', (17, 11))
Element 45: (0, (17, 11), ['', '', '', ''], [(17, 7), (16, 9), (16, 10)], [False, False, False, False], 10, False, [False, False, False, False], 7626, 'East', (18, 11))
Element 46: (0, (18, 11), ['', '', '', '%'], [(17, 6), (16, 10), (17, 10)], [False, False, False, True], 8, False, [False, False, False, False], 7625, 'North', (18, 12))
Element 47: (0, (18, 12), ['', '', '', '%'], [(16, 6), (16, 11), (18, 10)], [False, False, False, True], 6, False, [False, False, False, False], 7634, 'West', (17, 12))
Element 48: (0, (17, 12), ['G', '', '', ''], [(16, 5), (16, 12), (17, 10)], [False, False, False, False], 4, False, [False, False, False, False], 7643, 'South', (17, 11))
Element 49: (0, (17, 11), ['', '', '', ''], [(15, 5), (16, 13), (17, 9)], [False, False, False, False], 2, False, [False, False, False, False], 7652, 'North', (17, 12))
Element 50: (0, (17, 12), ['G', '', '', ''], [(15, 6), (16, 12), (16, 9)], [False, False, False, False], 0, False, [False, False, False, False], 7661, 'Stop', (17, 12))
Element 51: #0#
