Element 1: (0, (2, 10), ['.', '%', 'F', '.'], [(2, 6), (10, 13), (17, 11)], [False, True, False, False], 98, False, [True, False, False, True], 0, 'North', (2, 11))
Element 2: (0, (2, 11), ['F', '', '.', '%'], [(2, 7), (10, 12), (18, 11)], [False, False, False, True], 96, False, [False, False, True, False], 1029, 'West', (1, 11))
Element 3: (0, (1, 11), ['%', '.', '.', ''], [(2, 8), (11, 12), (18, 12)], [True, False, False, False], 94, False, [False, True, True, False], 3048, 'North', (1, 12))
Element 4: (0, (1, 12), ['%', '', '.', '.'], [(1, 8), (12, 12), (18, 13)], [True, False, False, False], 92, False, [False, False, True, True], 4077, 'East', (2, 12))
Element 5: (0, (2, 12), ['', '', '%', '.'], [(1, 7), (13, 12), (17, 13)], [False, False, True, False], 90, False, [False, False, False, True], 4116, 'East', (3, 12))
Element 6: (0, (3, 12), ['', '%', '.', '.'], [(1, 6), (13, 13), (17, 12)], [False, True, False, False], 88, False, [False, False, True, True], 4155, 'East', (4, 12))
Element 7: (0, (4, 12), ['', '.', '.', '.'], [(1, 5), (14, 13), (16, 12)], [False, False, False, False], 86, False, [False, True, True, True], 4194, 'East', (5, 12))
Element 8: (0, (5, 12), ['', '.', '.', '.'], [(2, 5), (15, 13), (16, 13)], [False, False, False, False], 84, False, [False, True, True, True], 4233, 'East', (6, 12))
Element 9: (0, (6, 12), ['', '.', '.', '.'], [(3, 5), (15, 12), (15, 13)], [False, False, False, False], 82, False, [False, True, True, True], 4262, 'East', (7, 12))
Element 10: (0, (7, 12), ['', '%', '.', 'F'], [(4, 5), (16, 12), (15, 12)], [False, True, False, False], 80, False, [False, False, True, False], 4281, 'East', (8, 12))
Element 11: (0, (8, 12), ['', '%', '%', '.'], [(5, 5), (16, 11), (15, 13)], [False, True, True, False], 78, False, [False, False, False, True], 5300, 'East', (9, 12))
Element 12: (0, (9, 12), ['', '%', '.', ''], [(6, 5), (16, 10), (14, 13)], [False, True, False, False], 76, False, [False, False, True, False], 5329, 'North', (9, 13))
Element 13: (0, (9, 13), ['%', '', '%', ''], [(6, 6), (17, 10), (13, 13)], [True, False, True, False], 74, False, [False, False, False, False], 5358, 'East', (10, 13))
Element 14: (0, (10, 13), ['', '', '%', '%'], [(5, 6), (18, 10), (12, 13)], [False, False, True, True], 72, False, [False, False, False, False], 5387, 'South', (10, 12))
Element 15: (0, (10, 12), ['', '%', '', ''], [(4, 6), (18, 11), (12, 12)], [False, True, False, False], 70, False, [False, False, False, False], 5396, 'East', (11, 12))
Element 16: (0, (11, 12), ['', '%', '%', ''], [(3, 6), (18, 12), (12, 11)], [False, True, True, False], 68, False, [False, False, False, False], 5415, 'East', (12, 12))
Element 17: (0, (12, 12), ['', '', '', ''], [(3, 7), (18, 13), (13, 11)], [False, False, False, False], 66, False, [False, False, False, False], 5434, 'East', (13, 12))
Element 18: (0, (13, 12), ['', '', '', '%'], [(3, 6), (17, 13), (12, 11)], [False, False, False, True], 64, False, [False, False, False, False], 5433, 'North', (13, 13))
Element 19: (0, (13, 13), ['', '', '%', ''], [(4, 6), (17, 12), (12, 12)], [False, False, True, False], 62, False, [False, False, False, False], 5432, 'East', (14, 13))
Element 20: (0, (14, 13), ['', '%', '%', ''], [(5, 6), (17, 11), (13, 12)], [False, True, True, False], 60, False, [False, False, False, False], 5431, 'East', (15, 13))
Element 21: (0, (15, 13), ['', '', '%', ''], [(6, 6), (17, 12), (12, 12)], [False, False, True, False], 58, False, [False, False, False, False], 5430, 'East', (16, 13))
Element 22: (0, (16, 13), ['', '', '%', 'G'], [(6, 5), (17, 13), (12, 13)], [False, False, True, False], 56, False, [False, False, False, False], 5429, 'South', (16, 12))
