Element 1: (1, (2, 10), ['.', '%', 'F', '.'], [(1, 12), (7, 13), (12, 1)], [False, True, False, False], 98, False, [True, False, False, True], 9, 'North', (2, 11))
Element 2: (1, (2, 11), ['G', '', '.', '%'], [(1, 11), (7, 12), (13, 1)], [False, False, False, True], 96, False, [False, False, True, False], 2028, 'North', (2, 12))
Element 3: (1, (2, 12), ['', '', '%', '.'], [(1, 10), (8, 12), (14, 1)], [False, False, True, False], 94, False, [False, False, False, True], 3057, 'East', (3, 12))
Element 4: (1, (3, 12), ['', '%', '.', '.'], [(2, 10), (9, 12), (15, 1)], [False, True, False, False], 92, False, [False, False, True, True], 3086, 'East', (4, 12))
Element 5: (1, (4, 12), ['', '.', '.', '.'], [(3, 10), (10, 12), (14, 1)], [False, False, False, False], 90, False, [False, True, True, True], 3115, 'East', (5, 12))
Element 6: (1, (5, 12), ['', '.', '.', '.'], [(4, 10), (11, 12), (14, 2)], [False, False, False, False], 88, False, [False, True, True, True], 3154, 'East', (6, 12))
Element 7: (1, (6, 12), ['', '.', '.', ''], [(4, 11), (12, 12), (14, 3)], [False, False, False, False], 86, False, [False, True, True, False], 3193, 'North', (6, 13))
Element 8: (1, (6, 13), ['.', '', '%', ''], [(5, 11), (13, 12), (14, 4)], [False, False, True, False], 84, False, [True, False, False, False], 3232, 'West', (5, 13))
Element 9: (1, (5, 13), ['.', '', '%', ''], [(6, 11), (13, 13), (15, 4)], [False, False, True, False], 82, False, [True, False, False, False], 3271, 'West', (4, 13))
Element 10: (1, (4, 13), ['.', '', '%', ''], [(6, 12), (14, 13), (16, 4)], [False, False, True, False], 80, False, [True, False, False, False], 3300, 'West', (3, 13))
Element 11: (1, (3, 13), ['%', '', '%', ''], [(7, 12), (15, 13), (17, 4)], [True, False, True, False], 78, False, [False, False, False, False], 3329, 'East', (4, 13))
Element 12: (1, (4, 13), ['', '', '%', ''], [(8, 12), (16, 13), (18, 4)], [False, False, True, False], 76, False, [False, False, False, False], 3348, 'East', (5, 13))
Element 13: (1, (5, 13), ['', '', '%', ''], [(9, 12), (17, 13), (18, 5)], [False, False, True, False], 74, False, [False, False, False, False], 3367, 'East', (6, 13))
Element 14: (1, (6, 13), ['', '', '%', ''], [(9, 13), (18, 13), (17, 5)], [False, False, True, False], 72, False, [False, False, False, False], 3396, 'East', (7, 13))
Element 15: (1, (7, 13), ['', '', '%', '%'], [(10, 13), (18, 12), (17, 6)], [False, False, True, True], 70, False, [False, False, False, False], 3425, 'South', (7, 12))
Element 16: (1, (7, 12), ['', '%', '', ''], [(10, 12), (18, 11), (17, 7)], [False, True, False, False], 68, False, [False, False, False, False], 3444, 'East', (8, 12))
Element 17: (1, (8, 12), ['', '%', '%', ''], [(11, 12), (18, 10), (18, 7)], [False, True, True, False], 66, False, [False, False, False, False], 3463, 'East', (9, 12))
Element 18: (1, (9, 12), ['', '%', '', ''], [(12, 12), (17, 10), (17, 7)], [False, True, False, False], 64, False, [False, False, False, False], 3472, 'East', (10, 12))
Element 19: (1, (10, 12), ['', '%', '', ''], [(12, 13), (17, 11), (17, 6)], [False, True, False, False], 62, False, [False, False, False, False], 3491, 'East', (11, 12))
Element 20: (1, (11, 12), ['', '%', '%', ''], [(13, 13), (17, 12), (16, 6)], [False, True, True, False], 60, False, [False, False, False, False], 3510, 'East', (12, 12))
Element 21: (1, (12, 12), ['', '.', '', ''], [(14, 13), (16, 12), (16, 5)], [False, False, False, False], 58, False, [False, True, False, False], 3529, 'South', (12, 11))
Element 22: (1, (12, 11), ['%', '%', '', '.'], [(15, 13), (16, 11), (15, 5)], [True, True, False, False], 56, False, [False, False, False, True], 3558, 'East', (13, 11))
Element 23: (1, (13, 11), ['', '%', '', '%'], [(15, 12), (16, 10), (15, 6)], [False, True, False, True], 54, False, [False, False, False, False], 3597, 'North', (13, 12))
