Element 1: (2, (2, 4), ['.', 'G', '.', '.'], [(2, 8), (2, 3), (17, 3)], [False, False, False, False], 98, False, [True, False, True, True], 1009, 'East', (3, 4))
Element 2: (2, (3, 4), ['', 'G', '.', '.'], [(1, 8), (3, 3), (18, 3)], [False, False, False, False], 96, False, [False, False, True, True], 2038, 'East', (4, 4))
Element 3: (2, (4, 4), ['', 'G', '.', '%'], [(1, 7), (4, 3), (18, 4)], [False, False, False, True], 94, False, [False, False, True, False], 2077, 'North', (4, 5))
Element 4: (2, (4, 5), ['.', '', '.', '.'], [(1, 6), (5, 3), (18, 5)], [False, False, False, False], 92, False, [True, False, True, True], 2116, 'East', (5, 5))
Element 5: (2, (5, 5), ['', '%', '.', '.'], [(2, 6), (6, 3), (17, 5)], [False, True, False, False], 90, False, [False, False, True, True], 2155, 'East', (6, 5))
Element 6: (2, (6, 5), ['', '.', '.', '%'], [(3, 6), (7, 3), (17, 6)], [False, False, False, True], 88, False, [False, True, True, False], 2194, 'North', (6, 6))
Element 7: (2, (6, 6), ['.', '', '%', '%'], [(4, 6), (8, 3), (17, 7)], [False, False, True, True], 86, False, [True, False, False, False], 3223, 'West', (5, 6))
Element 8: (2, (5, 6), ['', '', '%', ''], [(4, 5), (9, 3), (18, 7)], [False, False, True, False], 84, False, [False, False, False, False], 3252, 'West', (4, 6))
Element 9: (2, (4, 6), ['', '', '%', ''], [(3, 5), (9, 2), (17, 7)], [False, False, True, False], 82, False, [False, False, False, False], 4261, 'West', (3, 6))
Element 10: (2, (3, 6), ['', '', '.', ''], [(2, 5), (10, 2), (17, 6)], [False, False, False, False], 80, False, [False, False, True, False], 4280, 'North', (3, 7))
Element 11: (2, (3, 7), ['', '', '%', '%'], [(1, 5), (11, 2), (16, 6)], [False, False, True, True], 78, False, [False, False, False, False], 4319, 'West', (2, 7))
Element 12: (2, (2, 7), ['', '', '', ''], [(1, 4), (12, 2), (16, 5)], [False, False, False, False], 76, False, [False, False, False, False], 4348, 'North', (2, 8))
Element 13: (2, (2, 8), ['', '', '%', '%'], [(2, 4), (13, 2), (16, 4)], [False, False, True, True], 74, False, [False, False, False, False], 4367, 'West', (1, 8))
Element 14: (2, (1, 8), ['%', '', '%', ''], [(3, 4), (14, 2), (17, 4)], [True, False, True, False], 72, False, [False, False, False, False], 4386, 'South', (1, 7))
Element 15: (2, (1, 7), ['%', '', '', ''], [(4, 4), (14, 3), (16, 4)], [True, False, False, False], 70, False, [False, False, False, False], 4395, 'South', (1, 6))
