Element 1: (3, (18, 10), ['.', '%', '.', '%'], [(7, 13), (12, 12), (14, 3)], [False, True, False, True], 98, False, [True, False, True, False], 29, 'North', (18, 11))
Element 2: (3, (18, 11), ['.', '', '.', '%'], [(7, 12), (13, 12), (14, 4)], [False, False, False, True], 96, False, [True, False, True, False], 68, 'North', (18, 12))
Element 3: (3, (18, 12), ['.', '', '.', '%'], [(8, 12), (13, 13), (15, 4)], [False, False, False, True], 94, False, [True, False, True, False], 1097, 'North', (18, 13))
Element 4: (3, (18, 13), ['.', '', '%', '%'], [(9, 12), (14, 13), (16, 4)], [False, False, True, True], 92, False, [True, False, False, False], 1136, 'West', (17, 13))
Element 5: (3, (17, 13), ['.', '.', '%', ''], [(10, 12), (15, 13), (17, 4)], [False, False, True, False], 90, False, [True, True, False, False], 1175, 'South', (17, 12))
Element 6: (3, (17, 12), ['.', '.', '', ''], [(10, 13), (16, 13), (18, 4)], [False, False, False, False], 88, False, [True, True, False, False], 1214, 'South', (17, 11))
Element 7: (3, (17, 11), ['.', '.', '', ''], [(9, 13), (16, 12), (18, 5)], [False, False, False, False], 86, False, [True, True, False, False], 1253, 'South', (17, 10))
Element 8: (3, (17, 10), ['.', '.', '', ''], [(10, 13), (16, 11), (17, 5)], [False, False, False, False], 84, False, [True, True, False, False], 1282, 'South', (17, 9))
Element 9: (3, (17, 9), ['.', '%', '', '%'], [(10, 12), (16, 10), (17, 6)], [False, True, False, True], 82, False, [True, False, False, False], 1311, 'West', (16, 9))
Element 10: (3, (16, 9), ['%', '%', '', ''], [(11, 12), (17, 10), (17, 7)], [True, True, False, False], 80, False, [False, False, False, False], 1330, 'North', (16, 10))
Element 11: (3, (16, 10), ['%', '', '', ''], [(12, 12), (18, 10), (18, 7)], [True, False, False, False], 78, False, [False, False, False, False], 1339, 'North', (16, 11))
Element 12: (3, (16, 11), ['%', '', '', ''], [(12, 13), (18, 11), (17, 7)], [True, False, False, False], 76, False, [False, False, False, False], 1348, 'North', (16, 12))
Element 13: (3, (16, 12), ['.', '', '', ''], [(13, 13), (18, 12), (17, 6)], [False, False, False, False], 74, False, [True, False, False, False], 1347, 'West', (15, 12))
Element 14: (3, (15, 12), ['%', '%', '', ''], [(14, 13), (18, 13), (16, 6)], [True, True, False, False], 72, False, [False, False, False, False], 1366, 'North', (15, 13))
Element 15: (3, (15, 13), ['', '', '%', ''], [(13, 13), (17, 13), (16, 5)], [False, False, True, False], 70, False, [False, False, False, False], 1375, 'East', (16, 13))
Element 16: (3, (16, 13), ['', '', '%', ''], [(13, 12), (17, 12), (15, 5)], [False, False, True, False], 68, False, [False, False, False, False], 1384, 'West', (15, 13))
Element 17: (3, (15, 13), ['', '', '%', ''], [(13, 11), (17, 11), (15, 6)], [False, False, True, False], 66, False, [False, False, False, False], 1403, 'West', (14, 13))
Element 18: (3, (14, 13), ['', '%', '%', ''], [(12, 11), (17, 12), (15, 7)], [False, True, True, False], 64, False, [False, False, False, False], 1422, 'West', (13, 13))
Element 19: (3, (13, 13), ['', '', '%', ''], [(13, 11), (17, 13), (15, 8)], [False, False, True, False], 62, False, [False, False, False, False], 1431, 'South', (13, 12))
Element 20: (3, (13, 12), ['', '', '', '%'], [(12, 11), (18, 13), (14, 8)], [False, False, False, True], 60, False, [False, False, False, False], 1440, 'South', (13, 11))
Element 21: (3, (13, 11), ['', '%', '', '%'], [(12, 12), (18, 12), (14, 7)], [False, True, False, True], 58, False, [False, False, False, False], 1449, 'West', (12, 11))
Element 22: (3, (12, 11), ['%', '%', '', ''], [(12, 13), (17, 12), (14, 8)], [True, True, False, False], 56, False, [False, False, False, False], 1448, 'North', (12, 12))
Element 23: (3, (12, 12), ['', '', '', ''], [(13, 13), (18, 12), (13, 8)], [False, False, False, False], 54, False, [False, False, False, False], 1457, 'North', (12, 13))
Element 24: (3, (12, 13), ['%', '', '%', ''], [(13, 12), (18, 11), (14, 8)], [True, False, True, False], 52, False, [False, False, False, False], 1456, 'South', (12, 12))
Element 25: (3, (12, 12), ['', '', '', ''], [(13, 11), (17, 11), (15, 8)], [False, False, False, False], 50, False, [False, False, False, False], 1455, 'West', (11, 12))
Element 26: (3, (11, 12), ['', '%', '%', ''], [(13, 12), (18, 11), (15, 7)], [False, True, True, False], 48, False, [False, False, False, False], 1454, 'West', (10, 12))
Element 27: (3, (10, 12), ['', '%', '', ''], [(12, 12), (18, 10), (14, 7)], [False, True, False, False], 46, False, [False, False, False, False], 1453, 'North', (10, 13))
Element 28: (3, (10, 13), ['', '', '%', '%'], [(11, 12), (17, 10), (15, 7)], [False, False, True, True], 44, False, [False, False, False, False], 1452, 'West', (9, 13))
Element 29: (3, (9, 13), ['%', '', '%', ''], [(10, 12), (17, 11), (15, 6)], [True, False, True, False], 42, False, [False, False, False, False], 1451, 'South', (9, 12))
Element 30: (3, (9, 12), ['', '%', '', ''], [(10, 13), (17, 10), (15, 5)], [False, True, False, False], 40, False, [False, False, False, False], 1450, 'West', (8, 12))
Element 31: (3, (8, 12), ['', '%', '%', ''], [(9, 13), (17, 9), (14, 5)], [False, True, True, False], 38, False, [False, False, False, False], 1459, 'West', (7, 12))
Element 32: (3, (7, 12), ['.', '%', '', ''], [(9, 12), (16, 9), (13, 5)], [False, True, False, False], 36, False, [True, False, False, False], 1468, 'West', (6, 12))
Element 33: (3, (6, 12), ['.', '.', '', ''], [(8, 12), (17, 9), (13, 6)], [False, False, False, False], 34, False, [True, True, False, False], 1487, 'South', (6, 11))
Element 34: (3, (6, 11), ['.', '%', '', '%'], [(7, 12), (17, 10), (12, 6)], [False, True, False, True], 32, False, [True, False, False, False], 1506, 'West', (5, 11))
Element 35: (3, (5, 11), ['.', '%', '.', ''], [(6, 12), (16, 10), (12, 5)], [False, True, False, False], 30, False, [True, False, True, False], 1525, 'North', (5, 12))
Element 36: (3, (5, 12), ['.', '', '.', ''], [(6, 11), (16, 11), (12, 4)], [False, False, False, False], 28, False, [True, False, True, False], 1544, 'North', (5, 13))
Element 37: (3, (5, 13), ['.', '', '%', ''], [(5, 11), (17, 11), (13, 4)], [False, False, True, False], 26, False, [True, False, False, False], 1563, 'West', (4, 13))
Element 38: (3, (4, 13), ['.', '.', '%', ''], [(4, 11), (16, 11), (13, 3)], [False, False, True, False], 24, False, [True, True, False, False], 1592, 'South', (4, 12))
Element 39: (3, (4, 12), ['.', '', '', ''], [(4, 10), (16, 12), (13, 2)], [False, False, False, False], 22, False, [True, False, False, False], 1621, 'West', (3, 12))
Element 40: (3, (3, 12), ['.', '%', '.', ''], [(3, 10), (15, 12), (13, 1)], [False, True, False, False], 20, False, [True, False, True, False], 1650, 'North', (3, 13))
Element 41: (3, (3, 13), ['%', '', '%', ''], [(2, 10), (16, 12), (14, 1)], [True, False, True, False], 18, False, [False, False, False, False], 1679, 'South', (3, 12))
Element 42: (3, (3, 12), ['.', '%', '', ''], [(2, 11), (17, 12), (15, 1)], [False, True, False, False], 16, False, [True, False, False, False], 2688, 'West', (2, 12))
Element 43: (3, (2, 12), ['.', '', '%', ''], [(1, 11), (16, 12), (14, 1)], [False, False, True, False], 14, False, [True, False, False, False], 3697, 'West', (1, 12))
Element 44: (3, (1, 12), ['%', '', '.', ''], [(1, 10), (16, 13), (13, 1)], [True, False, False, False], 12, False, [False, False, True, False], 3716, 'North', (1, 13))
Element 45: (3, (1, 13), ['%', '', '%', '%'], [(1, 11), (17, 13), (12, 1)], [True, False, True, True], 10, False, [False, False, False, False], 3735, 'South', (1, 12))
Element 46: (3, (1, 12), ['%', '', '', ''], [(2, 11), (16, 13), (12, 2)], [True, False, False, False], 8, False, [False, False, False, False], 3744, 'South', (1, 11))
Element 47: (3, (1, 11), ['%', '', '', ''], [(2, 10), (15, 13), (11, 2)], [True, False, False, False], 6, False, [False, False, False, False], 3753, 'East', (2, 11))
