Element 1: (2, (10, 2), ['F', '%', '.', '.'], [(15, 8), (2, 6), (13, 5)], [False, True, False, False], 98, False, [False, False, True, True], 19, 'West', (9, 2))
Element 2: (2, (9, 2), ['.', '.', '.', ''], [(15, 7), (3, 6), (14, 5)], [False, False, False, False], 96, False, [True, True, True, False], 1048, 'North', (9, 3))
Element 3: (2, (9, 3), ['F', '', '.', '.'], [(15, 6), (4, 6), (15, 5)], [False, False, False, False], 94, False, [False, False, True, True], 1087, 'West', (8, 3))
Element 4: (2, (8, 3), ['.', '.', '.', ''], [(16, 6), (5, 6), (16, 5)], [False, False, False, False], 92, False, [True, True, True, False], 2116, 'North', (8, 4))
Element 5: (2, (8, 4), ['%', '', '.', '.'], [(17, 6), (6, 6), (17, 5)], [True, False, False, False], 90, False, [False, False, True, True], 2155, 'East', (9, 4))
Element 6: (2, (9, 4), ['', '', '.', '.'], [(17, 7), (6, 5), (18, 5)], [False, False, False, False], 88, False, [False, False, True, True], 2194, 'East', (10, 4))
Element 7: (2, (10, 4), ['', '.', 'F', '.'], [(18, 7), (6, 4), (18, 4)], [False, False, False, False], 86, False, [False, True, False, True], 2233, 'North', (10, 5))
Element 8: (2, (10, 5), ['.', '', '%', '%'], [(17, 7), (6, 3), (18, 3)], [False, False, True, True], 84, False, [True, False, False, False], 3252, 'West', (9, 5))
Element 9: (2, (9, 5), ['.', '', '.', ''], [(17, 6), (7, 3), (17, 3)], [False, False, False, False], 82, False, [True, False, True, False], 3281, 'North', (9, 6))
Element 10: (2, (9, 6), ['.', '', '.', '%'], [(17, 5), (7, 2), (17, 4)], [False, False, False, True], 80, False, [True, False, True, False], 3310, 'North', (9, 7))
Element 11: (2, (9, 7), ['%', '', '.', '.'], [(18, 5), (8, 2), (16, 4)], [True, False, False, False], 78, False, [False, False, True, True], 3339, 'East', (10, 7))
Element 12: (2, (10, 7), ['', '%', '.', '%'], [(18, 4), (8, 1), (16, 3)], [False, True, False, True], 76, False, [False, False, True, False], 3368, 'North', (10, 8))
Element 13: (2, (10, 8), ['.', '', '%', '%'], [(18, 3), (9, 1), (16, 4)], [False, False, True, True], 74, False, [True, False, False, False], 3387, 'West', (9, 8))
Element 14: (2, (9, 8), ['.', '', '%', ''], [(17, 3), (9, 2), (15, 4)], [False, False, True, False], 72, False, [True, False, False, False], 3406, 'West', (8, 8))
Element 15: (2, (8, 8), ['.', '%', '.', ''], [(17, 4), (10, 2), (14, 4)], [False, True, False, False], 70, False, [True, False, True, False], 3425, 'North', (8, 9))
Element 16: (2, (8, 9), ['.', '', '%', '%'], [(16, 4), (11, 2), (14, 3)], [False, False, True, True], 68, False, [True, False, False, False], 3454, 'West', (7, 9))
Element 17: (2, (7, 9), ['.', '.', '%', ''], [(16, 5), (12, 2), (14, 2)], [False, False, True, False], 66, False, [True, True, False, False], 3483, 'South', (7, 8))
Element 18: (2, (7, 8), ['.', '%', '', ''], [(15, 5), (13, 2), (14, 1)], [False, True, False, False], 64, False, [True, False, False, False], 3512, 'West', (6, 8))
Element 19: (2, (6, 8), ['.', '%', '.', ''], [(15, 4), (13, 3), (15, 1)], [False, True, False, False], 62, False, [True, False, True, False], 3541, 'North', (6, 9))
Element 20: (2, (6, 9), ['%', '', '%', ''], [(14, 4), (13, 4), (14, 1)], [True, False, True, False], 60, False, [False, False, False, False], 3560, 'South', (6, 8))
Element 21: (2, (6, 8), ['.', '%', '', ''], [(14, 5), (12, 4), (13, 1)], [False, True, False, False], 58, False, [True, False, False, False], 3579, 'West', (5, 8))
Element 22: (2, (5, 8), ['.', '%', '%', ''], [(13, 5), (12, 5), (12, 1)], [False, True, True, False], 56, False, [True, False, False, False], 3608, 'West', (4, 8))
Element 23: (2, (4, 8), ['%', '%', '%', ''], [(13, 6), (12, 6), (11, 1)], [True, True, True, False], 54, False, [False, False, False, False], 3647, 'East', (5, 8))
Element 24: (2, (5, 8), ['', '%', '%', ''], [(13, 5), (11, 6), (11, 2)], [False, True, True, False], 52, False, [False, False, False, False], 3656, 'East', (6, 8))
Element 25: (2, (6, 8), ['', '%', '', ''], [(13, 4), (12, 6), (11, 3)], [False, True, False, False], 50, False, [False, False, False, False], 3665, 'East', (7, 8))
Element 26: (2, (7, 8), ['', '%', '', ''], [(13, 3), (13, 6), (11, 4)], [False, True, False, False], 48, False, [False, False, False, False], 3674, 'North', (7, 9))
