Element 1: (1, (1, 12), ['%', 'F', '.', '.'], [(5, 8), (4, 2), (13, 1)], [True, False, False, False], 98, False, [False, False, True, True], 9, 'South', (1, 11))
Element 14: (1, (12, 12), ['', '.', '.', '.'], [(12, 4), (13, 4), (17, 6)], [False, False, False, False], 72, False, [False, True, True, True], 6446, 'East', (13, 12))
Element 15: (1, (13, 12), ['', '.', '.', '%'], [(12, 5), (13, 5), (17, 7)], [False, False, False, True], 70, False, [False, True, True, False], 6485, 'North', (13, 13))
Element 16: (1, (13, 13), ['.', '', '%', '.'], [(12, 6), (14, 5), (18, 7)], [False, False, True, False], 68, False, [True, False, False, True], 6524, 'East', (14, 13))
Element 17: (1, (14, 13), ['', '%', '%', '.'], [(13, 6), (15, 5), (17, 7)], [False, True, True, False], 66, False, [False, False, False, True], 6553, 'East', (15, 13))
Element 18: (1, (15, 13), ['', '.', '%', '.'], [(13, 5), (16, 5), (17, 6)], [False, False, True, False], 64, False, [False, True, False, True], 6572, 'East', (16, 13))
Element 19: (1, (16, 13), ['', '.', '%', '.'], [(14, 5), (16, 6), (17, 5)], [False, False, True, False], 62, False, [False, True, False, True], 6591, 'East', (17, 13))
Element 20: (1, (17, 13), ['', '.', '%', '.'], [(15, 5), (15, 6), (17, 6)], [False, False, True, False], 60, False, [False, True, False, True], 6610, 'East', (18, 13))
Element 21: (1, (18, 13), ['', '.', '%', '%'], [(16, 5), (15, 7), (17, 5)], [False, False, True, True], 58, False, [False, True, False, False], 6629, 'South', (18, 12))
Element 22: (1, (18, 12), ['.', '.', '', '%'], [(17, 5), (15, 8), (17, 4)], [False, False, False, True], 56, False, [True, True, False, False], 6648, 'South', (18, 11))
Element 23: (1, (18, 11), ['.', '.', '', '%'], [(18, 5), (14, 8), (16, 4)], [False, False, False, True], 54, False, [True, True, False, False], 6667, 'South', (18, 10))
Element 24: (1, (18, 10), ['.', '%', '', '%'], [(18, 4), (14, 7), (15, 4)], [False, True, False, True], 52, False, [True, False, False, False], 6686, 'West', (17, 10))
Element 25: (1, (17, 10), ['.', '.', '.', ''], [(18, 3), (14, 8), (14, 4)], [False, False, False, False], 50, False, [True, True, True, False], 6705, 'North', (17, 11))
Element 26: (1, (17, 11), ['.', '', '.', ''], [(17, 3), (13, 8), (13, 4)], [False, False, False, False], 48, False, [True, False, True, False], 6734, 'North', (17, 12))
Element 27: (1, (17, 12), ['.', '', '', ''], [(16, 3), (14, 8), (13, 5)], [False, False, False, False], 46, False, [True, False, False, False], 6753, 'West', (16, 12))
Element 28: (1, (16, 12), ['.', '.', '', ''], [(16, 4), (15, 8), (14, 5)], [False, False, False, False], 44, False, [True, True, False, False], 6762, 'South', (16, 11))
Element 29: (1, (16, 11), ['%', '.', '', ''], [(17, 4), (15, 7), (15, 5)], [True, False, False, False], 42, False, [False, True, False, False], 6771, 'South', (16, 10))
Element 30: (1, (16, 10), ['%', '.', '', ''], [(16, 4), (14, 7), (16, 5)], [True, False, False, False], 40, False, [False, True, False, False], 6780, 'South', (16, 9))
Element 31: (1, (16, 9), ['%', '%', '', '.'], [(15, 4), (15, 7), (16, 6)], [True, True, False, False], 38, False, [False, False, False, True], 6789, 'East', (17, 9))
Element 32: (1, (17, 9), ['', '%', '', '%'], [(14, 4), (15, 6), (16, 5)], [False, True, False, True], 36, False, [False, False, False, False], 6798, 'West', (16, 9))
Element 33: (1, (16, 9), ['%', '%', '', ''], [(14, 3), (16, 6), (15, 5)], [True, True, False, False], 34, False, [False, False, False, False], 6797, 'North', (16, 10))
Element 34: (1, (16, 10), ['%', '', '', ''], [(14, 2), (17, 6), (15, 6)], [True, False, False, False], 32, False, [False, False, False, False], 6796, 'North', (16, 11))
Element 35: (1, (16, 11), ['%', '', '', ''], [(14, 1), (17, 7), (15, 7)], [True, False, False, False], 30, False, [False, False, False, False], 6795, 'North', (16, 12))
Element 36: (1, (16, 12), ['.', '', '', ''], [(15, 1), (18, 7), (15, 8)], [False, False, False, False], 28, False, [True, False, False, False], 6794, 'West', (15, 12))
Element 37: (1, (15, 12), ['%', '%', '', ''], [(14, 1), (17, 7), (14, 8)], [True, True, False, False], 26, False, [False, False, False, False], 6803, 'East', (16, 12))
Element 38: (1, (16, 12), ['', '', '', ''], [(13, 1), (17, 6), (14, 7)], [False, False, False, False], 24, False, [False, False, False, False], 6802, 'East', (17, 12))
Element 39: (1, (17, 12), ['', '', '', ''], [(12, 1), (17, 5), (14, 8)], [False, False, False, False], 22, False, [False, False, False, False], 6811, 'South', (17, 11))
Element 40: (1, (17, 11), ['', '', '', ''], [(11, 1), (18, 5), (13, 8)], [False, False, False, False], 20, False, [False, False, False, False], 6820, 'West', (16, 11))
Element 41: (1, (16, 11), ['%', '', '', ''], [(11, 2), (18, 4), (14, 8)], [True, False, False, False], 18, False, [False, False, False, False], 6819, 'East', (17, 11))
Element 42: (1, (17, 11), ['', '', '', ''], [(11, 3), (18, 3), (15, 8)], [False, False, False, False], 16, False, [False, False, False, False], 6828, 'South', (17, 10))
Element 43: (1, (17, 10), ['', '', '', ''], [(10, 3), (17, 3), (15, 7)], [False, False, False, False], 14, False, [False, False, False, False], 6837, 'South', (17, 9))
Element 44: (1, (17, 9), ['', '%', '', '%'], [(9, 3), (17, 4), (14, 7)], [False, True, False, True], 12, False, [False, False, False, False], 6846, 'North', (17, 10))
Element 45: (1, (17, 10), ['', '', '', ''], [(8, 3), (16, 4), (15, 7)], [False, False, False, False], 10, False, [False, False, False, False], 7845, 'West', (16, 10))
Element 46: (1, (16, 10), ['%', '', '', ''], [(8, 4), (16, 3), (15, 6)], [True, False, False, False], 8, False, [False, False, False, False], 7854, 'East', (17, 10))
Element 47: (1, (17, 10), ['', '', '', ''], [(9, 4), (16, 4), (15, 5)], [False, False, False, False], 6, False, [False, False, False, False], 7863, 'East', (18, 10))
Element 48: (1, (18, 10), ['', '%', '', '%'], [(8, 4), (15, 4), (14, 5)], [False, True, False, True], 4, False, [False, False, False, False], 7862, 'North', (18, 11))
Element 49: (1, (18, 11), ['', '', '', '%'], [(8, 5), (14, 4), (13, 5)], [False, False, False, True], 2, False, [False, False, False, False], 7871, 'West', (17, 11))
Element 50: (1, (17, 11), ['', '', '', ''], [(8, 5), (14, 3), (13, 6)], [False, False, False, False], 0, False, [False, False, False, False], 7870, 'Stop', (17, 11))
Element 51: #0#
