Element 1: (1, (1, 12), ['%', 'F', '.', '.'], [(5, 8), (4, 2), (13, 1)], [True, False, False, False], 98, False, [False, False, True, True], 9, 'South', (1, 11))
Element 2: (1, (1, 11), ['%', '.', '', 'F'], [(6, 8), (5, 2), (14, 1)], [True, False, False, False], 96, False, [False, True, False, False], 1038, 'East', (2, 11))
Element 3: (1, (2, 11), ['', '.', '.', '%'], [(7, 8), (6, 2), (15, 1)], [False, False, False, True], 94, False, [False, True, True, False], 2067, 'North', (2, 12))
Element 4: (1, (2, 12), ['', '', '%', '.'], [(8, 8), (6, 1), (14, 1)], [False, False, True, False], 92, False, [False, False, False, True], 3086, 'East', (3, 12))
Element 5: (1, (3, 12), ['', '%', '.', '.'], [(9, 8), (7, 1), (14, 2)], [False, True, False, False], 90, False, [False, False, True, True], 3125, 'East', (4, 12))
Element 6: (1, (4, 12), ['', '.', '.', '.'], [(10, 8), (8, 1), (14, 3)], [False, False, False, False], 88, False, [False, True, True, True], 3164, 'East', (5, 12))
Element 7: (1, (5, 12), ['', '.', '.', '.'], [(10, 7), (9, 1), (14, 4)], [False, False, False, False], 86, False, [False, True, True, True], 3203, 'East', (6, 12))
Element 8: (1, (6, 12), ['', '.', '.', '.'], [(9, 7), (9, 2), (15, 4)], [False, False, False, False], 84, False, [False, True, True, True], 4232, 'East', (7, 12))
Element 9: (1, (7, 12), ['', '%', '.', 'F'], [(9, 6), (10, 2), (16, 4)], [False, True, False, False], 82, False, [False, False, True, False], 4271, 'East', (8, 12))
Element 10: (1, (8, 12), ['', '%', '%', '.'], [(9, 5), (11, 2), (17, 4)], [False, True, True, False], 80, False, [False, False, False, True], 5300, 'East', (9, 12))
Element 11: (1, (9, 12), ['', '%', '.', '.'], [(10, 5), (12, 2), (18, 4)], [False, True, False, False], 78, False, [False, False, True, True], 6329, 'East', (10, 12))
Element 12: (1, (10, 12), ['', '%', '.', '.'], [(10, 4), (13, 2), (18, 5)], [False, True, False, False], 76, False, [False, False, True, True], 6368, 'East', (11, 12))
Element 13: (1, (11, 12), ['', '%', '%', '.'], [(11, 4), (13, 3), (17, 5)], [False, True, True, False], 74, False, [False, False, False, True], 6407, 'East', (12, 12))
