Element 1: (0, (2, 12), ['.', 'F', '%', '.'], [(14, 8), (15, 5), (17, 5)], [False, False, True, False], 98, False, [True, False, False, True], 0, 'South', (2, 11))
Element 2: (0, (2, 11), ['F', '.', '', '%'], [(15, 8), (16, 5), (18, 5)], [False, False, False, True], 96, False, [False, True, False, False], 1029, 'West', (1, 11))
Element 3: (0, (1, 11), ['%', '.', '.', ''], [(15, 7), (16, 6), (18, 4)], [True, False, False, False], 94, False, [False, True, True, False], 2058, 'North', (1, 12))
Element 4: (0, (1, 12), ['%', '', '.', ''], [(15, 6), (17, 6), (18, 3)], [True, False, False, False], 92, False, [False, False, True, False], 2097, 'North', (1, 13))
Element 5: (0, (1, 13), ['%', '', '%', '%'], [(16, 6), (17, 7), (17, 3)], [True, False, True, True], 90, False, [False, False, False, False], 2126, 'South', (1, 12))
Element 6: (0, (1, 12), ['%', '', '', ''], [(17, 6), (18, 7), (17, 4)], [True, False, False, False], 88, False, [False, False, False, False], 2145, 'South', (1, 11))
Element 7: (0, (1, 11), ['%', '.', '', ''], [(17, 7), (18, 7), (16, 4)], [True, False, False, False], 86, False, [False, True, False, False], 2154, 'South', (1, 10))
Element 8: (0, (1, 10), ['%', '%', '', '.'], [(17, 6), (17, 7), (16, 3)], [True, True, False, False], 84, False, [False, False, False, True], 2173, 'East', (2, 10))
Element 9: (0, (2, 10), ['', '%', '', '.'], [(17, 5), (17, 6), (16, 4)], [False, True, False, False], 82, False, [False, False, False, True], 2182, 'East', (3, 10))
Element 10: (0, (3, 10), ['', '%', '%', '.'], [(18, 5), (17, 6), (15, 4)], [False, True, True, False], 80, False, [False, False, False, True], 2201, 'East', (4, 10))
Element 11: (0, (4, 10), ['', '%', '.', '%'], [(18, 4), (16, 6), (14, 4)], [False, True, False, True], 78, False, [False, False, True, False], 2220, 'North', (4, 11))
Element 12: (0, (4, 11), ['%', '', '.', '.'], [(18, 3), (16, 5), (14, 5)], [True, False, False, False], 76, False, [False, False, True, True], 2239, 'East', (5, 11))
Element 13: (0, (5, 11), ['', '%', '.', '.'], [(17, 3), (16, 4), (13, 5)], [False, True, False, False], 74, False, [False, False, True, True], 2258, 'East', (6, 11))
Element 14: (0, (6, 11), ['', '%', '.', '%'], [(17, 4), (16, 3), (13, 6)], [False, True, False, True], 72, False, [False, False, True, False], 2277, 'North', (6, 12))
Element 15: (0, (6, 12), ['.', '', '.', '.'], [(16, 4), (17, 3), (12, 6)], [False, False, False, False], 70, False, [True, False, True, True], 2296, 'East', (7, 12))
Element 16: (0, (7, 12), ['', '%', '.', 'F'], [(16, 5), (18, 3), (12, 5)], [False, True, False, False], 68, False, [False, False, True, False], 2315, 'East', (8, 12))
Element 17: (0, (8, 12), ['', '%', '%', '.'], [(15, 5), (18, 4), (12, 4)], [False, True, True, False], 66, False, [False, False, False, True], 3324, 'East', (9, 12))
Element 18: (0, (9, 12), ['', '%', '.', '.'], [(15, 4), (18, 5), (13, 4)], [False, True, False, False], 64, False, [False, False, True, True], 3343, 'East', (10, 12))
Element 19: (0, (10, 12), ['', '%', '.', '.'], [(14, 4), (17, 5), (13, 3)], [False, True, False, False], 62, False, [False, False, True, True], 3362, 'East', (11, 12))
Element 20: (0, (11, 12), ['', '%', '%', '.'], [(14, 3), (17, 4), (13, 2)], [False, True, True, False], 60, False, [False, False, False, True], 3391, 'East', (12, 12))
Element 21: (0, (12, 12), ['', '.', '.', '.'], [(14, 2), (17, 5), (13, 1)], [False, False, False, False], 58, False, [False, True, True, True], 3420, 'East', (13, 12))
Element 22: (0, (13, 12), ['', '.', '.', '%'], [(14, 1), (18, 5), (12, 1)], [False, False, False, True], 56, False, [False, True, True, False], 3449, 'North', (13, 13))
Element 23: (0, (13, 13), ['.', '', '%', '.'], [(15, 1), (18, 4), (12, 2)], [False, False, True, False], 54, False, [True, False, False, True], 3478, 'East', (14, 13))
Element 24: (0, (14, 13), ['', '%', '%', '.'], [(14, 1), (17, 4), (11, 2)], [False, True, True, False], 52, False, [False, False, False, True], 3497, 'East', (15, 13))
Element 25: (0, (15, 13), ['', '.', '%', '.'], [(13, 1), (18, 4), (11, 3)], [False, False, True, False], 50, False, [False, True, False, True], 3516, 'East', (16, 13))
Element 26: (0, (16, 13), ['', '.', '%', '.'], [(13, 2), (18, 3), (11, 4)], [False, False, True, False], 48, False, [False, True, False, True], 3535, 'East', (17, 13))
Element 27: (0, (17, 13), ['', '.', '%', '.'], [(13, 3), (17, 3), (10, 4)], [False, False, True, False], 46, False, [False, True, False, True], 3554, 'East', (18, 13))
Element 28: (0, (18, 13), ['', '.', '%', '%'], [(13, 4), (17, 4), (10, 5)], [False, False, True, True], 44, False, [False, True, False, False], 4563, 'South', (18, 12))
Element 29: (0, (18, 12), ['.', '.', '', '%'], [(13, 5), (17, 3), (9, 5)], [False, False, False, True], 42, False, [True, True, False, False], 4582, 'South', (18, 11))
Element 30: (0, (18, 11), ['.', '.', '', '%'], [(14, 5), (16, 3), (9, 6)], [False, False, False, True], 40, False, [True, True, False, False], 4601, 'South', (18, 10))
Element 31: (0, (18, 10), ['.', '%', '', '%'], [(13, 5), (16, 4), (9, 7)], [False, True, False, True], 38, False, [True, False, False, False], 4620, 'West', (17, 10))
Element 32: (0, (17, 10), ['.', '.', '.', ''], [(13, 6), (15, 4), (10, 7)], [False, False, False, False], 36, False, [True, True, True, False], 4639, 'North', (17, 11))
Element 33: (0, (17, 11), ['.', '', '.', ''], [(12, 6), (14, 4), (10, 8)], [False, False, False, False], 34, False, [True, False, True, False], 4658, 'North', (17, 12))
Element 34: (0, (17, 12), ['.', '', '', ''], [(11, 6), (14, 5), (9, 8)], [False, False, False, False], 32, False, [True, False, False, False], 4687, 'West', (16, 12))
Element 35: (0, (16, 12), ['.', '.', '', ''], [(12, 6), (13, 5), (8, 8)], [False, False, False, False], 30, False, [True, True, False, False], 4706, 'South', (16, 11))
Element 36: (0, (16, 11), ['%', '.', '', ''], [(12, 5), (13, 6), (8, 9)], [True, False, False, False], 28, False, [False, True, False, False], 4725, 'South', (16, 10))
Element 37: (0, (16, 10), ['%', '.', '', ''], [(12, 4), (12, 6), (7, 9)], [True, False, False, False], 26, False, [False, True, False, False], 4744, 'South', (16, 9))
Element 38: (0, (16, 9), ['%', '%', '', '.'], [(11, 4), (12, 5), (7, 8)], [True, True, False, False], 24, False, [False, False, False, True], 4763, 'East', (17, 9))
Element 39: (0, (17, 9), ['', '%', '', '%'], [(11, 3), (12, 4), (6, 8)], [False, True, False, True], 22, False, [False, False, False, False], 4782, 'West', (16, 9))
Element 40: (0, (16, 9), ['%', '%', '', ''], [(10, 3), (13, 4), (6, 9)], [True, True, False, False], 20, False, [False, False, False, False], 4801, 'North', (16, 10))
Element 41: (0, (16, 10), ['%', '', '', ''], [(10, 2), (13, 3), (6, 8)], [True, False, False, False], 18, False, [False, False, False, False], 4810, 'North', (16, 11))
Element 42: (0, (16, 11), ['%', '', '', ''], [(9, 2), (14, 3), (5, 8)], [True, False, False, False], 16, False, [False, False, False, False], 5819, 'North', (16, 12))
Element 43: (0, (16, 12), ['.', '', '', ''], [(9, 3), (14, 2), (4, 8)], [False, False, False, False], 14, False, [True, False, False, False], 5838, 'West', (15, 12))
Element 44: (0, (15, 12), ['%', '%', '', ''], [(8, 3), (14, 1), (5, 8)], [True, True, False, False], 12, False, [False, False, False, False], 6847, 'East', (16, 12))
Element 45: (0, (16, 12), ['', '', '', ''], [(8, 4), (15, 1), (6, 8)], [False, False, False, False], 10, False, [False, False, False, False], 6856, 'East', (17, 12))
Element 46: (0, (17, 12), ['', '', '', ''], [(9, 4), (14, 1), (7, 8)], [False, False, False, False], 8, False, [False, False, False, False], 6865, 'South', (17, 11))
Element 47: (0, (17, 11), ['', '', '', ''], [(10, 4), (13, 1), (7, 9)], [False, False, False, False], 6, False, [False, False, False, False], 6864, 'West', (16, 11))
Element 48: (0, (16, 11), ['%', '', '', ''], [(10, 5), (13, 2), (6, 9)], [True, False, False, False], 4, False, [False, False, False, False], 6863, 'East', (17, 11))
Element 49: (0, (17, 11), ['', '', '', ''], [(9, 5), (12, 2), (7, 9)], [False, False, False, False], 2, False, [False, False, False, False], 6862, 'South', (17, 10))
Element 50: (0, (17, 10), ['', '', '', ''], [(8, 5), (12, 1), (8, 9)], [False, False, False, False], 0, False, [False, False, False, False], 6871, 'Stop', (17, 10))
Element 51: #0#
