Element 1: (1, (6, 2), ['.', 'F', '.', '.'], [(17, 7), (6, 6), (14, 13)], [False, False, False, False], 98, False, [True, False, True, True], 9, 'South', (6, 1))
Element 2: (1, (6, 1), ['.', '%', '', '.'], [(18, 7), (6, 5), (15, 13)], [False, True, False, False], 96, False, [True, False, False, True], 1038, 'East', (7, 1))
Element 3: (1, (7, 1), ['', '%', '.', '.'], [(17, 7), (6, 4), (16, 13)], [False, True, False, False], 94, False, [False, False, True, True], 1067, 'East', (8, 1))
Element 4: (1, (8, 1), ['', '%', '.', '.'], [(17, 6), (6, 3), (17, 13)], [False, True, False, False], 92, False, [False, False, True, True], 1096, 'East', (9, 1))
Element 5: (1, (9, 1), ['', '%', 'F', '%'], [(17, 5), (7, 3), (18, 13)], [False, True, False, True], 90, False, [False, False, False, False], 1135, 'North', (9, 2))
Element 6: (1, (9, 2), ['.', '', '.', '.'], [(18, 5), (8, 3), (18, 12)], [False, False, False, False], 88, False, [True, False, True, True], 3154, 'East', (10, 2))
Element 7: (1, (10, 2), ['', '%', '.', '.'], [(18, 4), (9, 3), (18, 11)], [False, True, False, False], 86, False, [False, False, True, True], 3193, 'East', (11, 2))
Element 8: (1, (11, 2), ['', '.', '.', '.'], [(18, 3), (10, 3), (18, 10)], [False, False, False, False], 84, False, [False, True, True, True], 3232, 'East', (12, 2))
Element 9: (1, (12, 2), ['', '.', '%', '.'], [(17, 3), (11, 3), (17, 10)], [False, False, True, False], 82, False, [False, True, False, True], 3271, 'East', (13, 2))
Element 10: (1, (13, 2), ['', '.', '.', '.'], [(17, 4), (11, 4), (17, 11)], [False, False, False, False], 80, False, [False, True, True, True], 3310, 'East', (14, 2))
Element 11: (1, (14, 2), ['', '.', '.', '%'], [(16, 4), (12, 4), (17, 12)], [False, False, False, True], 78, False, [False, True, True, False], 3349, 'North', (14, 3))
Element 12: (1, (14, 3), ['.', '', '.', '%'], [(16, 5), (13, 4), (16, 12)], [False, False, False, True], 76, False, [True, False, True, False], 3388, 'North', (14, 4))
Element 13: (1, (14, 4), ['', '', '.', '.'], [(16, 6), (13, 5), (16, 11)], [False, False, False, False], 74, False, [False, False, True, True], 3427, 'East', (15, 4))
Element 14: (1, (15, 4), ['', '%', '.', ''], [(15, 6), (14, 5), (16, 10)], [False, True, False, False], 72, False, [False, False, True, False], 3466, 'North', (15, 5))
Element 15: (1, (15, 5), ['', '', '', ''], [(15, 7), (14, 4), (16, 9)], [False, False, False, False], 70, False, [False, False, False, False], 3495, 'East', (16, 5))
Element 16: (1, (16, 5), ['', '', '', ''], [(15, 8), (15, 4), (17, 9)], [False, False, False, False], 68, False, [False, False, False, False], 3514, 'East', (17, 5))
Element 17: (1, (17, 5), ['', '', '', ''], [(14, 8), (16, 4), (16, 9)], [False, False, False, False], 66, False, [False, False, False, False], 3523, 'East', (18, 5))
Element 18: (1, (18, 5), ['', '', '%', '%'], [(14, 7), (16, 3), (16, 10)], [False, False, True, True], 64, False, [False, False, False, False], 3542, 'South', (18, 4))
Element 19: (1, (18, 4), ['', '', '', '%'], [(14, 8), (17, 3), (16, 11)], [False, False, False, True], 62, False, [False, False, False, False], 3541, 'South', (18, 3))
Element 20: (1, (18, 3), ['', '%', '', '%'], [(13, 8), (17, 4), (16, 12)], [False, True, False, True], 60, False, [False, False, False, False], 3550, 'West', (17, 3))
Element 21: (1, (17, 3), ['', '%', '', ''], [(14, 8), (18, 4), (15, 12)], [False, True, False, False], 58, False, [False, False, False, False], 3559, 'North', (17, 4))
Element 22: (1, (17, 4), ['', '', '', ''], [(15, 8), (18, 5), (16, 12)], [False, False, False, False], 56, False, [False, False, False, False], 3558, 'West', (16, 4))
Element 23: (1, (16, 4), ['', '', '', ''], [(15, 7), (17, 5), (17, 12)], [False, False, False, False], 54, False, [False, False, False, False], 3557, 'South', (16, 3))
Element 24: (1, (16, 3), ['%', '%', '', ''], [(14, 7), (17, 6), (17, 11)], [True, True, False, False], 52, False, [False, False, False, False], 3556, 'North', (16, 4))
Element 25: (1, (16, 4), ['', '', '', ''], [(15, 7), (17, 7), (16, 11)], [False, False, False, False], 50, False, [False, False, False, False], 3555, 'East', (17, 4))
Element 26: (1, (17, 4), ['', '', '', ''], [(15, 6), (18, 7), (17, 11)], [False, False, False, False], 48, False, [False, False, False, False], 3554, 'South', (17, 3))
Element 27: (1, (17, 3), ['', '%', '', ''], [(16, 6), (17, 7), (17, 10)], [False, True, False, False], 46, False, [False, False, False, False], 3553, 'West', (16, 3))
Element 28: (1, (16, 3), ['%', '%', '', ''], [(16, 5), (17, 6), (17, 9)], [True, True, False, False], 44, False, [False, False, False, False], 3552, 'East', (17, 3))
Element 29: (1, (17, 3), ['', '%', '', ''], [(15, 5), (16, 6), (17, 10)], [False, True, False, False], 42, False, [False, False, False, False], 3551, 'East', (18, 3))
Element 30: (1, (18, 3), ['', '%', '', '%'], [(15, 4), (16, 5), (16, 10)], [False, True, False, True], 40, False, [False, False, False, False], 3550, 'North', (18, 4))
Element 31: (1, (18, 4), ['', '', '', '%'], [(14, 4), (15, 5), (17, 10)], [False, False, False, True], 38, False, [False, False, False, False], 3549, 'West', (17, 4))
Element 32: (1, (17, 4), ['', '', '', ''], [(14, 5), (15, 6), (18, 10)], [False, False, False, False], 36, False, [False, False, False, False], 3548, 'East', (18, 4))
Element 33: (1, (18, 4), ['', '', '', '%'], [(13, 5), (15, 7), (18, 11)], [False, False, False, True], 34, False, [False, False, False, False], 3547, 'North', (18, 5))
Element 34: (1, (18, 5), ['', '', '%', '%'], [(13, 6), (15, 8), (17, 11)], [False, False, True, True], 32, False, [False, False, False, False], 3556, 'West', (17, 5))
