Element 1: (2, (5, 1), ['.', '%', '.', 'F'], [(6, 11), (5, 3), (8, 1)], [False, True, False, False], 98, False, [True, False, True, False], 19, 'East', (6, 1))
Element 2: (2, (6, 1), ['', '%', '.', '.'], [(6, 12), (6, 3), (9, 1)], [False, True, False, False], 96, False, [False, False, True, True], 1048, 'East', (7, 1))
Element 3: (2, (7, 1), ['', '%', '.', ''], [(7, 12), (7, 3), (9, 2)], [False, True, False, False], 94, False, [False, False, True, False], 2077, 'North', (7, 2))
Element 4: (2, (7, 2), ['.', '', '', '.'], [(8, 12), (8, 3), (10, 2)], [False, False, False, False], 92, False, [True, False, False, True], 4096, 'East', (8, 2))
Element 5: (2, (8, 2), ['', '', '', ''], [(9, 12), (9, 3), (11, 2)], [False, False, False, False], 90, False, [False, False, False, False], 4135, 'East', (9, 2))
Element 6: (2, (9, 2), ['', '', '', ''], [(10, 12), (10, 3), (12, 2)], [False, False, False, False], 88, False, [False, False, False, False], 4164, 'East', (10, 2))
Element 7: (2, (10, 2), ['', '%', '', ''], [(11, 12), (11, 3), (13, 2)], [False, True, False, False], 86, False, [False, False, False, False], 4193, 'East', (11, 2))
Element 8: (2, (11, 2), ['', '.', '', ''], [(12, 12), (11, 4), (14, 2)], [False, False, False, False], 84, False, [False, True, False, False], 4222, 'South', (11, 1))
Element 9: (2, (11, 1), ['%', '%', '', '.'], [(13, 12), (12, 4), (14, 3)], [True, True, False, False], 82, False, [False, False, False, True], 4261, 'East', (12, 1))
Element 10: (2, (12, 1), ['', '%', '', '.'], [(13, 13), (13, 4), (14, 4)], [False, True, False, False], 80, False, [False, False, False, True], 4300, 'East', (13, 1))
Element 11: (2, (13, 1), ['', '%', '', '.'], [(14, 13), (13, 5), (15, 4)], [False, True, False, False], 78, False, [False, False, False, True], 4339, 'East', (14, 1))
Element 12: (2, (14, 1), ['', '%', '', '.'], [(15, 13), (14, 5), (16, 4)], [False, True, False, False], 76, False, [False, False, False, True], 4378, 'East', (15, 1))
Element 13: (2, (15, 1), ['', '%', '%', '%'], [(16, 13), (15, 5), (17, 4)], [False, True, True, True], 74, False, [False, False, False, False], 4417, 'West', (14, 1))
Element 14: (2, (14, 1), ['', '%', '', ''], [(17, 13), (16, 5), (18, 4)], [False, True, False, False], 72, False, [False, False, False, False], 4446, 'North', (14, 2))
Element 15: (2, (14, 2), ['', '', '', '%'], [(18, 13), (17, 5), (18, 5)], [False, False, False, True], 70, False, [False, False, False, False], 4475, 'North', (14, 3))
Element 16: (2, (14, 3), ['.', '', '', '%'], [(18, 12), (17, 6), (18, 4)], [False, False, False, True], 68, False, [True, False, False, False], 4494, 'West', (13, 3))
Element 17: (2, (13, 3), ['%', '', '', ''], [(18, 11), (17, 7), (18, 3)], [True, False, False, False], 66, False, [False, False, False, False], 4533, 'North', (13, 4))
Element 18: (2, (13, 4), ['', '', '', ''], [(18, 10), (18, 7), (17, 3)], [False, False, False, False], 64, False, [False, False, False, False], 4562, 'East', (14, 4))
Element 19: (2, (14, 4), ['', '', '', ''], [(17, 10), (17, 7), (16, 3)], [False, False, False, False], 62, False, [False, False, False, False], 4581, 'East', (15, 4))
