Element 1: (2, (5, 1), ['.', '%', '.', 'F'], [(6, 11), (5, 3), (8, 1)], [False, True, False, False], 98, False, [True, False, True, False], 19, 'East', (6, 1))
Element 20: (2, (15, 4), ['', '%', '', ''], [(17, 11), (17, 6), (17, 3)], [False, True, False, False], 60, False, [False, False, False, False], 4590, 'East', (16, 4))
Element 21: (2, (16, 4), ['', '', '', ''], [(17, 12), (16, 6), (18, 3)], [False, False, False, False], 58, False, [False, False, False, False], 4609, 'East', (17, 4))
Element 22: (2, (17, 4), ['', '', '', 'G'], [(16, 12), (15, 6), (18, 4)], [False, False, False, False], 56, False, [False, False, False, False], 4628, 'North', (17, 5))
Element 23: (2, (17, 5), ['', 'G', '', ''], [(16, 11), (15, 7), (17, 4)], [False, False, False, False], 54, False, [False, False, False, False], 4647, 'East', (18, 5))
Element 24: (2, (18, 5), ['G', '', '%', '%'], [(16, 10), (15, 8), (17, 5)], [False, False, True, True], 52, False, [False, False, False, False], 4666, 'South', (18, 4))
Element 25: (2, (18, 4), ['', '', '', '%'], [(16, 9), (14, 8), (17, 6)], [False, False, False, True], 50, False, [False, False, False, False], 4685, 'South', (18, 3))
Element 26: (2, (18, 3), ['', '%', '', '%'], [(17, 9), (14, 7), (17, 7)], [False, True, False, True], 48, False, [False, False, False, False], 4704, 'West', (17, 3))
Element 27: (2, (17, 3), ['', '%', '', ''], [(16, 9), (14, 8), (18, 7)], [False, True, False, False], 46, False, [False, False, False, False], 4703, 'West', (16, 3))
Element 28: (2, (16, 3), ['%', '%', '', ''], [(16, 10), (13, 8), (17, 7)], [True, True, False, False], 44, False, [False, False, False, False], 4712, 'East', (17, 3))
Element 29: (2, (17, 3), ['', '%', '', ''], [(16, 11), (14, 8), (17, 6)], [False, True, False, False], 42, False, [False, False, False, False], 4711, 'East', (18, 3))
Element 30: (2, (18, 3), ['', '%', '', '%'], [(16, 12), (15, 8), (16, 6)], [False, True, False, True], 40, False, [False, False, False, False], 4710, 'North', (18, 4))
Element 31: (2, (18, 4), ['', '', '', '%'], [(15, 12), (15, 7), (16, 5)], [False, False, False, True], 38, False, [False, False, False, False], 4719, 'North', (18, 5))
Element 32: (2, (18, 5), ['', '', '%', '%'], [(16, 12), (14, 7), (15, 5)], [False, False, True, True], 36, False, [False, False, False, False], 4718, 'West', (17, 5))
Element 33: (2, (17, 5), ['', '', '', ''], [(17, 12), (15, 7), (15, 6)], [False, False, False, False], 34, False, [False, False, False, False], 4717, 'North', (17, 6))
Element 34: (2, (17, 6), ['', '', '', '%'], [(17, 11), (15, 6), (15, 5)], [False, False, False, True], 32, False, [False, False, False, False], 4716, 'North', (17, 7))
Element 35: (2, (17, 7), ['%', '', '%', ''], [(16, 11), (16, 6), (14, 5)], [True, False, True, False], 30, False, [False, False, False, False], 4715, 'East', (18, 7))
Element 36: (2, (18, 7), ['', '%', '%', '%'], [(17, 11), (17, 6), (13, 5)], [False, True, True, True], 28, False, [False, False, False, False], 4714, 'West', (17, 7))
Element 37: (2, (17, 7), ['%', '', '%', ''], [(17, 10), (17, 5), (13, 6)], [True, False, True, False], 26, False, [False, False, False, False], 4723, 'South', (17, 6))
Element 38: (2, (17, 6), ['', '', '', '%'], [(17, 9), (18, 5), (12, 6)], [False, False, False, True], 24, False, [False, False, False, False], 4732, 'West', (16, 6))
Element 39: (2, (16, 6), ['', '', '%', ''], [(17, 10), (18, 4), (12, 5)], [False, False, True, False], 22, False, [False, False, False, False], 4741, 'South', (16, 5))
Element 40: (2, (16, 5), ['', '', '', ''], [(16, 10), (18, 3), (12, 4)], [False, False, False, False], 20, False, [False, False, False, False], 4740, 'West', (15, 5))
Element 41: (2, (15, 5), ['', '', '', ''], [(17, 10), (17, 3), (13, 4)], [False, False, False, False], 18, False, [False, False, False, False], 4739, 'North', (15, 6))
Element 42: (2, (15, 6), ['%', '', '', ''], [(18, 10), (17, 4), (13, 3)], [True, False, False, False], 16, False, [False, False, False, False], 4738, 'North', (15, 7))
Element 43: (2, (15, 7), ['', '', '', '%'], [(18, 11), (16, 4), (13, 4)], [False, False, False, True], 14, False, [False, False, False, False], 4737, 'North', (15, 8))
Element 44: (2, (15, 8), ['', '', '%', '%'], [(17, 11), (16, 3), (12, 4)], [False, False, True, True], 12, False, [False, False, False, False], 4736, 'West', (14, 8))
Element 45: (2, (14, 8), ['', '', '%', ''], [(18, 11), (16, 4), (11, 4)], [False, False, True, False], 10, False, [False, False, False, False], 4735, 'South', (14, 7))
Element 46: (2, (14, 7), ['%', '%', '', ''], [(18, 12), (15, 4), (10, 4)], [True, True, False, False], 8, False, [False, False, False, False], 4744, 'North', (14, 8))
Element 47: (2, (14, 8), ['', '', '%', ''], [(17, 12), (14, 4), (10, 5)], [False, False, True, False], 6, False, [False, False, False, False], 5743, 'West', (13, 8))
Element 48: (2, (13, 8), ['%', '%', '%', ''], [(18, 12), (14, 3), (9, 5)], [True, True, True, False], 4, False, [False, False, False, False], 5752, 'East', (14, 8))
Element 49: (2, (14, 8), ['', '', '%', ''], [(18, 13), (14, 2), (9, 6)], [False, False, True, False], 2, False, [False, False, False, False], 5761, 'East', (15, 8))
Element 50: (2, (15, 8), ['', '', '%', '%'], [(18, 13), (14, 2), (9, 7)], [False, False, True, True], 0, False, [False, False, False, False], 5770, 'Stop', (15, 8))
Element 51: #0#
