Element 1: (2, (9, 12), ['F', '%', '.', '.'], [(17, 1), (5, 1), (13, 4)], [False, True, False, False], 98, False, [False, False, True, True], 19, 'West', (8, 12))
Element 2: (2, (8, 12), ['.', '%', '%', ''], [(18, 1), (6, 1), (14, 4)], [False, True, True, False], 96, False, [True, False, False, False], 2028, 'West', (7, 12))
Element 3: (2, (7, 12), ['.', '%', '.', ''], [(18, 1), (7, 1), (15, 4)], [False, True, False, False], 94, False, [True, False, True, False], 2057, 'North', (7, 13))
Element 4: (2, (7, 13), ['.', '', '%', '%'], [(17, 1), (8, 1), (16, 4)], [False, False, True, True], 92, False, [True, False, False, False], 2086, 'West', (6, 13))
Element 5: (2, (6, 13), ['.', '.', '%', ''], [(18, 1), (9, 1), (17, 4)], [False, False, True, False], 90, False, [True, True, False, False], 2115, 'South', (6, 12))
Element 6: (2, (6, 12), ['.', '.', '', ''], [(18, 1), (9, 2), (18, 4)], [False, False, False, False], 88, False, [True, True, False, False], 3134, 'South', (6, 11))
Element 7: (2, (6, 11), ['.', '%', '', '%'], [(17, 1), (10, 2), (18, 5)], [False, True, False, True], 86, False, [True, False, False, False], 3163, 'West', (5, 11))
Element 8: (2, (5, 11), ['.', '%', '.', ''], [(18, 1), (11, 2), (17, 5)], [False, True, False, False], 84, False, [True, False, True, False], 3192, 'North', (5, 12))
Element 9: (2, (5, 12), ['.', '', '.', ''], [(18, 1), (12, 2), (17, 6)], [False, False, False, False], 82, False, [True, False, True, False], 3221, 'North', (5, 13))
Element 10: (2, (5, 13), ['.', '', '%', ''], [(17, 1), (13, 2), (17, 7)], [False, False, True, False], 80, False, [True, False, False, False], 3250, 'West', (4, 13))
Element 11: (2, (4, 13), ['.', '.', '%', ''], [(18, 1), (14, 2), (18, 7)], [False, False, True, False], 78, False, [True, True, False, False], 3279, 'South', (4, 12))
Element 12: (2, (4, 12), ['.', '.', '', ''], [(18, 1), (14, 3), (17, 7)], [False, False, False, False], 76, False, [True, True, False, False], 3298, 'South', (4, 11))
Element 13: (2, (4, 11), ['%', '.', '', ''], [(17, 1), (13, 3), (17, 6)], [True, False, False, False], 74, False, [False, True, False, False], 3317, 'South', (4, 10))
Element 14: (2, (4, 10), ['.', '%', '', '%'], [(18, 1), (13, 4), (16, 6)], [False, True, False, True], 72, False, [True, False, False, False], 3336, 'West', (3, 10))
Element 15: (2, (3, 10), ['.', '%', '%', ''], [(18, 1), (13, 5), (16, 5)], [False, True, True, False], 70, False, [True, False, False, False], 3365, 'West', (2, 10))
Element 16: (2, (2, 10), ['.', '%', 'F', ''], [(17, 1), (14, 5), (15, 5)], [False, True, False, False], 68, False, [True, False, False, False], 3394, 'North', (2, 11))
Element 17: (2, (2, 11), ['F', '', '.', '%'], [(18, 1), (15, 5), (15, 6)], [False, False, False, True], 66, False, [False, False, True, False], 4403, 'West', (1, 11))
Element 18: (2, (1, 11), ['%', '.', '.', ''], [(18, 1), (16, 5), (15, 7)], [True, False, False, False], 64, False, [False, True, True, False], 5412, 'North', (1, 12))
Element 19: (2, (1, 12), ['%', '', '.', '.'], [(17, 1), (17, 5), (15, 8)], [True, False, False, False], 62, False, [False, False, True, True], 5431, 'East', (2, 12))
Element 20: (2, (2, 12), ['', '', '%', '.'], [(18, 1), (18, 5), (14, 8)], [False, False, True, False], 60, False, [False, False, False, True], 5450, 'East', (3, 12))
Element 21: (2, (3, 12), ['', '%', '.', ''], [(18, 1), (18, 4), (14, 7)], [False, True, False, False], 58, False, [False, False, True, False], 5469, 'North', (3, 13))
Element 22: (2, (3, 13), ['%', '', '%', ''], [(17, 1), (18, 3), (14, 8)], [True, False, True, False], 56, False, [False, False, False, False], 5488, 'South', (3, 12))
Element 23: (2, (3, 12), ['', '%', '', ''], [(18, 1), (17, 3), (13, 8)], [False, True, False, False], 54, False, [False, False, False, False], 5507, 'West', (2, 12))
Element 24: (2, (2, 12), ['', '', '%', ''], [(18, 1), (16, 3), (14, 8)], [False, False, True, False], 52, False, [False, False, False, False], 5516, 'West', (1, 12))
Element 25: (2, (1, 12), ['%', '', '.', ''], [(17, 1), (16, 4), (15, 8)], [True, False, False, False], 50, False, [False, False, True, False], 5515, 'North', (1, 13))
Element 26: (2, (1, 13), ['%', '', '%', '%'], [(18, 1), (17, 4), (15, 7)], [True, False, True, True], 48, False, [False, False, False, False], 5524, 'South', (1, 12))
Element 27: (2, (1, 12), ['%', '', '', ''], [(18, 1), (16, 4), (14, 7)], [True, False, False, False], 46, False, [False, False, False, False], 5523, 'South', (1, 11))
Element 28: (2, (1, 11), ['%', '.', '', ''], [(17, 1), (15, 4), (15, 7)], [True, False, False, False], 44, False, [False, True, False, False], 5522, 'South', (1, 10))
Element 29: (2, (1, 10), ['%', '%', '', ''], [(18, 1), (14, 4), (15, 6)], [True, True, False, False], 42, False, [False, False, False, False], 5531, 'North', (1, 11))
Element 30: (2, (1, 11), ['%', '', '', ''], [(18, 1), (15, 4), (15, 5)], [True, False, False, False], 40, False, [False, False, False, False], 5530, 'East', (2, 11))
Element 31: (2, (2, 11), ['', '', '', '%'], [(17, 1), (16, 4), (16, 5)], [False, False, False, True], 38, False, [False, False, False, False], 5529, 'North', (2, 12))
Element 32: (2, (2, 12), ['', '', '%', ''], [(18, 1), (16, 3), (16, 6)], [False, False, True, False], 36, False, [False, False, False, False], 5528, 'South', (2, 11))
Element 33: (2, (2, 11), ['', '', '', '%'], [(18, 1), (17, 3), (15, 6)], [False, False, False, True], 34, False, [False, False, False, False], 5527, 'South', (2, 10))
Element 34: (2, (2, 10), ['', '%', '', ''], [(17, 1), (17, 4), (16, 6)], [False, True, False, False], 32, False, [False, False, False, False], 5526, 'West', (1, 10))
Element 35: (2, (1, 10), ['%', '%', '', ''], [(18, 1), (17, 3), (17, 6)], [True, True, False, False], 30, False, [False, False, False, False], 5525, 'East', (2, 10))
