Element 1: (0, (2, 12), ['.', 'F', '%', '.'], [(2, 5), (6, 6), (7, 2)], [False, False, True, False], 98, False, [True, False, False, True], 0, 'South', (2, 11))
Element 2: (0, (2, 11), ['F', '.', '', '%'], [(3, 5), (6, 5), (8, 2)], [False, False, False, True], 96, False, [False, True, False, False], 1029, 'West', (1, 11))
Element 3: (0, (1, 11), ['%', '.', '.', ''], [(4, 5), (6, 4), (9, 2)], [True, False, False, False], 94, False, [False, True, True, False], 3048, 'North', (1, 12))
Element 4: (0, (1, 12), ['%', '', '.', ''], [(5, 5), (6, 3), (10, 2)], [True, False, False, False], 92, False, [False, False, True, False], 3087, 'North', (1, 13))
Element 5: (0, (1, 13), ['%', '', '%', '%'], [(5, 6), (7, 3), (11, 2)], [True, False, True, True], 90, False, [False, False, False, False], 3126, 'South', (1, 12))
Element 6: (0, (1, 12), ['%', '', '', ''], [(4, 6), (8, 3), (12, 2)], [True, False, False, False], 88, False, [False, False, False, False], 4145, 'South', (1, 11))
Element 7: (0, (1, 11), ['%', '.', '', ''], [(3, 6), (9, 3), (13, 2)], [True, False, False, False], 86, False, [False, True, False, False], 4174, 'South', (1, 10))
Element 8: (0, (1, 10), ['%', '%', '', '.'], [(3, 7), (10, 3), (14, 2)], [True, True, False, False], 84, False, [False, False, False, True], 4213, 'East', (2, 10))
Element 9: (0, (2, 10), ['', '%', '', '.'], [(2, 7), (11, 3), (14, 3)], [False, True, False, False], 82, False, [False, False, False, True], 4252, 'East', (3, 10))
Element 10: (0, (3, 10), ['', '%', '%', '.'], [(2, 8), (11, 4), (14, 4)], [False, True, True, False], 80, False, [False, False, False, True], 5281, 'East', (4, 10))
Element 11: (0, (4, 10), ['', '%', '.', '%'], [(1, 8), (12, 4), (15, 4)], [False, True, False, True], 78, False, [False, False, True, False], 6310, 'North', (4, 11))
Element 12: (0, (4, 11), ['%', '', '.', '.'], [(1, 7), (13, 4), (16, 4)], [True, False, False, False], 76, False, [False, False, True, True], 6349, 'East', (5, 11))
Element 13: (0, (5, 11), ['', '%', '.', '.'], [(1, 6), (13, 5), (17, 4)], [False, True, False, False], 74, False, [False, False, True, True], 6388, 'East', (6, 11))
Element 14: (0, (6, 11), ['', '%', '.', '%'], [(2, 6), (14, 5), (18, 4)], [False, True, False, True], 72, False, [False, False, True, False], 6427, 'North', (6, 12))
Element 15: (0, (6, 12), ['.', '', '.', '.'], [(1, 6), (15, 5), (18, 5)], [False, False, False, False], 70, False, [True, False, True, True], 6456, 'East', (7, 12))
Element 16: (0, (7, 12), ['', '%', '.', 'F'], [(1, 5), (16, 5), (17, 5)], [False, True, False, False], 68, False, [False, False, True, False], 6495, 'East', (8, 12))
Element 17: (0, (8, 12), ['', '%', '%', '.'], [(1, 4), (16, 6), (17, 6)], [False, True, True, False], 66, False, [False, False, False, True], 7524, 'East', (9, 12))
