Element 1: (1, (2, 10), ['.', '%', 'F', '.'], [(6, 1), (13, 1), (14, 8)], [False, True, False, False], 98, False, [True, False, False, True], 999, 'North', (2, 11))
Element 2: (1, (2, 11), ['F', '', '.', '%'], [(7, 1), (14, 1), (15, 8)], [False, False, False, True], 96, False, [False, False, True, False], 2028, 'West', (1, 11))
Element 3: (1, (1, 11), ['%', '.', '.', ''], [(8, 1), (15, 1), (15, 7)], [True, False, False, False], 94, False, [False, True, True, False], 3057, 'North', (1, 12))
Element 4: (1, (1, 12), ['%', '', '.', '.'], [(9, 1), (14, 1), (15, 6)], [True, False, False, False], 92, False, [False, False, True, True], 3086, 'East', (2, 12))
Element 5: (1, (2, 12), ['', '', '%', '.'], [(9, 2), (14, 2), (16, 6)], [False, False, True, False], 90, False, [False, False, False, True], 4115, 'East', (3, 12))
Element 6: (1, (3, 12), ['', '%', '.', '.'], [(10, 2), (14, 3), (17, 6)], [False, True, False, False], 88, False, [False, False, True, True], 4154, 'East', (4, 12))
Element 7: (1, (4, 12), ['', '.', '.', '.'], [(11, 2), (14, 4), (17, 7)], [False, False, False, False], 86, False, [False, True, True, True], 4193, 'East', (5, 12))
Element 8: (1, (5, 12), ['', '.', '.', '.'], [(12, 2), (15, 4), (18, 7)], [False, False, False, False], 84, False, [False, True, True, True], 4232, 'East', (6, 12))
Element 9: (1, (6, 12), ['', '.', '.', '.'], [(13, 2), (16, 4), (17, 7)], [False, False, False, False], 82, False, [False, True, True, True], 4261, 'East', (7, 12))
Element 10: (1, (7, 12), ['', '%', '.', 'F'], [(13, 3), (17, 4), (17, 6)], [False, True, False, False], 80, False, [False, False, True, False], 4290, 'East', (8, 12))
Element 11: (1, (8, 12), ['', '%', '%', '.'], [(13, 4), (18, 4), (17, 5)], [False, True, True, False], 78, False, [False, False, False, True], 5319, 'East', (9, 12))
Element 12: (1, (9, 12), ['', '%', '.', '.'], [(13, 5), (18, 5), (16, 5)], [False, True, False, False], 76, False, [False, False, True, True], 5358, 'East', (10, 12))
Element 13: (1, (10, 12), ['', '%', '.', '.'], [(14, 5), (17, 5), (15, 5)], [False, True, False, False], 74, False, [False, False, True, True], 5387, 'East', (11, 12))
Element 14: (1, (11, 12), ['', '%', '%', '.'], [(15, 5), (17, 6), (15, 4)], [False, True, True, False], 72, False, [False, False, False, True], 5396, 'East', (12, 12))
Element 15: (1, (12, 12), ['', '.', '.', '.'], [(16, 5), (17, 7), (16, 4)], [False, False, False, False], 70, False, [False, True, True, True], 5405, 'East', (13, 12))
Element 16: (1, (13, 12), ['', '.', '.', '%'], [(17, 5), (18, 7), (16, 3)], [False, False, False, True], 68, False, [False, True, True, False], 5424, 'North', (13, 13))
Element 17: (1, (13, 13), ['.', '', '%', '.'], [(18, 5), (17, 7), (17, 3)], [False, False, True, False], 66, False, [True, False, False, True], 5443, 'East', (14, 13))
Element 18: (1, (14, 13), ['', '%', '%', '.'], [(18, 4), (17, 6), (18, 3)], [False, True, True, False], 64, False, [False, False, False, True], 5462, 'East', (15, 13))
Element 19: (1, (15, 13), ['', '.', '%', '.'], [(18, 3), (16, 6), (17, 3)], [False, False, True, False], 62, False, [False, True, False, True], 5471, 'East', (16, 13))
Element 20: (1, (16, 13), ['', '.', '%', '.'], [(17, 3), (16, 5), (17, 4)], [False, False, True, False], 60, False, [False, True, False, True], 5480, 'East', (17, 13))
Element 21: (1, (17, 13), ['', '.', '%', '.'], [(17, 4), (15, 5), (18, 4)], [False, False, True, False], 58, False, [False, True, False, True], 5489, 'East', (18, 13))
Element 22: (1, (18, 13), ['', '.', '%', '%'], [(16, 4), (15, 6), (18, 5)], [False, False, True, True], 56, False, [False, True, False, False], 5498, 'South', (18, 12))
Element 23: (1, (18, 12), ['.', '.', '', '%'], [(16, 3), (15, 7), (18, 4)], [False, False, False, True], 54, False, [True, True, False, False], 5507, 'South', (18, 11))
Element 24: (1, (18, 11), ['.', '.', '', '%'], [(16, 4), (14, 7), (17, 4)], [False, False, False, True], 52, False, [True, True, False, False], 5526, 'South', (18, 10))
Element 25: (1, (18, 10), ['.', '%', '', '%'], [(15, 4), (14, 8), (17, 3)], [False, True, False, True], 50, False, [True, False, False, False], 5535, 'West', (17, 10))
Element 26: (1, (17, 10), ['.', '.', '.', ''], [(14, 4), (13, 8), (16, 3)], [False, False, False, False], 48, False, [True, True, True, False], 5554, 'North', (17, 11))
Element 27: (1, (17, 11), ['.', '', '.', ''], [(14, 3), (14, 8), (16, 4)], [False, False, False, False], 46, False, [True, False, True, False], 5563, 'North', (17, 12))
