Element 1: (1, (2, 10), ['.', '%', 'F', '.'], [(6, 1), (13, 1), (14, 8)], [False, True, False, False], 98, False, [True, False, False, True], 999, 'North', (2, 11))
Element 28: (1, (17, 12), ['.', '', '', ''], [(14, 2), (15, 8), (17, 4)], [False, False, False, False], 44, False, [True, False, False, False], 5572, 'West', (16, 12))
Element 29: (1, (16, 12), ['.', '.', '', ''], [(14, 1), (14, 8), (16, 4)], [False, False, False, False], 42, False, [True, True, False, False], 5581, 'South', (16, 11))
Element 30: (1, (16, 11), ['%', '.', '', ''], [(15, 1), (14, 7), (15, 4)], [True, False, False, False], 40, False, [False, True, False, False], 5590, 'South', (16, 10))
Element 31: (1, (16, 10), ['%', '.', '', ''], [(14, 1), (15, 7), (14, 4)], [True, False, False, False], 38, False, [False, True, False, False], 5599, 'South', (16, 9))
Element 32: (1, (16, 9), ['%', '%', '', '.'], [(13, 1), (15, 8), (14, 5)], [True, True, False, False], 36, False, [False, False, False, True], 5608, 'East', (17, 9))
Element 33: (1, (17, 9), ['', '%', '', '%'], [(12, 1), (15, 7), (13, 5)], [False, True, False, True], 34, False, [False, False, False, False], 5627, 'West', (16, 9))
Element 34: (1, (16, 9), ['%', '%', '', ''], [(11, 1), (15, 6), (13, 6)], [True, True, False, False], 32, False, [False, False, False, False], 5646, 'North', (16, 10))
Element 35: (1, (16, 10), ['%', '', '', ''], [(12, 1), (15, 5), (12, 6)], [True, False, False, False], 30, False, [False, False, False, False], 5655, 'North', (16, 11))
Element 36: (1, (16, 11), ['%', '', '', ''], [(13, 1), (14, 5), (12, 5)], [True, False, False, False], 28, False, [False, False, False, False], 5664, 'North', (16, 12))
Element 37: (1, (16, 12), ['.', '', '', ''], [(14, 1), (13, 5), (12, 4)], [False, False, False, False], 26, False, [True, False, False, False], 5673, 'West', (15, 12))
Element 38: (1, (15, 12), ['%', '%', '', ''], [(14, 2), (13, 6), (11, 4)], [True, True, False, False], 24, False, [False, False, False, False], 5692, 'East', (16, 12))
Element 39: (1, (16, 12), ['', '', '', ''], [(14, 3), (12, 6), (11, 3)], [False, False, False, False], 22, False, [False, False, False, False], 5701, 'East', (17, 12))
Element 40: (1, (17, 12), ['', '', '', ''], [(14, 4), (11, 6), (10, 3)], [False, False, False, False], 20, False, [False, False, False, False], 5720, 'South', (17, 11))
Element 41: (1, (17, 11), ['', '', '', ''], [(15, 4), (12, 6), (10, 4)], [False, False, False, False], 18, False, [False, False, False, False], 5729, 'West', (16, 11))
Element 42: (1, (16, 11), ['%', '', '', ''], [(16, 4), (12, 5), (10, 5)], [True, False, False, False], 16, False, [False, False, False, False], 6728, 'East', (17, 11))
Element 43: (1, (17, 11), ['', '', '', ''], [(17, 4), (12, 4), (9, 5)], [False, False, False, False], 14, False, [False, False, False, False], 6737, 'South', (17, 10))
Element 44: (1, (17, 10), ['', '', '', ''], [(17, 3), (13, 4), (9, 6)], [False, False, False, False], 12, False, [False, False, False, False], 6746, 'South', (17, 9))
Element 45: (1, (17, 9), ['', '%', '', '%'], [(16, 3), (13, 3), (9, 7)], [False, True, False, True], 10, False, [False, False, False, False], 6755, 'North', (17, 10))
Element 46: (1, (17, 10), ['', '', '', ''], [(17, 3), (13, 2), (10, 7)], [False, False, False, False], 8, False, [False, False, False, False], 6764, 'West', (16, 10))
Element 47: (1, (16, 10), ['%', '', '', ''], [(18, 3), (12, 2), (10, 8)], [True, False, False, False], 6, False, [False, False, False, False], 6773, 'East', (17, 10))
Element 48: (1, (17, 10), ['', '', '', ''], [(18, 4), (12, 1), (9, 8)], [False, False, False, False], 4, False, [False, False, False, False], 6782, 'East', (18, 10))
Element 49: (1, (18, 10), ['', '%', '', '%'], [(17, 4), (11, 1), (8, 8)], [False, True, False, True], 2, False, [False, False, False, False], 6791, 'North', (18, 11))
Element 50: (1, (18, 11), ['', '', '', '%'], [(17, 4), (11, 2), (8, 9)], [False, False, False, True], 0, False, [False, False, False, False], 6800, 'Stop', (18, 11))
Element 51: #0#
