Element 1: (1, (1, 7), ['%', '.', 'F', '.'], [(10, 5), (14, 2), (17, 1)], [True, False, False, False], 98, False, [False, True, False, True], 999, 'North', (1, 8))
Element 2: (1, (1, 8), ['%', '', '%', 'F'], [(9, 5), (14, 3), (18, 1)], [True, False, True, False], 96, False, [False, False, False, False], 2028, 'East', (2, 8))
Element 3: (1, (2, 8), ['', '.', '%', '%'], [(9, 6), (14, 4), (17, 1)], [False, False, True, True], 94, False, [False, True, False, False], 3047, 'South', (2, 7))
Element 4: (1, (2, 7), ['', '.', '', '.'], [(9, 7), (15, 4), (17, 1)], [False, False, False, False], 92, False, [False, True, False, True], 3076, 'East', (3, 7))
Element 5: (1, (3, 7), ['', '.', '%', '%'], [(10, 7), (16, 4), (18, 1)], [False, False, True, True], 90, False, [False, True, False, False], 3105, 'South', (3, 6))
Element 6: (1, (3, 6), ['.', '.', '', '.'], [(10, 8), (17, 4), (17, 1)], [False, False, False, False], 88, False, [True, True, False, True], 3134, 'East', (4, 6))
Element 7: (1, (4, 6), ['', '.', '%', '.'], [(9, 8), (18, 4), (17, 1)], [False, False, True, False], 86, False, [False, True, False, True], 3163, 'East', (5, 6))
Element 8: (1, (5, 6), ['', '.', '%', '.'], [(8, 8), (18, 5), (18, 1)], [False, False, True, False], 84, False, [False, True, False, True], 3192, 'East', (6, 6))
Element 9: (1, (6, 6), ['', '.', '%', '%'], [(8, 9), (17, 5), (17, 1)], [False, False, True, True], 82, False, [False, True, False, False], 3221, 'South', (6, 5))
Element 10: (1, (6, 5), ['.', '.', '', '%'], [(7, 9), (17, 6), (17, 1)], [False, False, False, True], 80, False, [True, True, False, False], 3250, 'South', (6, 4))
Element 11: (1, (6, 4), ['%', '.', '', '%'], [(7, 8), (17, 7), (18, 1)], [True, False, False, True], 78, False, [False, True, False, False], 3279, 'South', (6, 3))
Element 12: (1, (6, 3), ['.', '.', '', '.'], [(6, 8), (18, 7), (17, 1)], [False, False, False, False], 76, False, [True, True, False, True], 3308, 'East', (7, 3))
Element 13: (1, (7, 3), ['', '.', '%', 'F'], [(6, 9), (17, 7), (17, 1)], [False, False, True, False], 74, False, [False, True, False, False], 3327, 'East', (8, 3))
Element 14: (1, (8, 3), ['', '.', '.', '.'], [(6, 8), (17, 6), (18, 1)], [False, False, False, False], 72, False, [False, True, True, True], 4326, 'East', (9, 3))
Element 15: (1, (9, 3), ['', 'F', '.', '.'], [(5, 8), (16, 6), (17, 1)], [False, False, False, False], 70, False, [False, False, True, True], 4355, 'South', (9, 2))
Element 16: (1, (9, 2), ['.', '.', '', '.'], [(4, 8), (16, 5), (17, 1)], [False, False, False, False], 68, False, [True, True, False, True], 5374, 'East', (10, 2))
Element 17: (1, (10, 2), ['', '%', '.', '.'], [(5, 8), (15, 5), (18, 1)], [False, True, False, False], 66, False, [False, False, True, True], 5393, 'East', (11, 2))
Element 18: (1, (11, 2), ['', '.', '.', '.'], [(6, 8), (15, 6), (17, 1)], [False, False, False, False], 64, False, [False, True, True, True], 5412, 'East', (12, 2))
Element 19: (1, (12, 2), ['', '.', '%', '.'], [(7, 8), (15, 7), (17, 1)], [False, False, True, False], 62, False, [False, True, False, True], 5431, 'East', (13, 2))
Element 20: (1, (13, 2), ['', '.', '.', ''], [(7, 9), (15, 8), (18, 1)], [False, False, False, False], 60, False, [False, True, True, False], 5450, 'North', (13, 3))
Element 21: (1, (13, 3), ['%', '', '.', ''], [(6, 9), (14, 8), (17, 1)], [True, False, False, False], 58, False, [False, False, True, False], 5469, 'North', (13, 4))
Element 22: (1, (13, 4), ['.', '', '.', ''], [(7, 9), (14, 7), (17, 1)], [False, False, False, False], 56, False, [True, False, True, False], 5488, 'North', (13, 5))
Element 23: (1, (13, 5), ['.', '', '.', '.'], [(8, 9), (14, 8), (18, 1)], [False, False, False, False], 54, False, [True, False, True, True], 5497, 'East', (14, 5))
Element 24: (1, (14, 5), ['', '', '%', ''], [(8, 8), (13, 8), (17, 1)], [False, False, True, False], 52, False, [False, False, False, False], 5516, 'East', (15, 5))
Element 25: (1, (15, 5), ['', '', '', ''], [(7, 8), (14, 8), (17, 1)], [False, False, False, False], 50, False, [False, False, False, False], 5515, 'East', (16, 5))
Element 26: (1, (16, 5), ['', '', '', ''], [(8, 8), (15, 8), (18, 1)], [False, False, False, False], 48, False, [False, False, False, False], 5514, 'East', (17, 5))
Element 27: (1, (17, 5), ['', '', '', ''], [(9, 8), (15, 7), (17, 1)], [False, False, False, False], 46, False, [False, False, False, False], 5513, 'East', (18, 5))
Element 28: (1, (18, 5), ['', '', '%', '%'], [(10, 8), (14, 7), (17, 1)], [False, False, True, True], 44, False, [False, False, False, False], 5512, 'South', (18, 4))
Element 29: (1, (18, 4), ['', '.', '', '%'], [(10, 7), (15, 7), (18, 1)], [False, False, False, True], 42, False, [False, True, False, False], 5511, 'South', (18, 3))
Element 30: (1, (18, 3), ['.', '%', '', '%'], [(9, 7), (15, 6), (17, 1)], [False, True, False, True], 40, False, [True, False, False, False], 5520, 'West', (17, 3))
Element 31: (1, (17, 3), ['.', '%', '', ''], [(9, 8), (15, 5), (17, 1)], [False, True, False, False], 38, False, [True, False, False, False], 5529, 'West', (16, 3))
Element 32: (1, (16, 3), ['%', '%', '', ''], [(9, 7), (14, 5), (18, 1)], [True, True, False, False], 36, False, [False, False, False, False], 5538, 'North', (16, 4))
Element 33: (1, (16, 4), ['', '', '', ''], [(9, 6), (13, 5), (17, 1)], [False, False, False, False], 34, False, [False, False, False, False], 5537, 'East', (17, 4))
Element 34: (1, (17, 4), ['', '', '', ''], [(8, 6), (13, 6), (17, 1)], [False, False, False, False], 32, False, [False, False, False, False], 5556, 'West', (16, 4))
Element 35: (1, (16, 4), ['', '', '', ''], [(8, 5), (12, 6), (18, 1)], [False, False, False, False], 30, False, [False, False, False, False], 5575, 'West', (15, 4))
Element 36: (1, (15, 4), ['', '%', '', ''], [(8, 4), (12, 5), (17, 1)], [False, True, False, False], 28, False, [False, False, False, False], 5594, 'West', (14, 4))
Element 37: (1, (14, 4), ['', '', '', ''], [(9, 4), (12, 4), (17, 1)], [False, False, False, False], 26, False, [False, False, False, False], 5613, 'South', (14, 3))
Element 38: (1, (14, 3), ['', '', '', '%'], [(9, 3), (11, 4), (18, 1)], [False, False, False, True], 24, False, [False, False, False, False], 5622, 'South', (14, 2))
Element 39: (1, (14, 2), ['', '.', '', '%'], [(10, 3), (11, 3), (17, 1)], [False, False, False, True], 22, False, [False, True, False, False], 5641, 'South', (14, 1))
Element 40: (1, (14, 1), ['.', '%', '', '.'], [(11, 3), (11, 2), (17, 1)], [False, True, False, False], 20, False, [True, False, False, True], 5650, 'East', (15, 1))
Element 41: (1, (15, 1), ['', '%', '%', '%'], [(11, 4), (11, 1), (18, 1)], [False, True, True, True], 18, False, [False, False, False, False], 5669, 'West', (14, 1))
Element 42: (1, (14, 1), ['.', '%', '', ''], [(12, 4), (12, 1), (17, 1)], [False, True, False, False], 16, False, [True, False, False, False], 5678, 'West', (13, 1))
Element 43: (1, (13, 1), ['', '%', '', ''], [(13, 4), (12, 2), (17, 1)], [False, True, False, False], 14, False, [False, False, False, False], 5687, 'West', (12, 1))
Element 44: (1, (12, 1), ['', '%', '', ''], [(14, 4), (13, 2), (18, 1)], [False, True, False, False], 12, False, [False, False, False, False], 5686, 'West', (11, 1))
Element 45: (1, (11, 1), ['%', '%', '', ''], [(15, 4), (13, 3), (17, 1)], [True, True, False, False], 10, False, [False, False, False, False], 5685, 'East', (12, 1))
Element 46: (1, (12, 1), ['', '%', '', ''], [(16, 4), (13, 4), (17, 1)], [False, True, False, False], 8, False, [False, False, False, False], 5684, 'East', (13, 1))
Element 47: (1, (13, 1), ['', '%', '', ''], [(17, 4), (13, 3), (18, 1)], [False, True, False, False], 6, False, [False, False, False, False], 5683, 'East', (14, 1))
Element 48: (1, (14, 1), ['', '%', '', ''], [(18, 4), (13, 2), (17, 1)], [False, True, False, False], 4, False, [False, False, False, False], 5682, 'North', (14, 2))
Element 49: (1, (14, 2), ['', '', '', '%'], [(18, 5), (13, 1), (17, 1)], [False, False, False, True], 2, False, [False, False, False, False], 5681, 'North', (14, 3))
Element 50: (1, (14, 3), ['', '', '', '%'], [(18, 5), (14, 1), (18, 1)], [False, False, False, True], 0, False, [False, False, False, False], 5680, 'Stop', (14, 3))
Element 51: #0#
