Element 1: (0, (1, 7), ['%', '.', 'F', '.'], [(11, 12), (12, 2), (17, 4)], [True, False, False, False], 98, False, [False, True, False, True], 0, 'North', (1, 8))
Element 2: (0, (1, 8), ['%', '', '%', 'F'], [(12, 12), (13, 2), (18, 4)], [True, False, True, False], 96, False, [False, False, False, False], 1029, 'East', (2, 8))
Element 3: (0, (2, 8), ['', '.', '%', '%'], [(13, 12), (14, 2), (18, 5)], [False, False, True, True], 94, False, [False, True, False, False], 2058, 'South', (2, 7))
Element 4: (0, (2, 7), ['', '.', '', '.'], [(13, 13), (14, 3), (17, 5)], [False, False, False, False], 92, False, [False, True, False, True], 2097, 'East', (3, 7))
Element 5: (0, (3, 7), ['', '.', '%', '%'], [(14, 13), (14, 4), (17, 6)], [False, False, True, True], 90, False, [False, True, False, False], 2136, 'South', (3, 6))
Element 6: (0, (3, 6), ['.', '.', '', '.'], [(15, 13), (15, 4), (17, 7)], [False, False, False, False], 88, False, [True, True, False, True], 2175, 'East', (4, 6))
Element 7: (0, (4, 6), ['', '.', '%', '.'], [(16, 13), (16, 4), (18, 7)], [False, False, True, False], 86, False, [False, True, False, True], 2214, 'East', (5, 6))
Element 8: (0, (5, 6), ['', '.', '%', '.'], [(17, 13), (16, 5), (17, 7)], [False, False, True, False], 84, False, [False, True, False, True], 2243, 'East', (6, 6))
Element 9: (0, (6, 6), ['', '.', '%', '%'], [(18, 13), (16, 6), (17, 6)], [False, False, True, True], 82, False, [False, True, False, False], 2272, 'South', (6, 5))
Element 10: (0, (6, 5), ['.', '.', '', '%'], [(18, 12), (15, 6), (16, 6)], [False, False, False, True], 80, False, [True, True, False, False], 2301, 'South', (6, 4))
Element 11: (0, (6, 4), ['%', '.', '', '%'], [(18, 11), (15, 7), (16, 5)], [True, False, False, True], 78, False, [False, True, False, False], 2330, 'South', (6, 3))
Element 12: (0, (6, 3), ['.', '.', '', '.'], [(18, 10), (15, 8), (15, 5)], [False, False, False, False], 76, False, [True, True, False, True], 2369, 'East', (7, 3))
Element 13: (0, (7, 3), ['', '.', '%', 'F'], [(17, 10), (14, 8), (14, 5)], [False, False, True, False], 74, False, [False, True, False, False], 2408, 'East', (8, 3))
Element 14: (0, (8, 3), ['', '.', '.', '.'], [(17, 11), (14, 7), (13, 5)], [False, False, False, False], 72, False, [False, True, True, True], 3437, 'East', (9, 3))
Element 15: (0, (9, 3), ['', 'F', '.', '.'], [(17, 12), (14, 8), (13, 6)], [False, False, False, False], 70, False, [False, False, True, True], 3466, 'South', (9, 2))
Element 16: (0, (9, 2), ['.', '.', '', '.'], [(16, 12), (13, 8), (12, 6)], [False, False, False, False], 68, False, [True, True, False, True], 4495, 'East', (10, 2))
Element 17: (0, (10, 2), ['', '%', '.', '.'], [(16, 11), (14, 8), (12, 5)], [False, True, False, False], 66, False, [False, False, True, True], 4524, 'East', (11, 2))
Element 18: (0, (11, 2), ['', '.', '.', ''], [(16, 10), (15, 8), (12, 4)], [False, False, False, False], 64, False, [False, True, True, False], 4553, 'North', (11, 3))
Element 19: (0, (11, 3), ['.', '', '.', '%'], [(16, 9), (15, 7), (13, 4)], [False, False, False, True], 62, False, [True, False, True, False], 4582, 'North', (11, 4))
Element 20: (0, (11, 4), ['.', '', '%', ''], [(17, 9), (14, 7), (13, 3)], [False, False, True, False], 60, False, [True, False, False, False], 4611, 'West', (10, 4))
Element 21: (0, (10, 4), ['.', '.', 'F', ''], [(16, 9), (15, 7), (14, 3)], [False, False, False, False], 58, False, [True, True, False, False], 4620, 'North', (10, 5))
Element 22: (0, (10, 5), ['.', '', '%', '%'], [(16, 10), (15, 6), (14, 4)], [False, False, True, True], 56, False, [True, False, False, False], 5619, 'West', (9, 5))
Element 23: (0, (9, 5), ['.', '.', '.', ''], [(16, 11), (15, 5), (15, 4)], [False, False, False, False], 54, False, [True, True, True, False], 5628, 'North', (9, 6))
Element 24: (0, (9, 6), ['.', '', '.', '%'], [(16, 12), (14, 5), (16, 4)], [False, False, False, True], 52, False, [True, False, True, False], 5637, 'North', (9, 7))
Element 25: (0, (9, 7), ['%', '', '.', '.'], [(15, 12), (13, 5), (16, 3)], [True, False, False, False], 50, False, [False, False, True, True], 5666, 'East', (10, 7))
Element 26: (0, (10, 7), ['', '%', '.', '%'], [(16, 12), (13, 6), (17, 3)], [False, True, False, True], 48, False, [False, False, True, False], 5685, 'North', (10, 8))
Element 27: (0, (10, 8), ['.', '', '%', '%'], [(17, 12), (12, 6), (18, 3)], [False, False, True, True], 46, False, [True, False, False, False], 5704, 'West', (9, 8))
Element 28: (0, (9, 8), ['.', '', '%', ''], [(17, 11), (11, 6), (17, 3)], [False, False, True, False], 44, False, [True, False, False, False], 5723, 'West', (8, 8))
Element 29: (0, (8, 8), ['.', '%', '.', ''], [(16, 11), (12, 6), (16, 3)], [False, True, False, False], 42, False, [True, False, True, False], 5732, 'North', (8, 9))
Element 30: (0, (8, 9), ['.', '', '%', '%'], [(17, 11), (12, 5), (16, 4)], [False, False, True, True], 40, False, [True, False, False, False], 5741, 'West', (7, 9))
Element 31: (0, (7, 9), ['.', '.', '%', ''], [(17, 10), (12, 4), (15, 4)], [False, False, True, False], 38, False, [True, True, False, False], 5750, 'South', (7, 8))
Element 32: (0, (7, 8), ['.', '%', '', ''], [(17, 9), (13, 4), (14, 4)], [False, True, False, False], 36, False, [True, False, False, False], 5759, 'West', (6, 8))
Element 33: (0, (6, 8), ['.', '%', '.', ''], [(17, 10), (13, 3), (14, 3)], [False, True, False, False], 34, False, [True, False, True, False], 5768, 'North', (6, 9))
Element 34: (0, (6, 9), ['%', '', '%', ''], [(16, 10), (13, 4), (14, 2)], [True, False, True, False], 32, False, [False, False, False, False], 5777, 'South', (6, 8))
Element 35: (0, (6, 8), ['.', '%', '', ''], [(17, 10), (12, 4), (14, 1)], [False, True, False, False], 30, False, [True, False, False, False], 5786, 'West', (5, 8))
Element 36: (0, (5, 8), ['.', '%', '%', ''], [(18, 10), (11, 4), (15, 1)], [False, True, True, False], 28, False, [True, False, False, False], 5805, 'West', (4, 8))
