Element 1: (2, (5, 11), ['.', '%', '.', '.'], [(9, 10), (4, 10), (12, 11)], [False, True, False, False], 98, False, [True, False, True, True], 19, 'East', (6, 11))
Element 2: (2, (6, 11), ['', '%', '.', '%'], [(10, 10), (4, 11), (13, 11)], [False, True, False, True], 96, False, [False, False, True, False], 48, 'North', (6, 12))
Element 3: (2, (6, 12), ['.', '', '.', '.'], [(10, 10), (4, 12), (13, 12)], [False, False, False, False], 94, False, [True, False, True, True], 77, 'East', (7, 12))
Element 4: (2, (7, 12), ['', '%', '.', 'F'], [(9, 10), (5, 12), (13, 13)], [False, True, False, False], 92, False, [False, False, True, False], 106, 'East', (8, 12))
Element 5: (2, (8, 12), ['', '%', '%', '.'], [(10, 10), (5, 13), (14, 13)], [False, True, True, False], 90, False, [False, False, False, True], 1125, 'East', (9, 12))
Element 6: (2, (9, 12), ['', '%', '.', '.'], [(10, 10), (6, 13), (15, 13)], [False, True, False, False], 88, False, [False, False, True, True], 1154, 'East', (10, 12))
Element 7: (2, (10, 12), ['', '%', '.', '.'], [(9, 10), (7, 13), (16, 13)], [False, True, False, False], 86, False, [False, False, True, True], 1183, 'East', (11, 12))
Element 8: (2, (11, 12), ['', '%', '%', '.'], [(10, 10), (7, 12), (17, 13)], [False, True, True, False], 84, False, [False, False, False, True], 1202, 'East', (12, 12))
Element 9: (2, (12, 12), ['', '', '.', ''], [(10, 10), (8, 12), (18, 13)], [False, False, False, False], 82, False, [False, False, True, False], 1221, 'North', (12, 13))
Element 10: (2, (12, 13), ['%', '', '%', ''], [(9, 10), (9, 12), (18, 12)], [True, False, True, False], 80, False, [False, False, False, False], 1240, 'East', (13, 13))
Element 11: (2, (13, 13), ['', '', '%', ''], [(10, 10), (9, 13), (18, 11)], [False, False, True, False], 78, False, [False, False, False, False], 1259, 'East', (14, 13))
Element 12: (2, (14, 13), ['', '%', '%', ''], [(10, 10), (10, 13), (18, 10)], [False, True, True, False], 76, False, [False, False, False, False], 1278, 'East', (15, 13))
Element 13: (2, (15, 13), ['', '.', '%', ''], [(9, 10), (10, 12), (17, 10)], [False, False, True, False], 74, False, [False, True, False, False], 1287, 'South', (15, 12))
Element 14: (2, (15, 12), ['%', '%', '', '.'], [(10, 10), (11, 12), (17, 11)], [True, True, False, False], 72, False, [False, False, False, True], 1306, 'East', (16, 12))
Element 15: (2, (16, 12), ['', '.', '', 'G'], [(10, 10), (12, 12), (17, 12)], [False, False, False, False], 70, False, [False, True, False, False], 1325, 'South', (16, 11))
Element 16: (2, (16, 11), ['%', '.', 'G', ''], [(9, 10), (13, 12), (16, 12)], [True, False, False, False], 68, False, [False, True, False, False], 1334, 'South', (16, 10))
