Element 1: (3, (14, 13), ['.', '%', '%', '.'], [(17, 6), (6, 6), (10, 4)], [False, True, True, False], 98, False, [True, False, False, True], 29, 'East', (15, 13))
Element 2: (3, (15, 13), ['', '.', '%', '.'], [(17, 7), (6, 5), (10, 5)], [False, False, True, False], 96, False, [False, True, False, True], 1058, 'East', (16, 13))
Element 3: (3, (16, 13), ['', '.', '%', '.'], [(18, 7), (6, 4), (9, 5)], [False, False, True, False], 94, False, [False, True, False, True], 1097, 'East', (17, 13))
Element 4: (3, (17, 13), ['', '.', '%', '.'], [(17, 7), (6, 3), (9, 6)], [False, False, True, False], 92, False, [False, True, False, True], 1126, 'East', (18, 13))
Element 5: (3, (18, 13), ['', '.', '%', '%'], [(17, 6), (7, 3), (9, 7)], [False, False, True, True], 90, False, [False, True, False, False], 1155, 'South', (18, 12))
Element 6: (3, (18, 12), ['.', '.', '', '%'], [(17, 5), (8, 3), (10, 7)], [False, False, False, True], 88, False, [True, True, False, False], 2184, 'South', (18, 11))
Element 7: (3, (18, 11), ['.', '.', '', '%'], [(18, 5), (9, 3), (10, 8)], [False, False, False, True], 86, False, [True, True, False, False], 2223, 'South', (18, 10))
Element 8: (3, (18, 10), ['.', '%', '', '%'], [(18, 4), (9, 2), (9, 8)], [False, True, False, True], 84, False, [True, False, False, False], 3252, 'West', (17, 10))
Element 9: (3, (17, 10), ['.', '.', '.', ''], [(18, 3), (10, 2), (8, 8)], [False, False, False, False], 82, False, [True, True, True, False], 3291, 'North', (17, 11))
Element 10: (3, (17, 11), ['.', '', '.', ''], [(17, 3), (11, 2), (8, 9)], [False, False, False, False], 80, False, [True, False, True, False], 3330, 'North', (17, 12))
Element 11: (3, (17, 12), ['.', '', '', ''], [(17, 4), (12, 2), (7, 9)], [False, False, False, False], 78, False, [True, False, False, False], 3369, 'West', (16, 12))
Element 12: (3, (16, 12), ['.', '.', '', ''], [(16, 4), (13, 2), (7, 8)], [False, False, False, False], 76, False, [True, True, False, False], 3408, 'South', (16, 11))
Element 13: (3, (16, 11), ['%', '.', '', ''], [(16, 5), (14, 2), (6, 8)], [True, False, False, False], 74, False, [False, True, False, False], 3447, 'South', (16, 10))
Element 14: (3, (16, 10), ['%', '.', '', ''], [(15, 5), (14, 3), (6, 9)], [True, False, False, False], 72, False, [False, True, False, False], 3486, 'South', (16, 9))
Element 15: (3, (16, 9), ['%', '%', '', '.'], [(15, 6), (14, 4), (6, 8)], [True, True, False, False], 70, False, [False, False, False, True], 3515, 'East', (17, 9))
Element 16: (3, (17, 9), ['', '%', '', '%'], [(15, 7), (15, 4), (5, 8)], [False, True, False, True], 68, False, [False, False, False, False], 3554, 'West', (16, 9))
Element 17: (3, (16, 9), ['%', '%', '', ''], [(15, 8), (16, 4), (4, 8)], [True, True, False, False], 66, False, [False, False, False, False], 3573, 'North', (16, 10))
Element 18: (3, (16, 10), ['%', '', '', ''], [(14, 8), (16, 3), (5, 8)], [True, False, False, False], 64, False, [False, False, False, False], 3592, 'North', (16, 11))
Element 19: (3, (16, 11), ['%', '', '', ''], [(14, 7), (17, 3), (6, 8)], [True, False, False, False], 62, False, [False, False, False, False], 3601, 'North', (16, 12))
Element 20: (3, (16, 12), ['.', '', '', ''], [(14, 8), (18, 3), (7, 8)], [False, False, False, False], 60, False, [True, False, False, False], 3600, 'West', (15, 12))
Element 21: (3, (15, 12), ['%', '%', '', ''], [(13, 8), (18, 4), (7, 9)], [True, True, False, False], 58, False, [False, False, False, False], 3619, 'East', (16, 12))
Element 22: (3, (16, 12), ['', '', '', ''], [(14, 8), (18, 5), (6, 9)], [False, False, False, False], 56, False, [False, False, False, False], 3618, 'East', (17, 12))
