Element 1: (2, (9, 5), ['.', '.', '.', 'F'], [(3, 3), (6, 5), (11, 1)], [False, False, False, False], 98, False, [True, True, True, False], 19, 'East', (10, 5))
Element 2: (2, (10, 5), ['', '.', '%', '%'], [(4, 3), (6, 6), (12, 1)], [False, False, True, True], 96, False, [False, True, False, False], 1048, 'South', (10, 4))
Element 3: (2, (10, 4), ['.', '.', '', '.'], [(5, 3), (5, 6), (13, 1)], [False, False, False, False], 94, False, [True, True, False, True], 1087, 'East', (11, 4))
Element 4: (2, (11, 4), ['', '.', '%', '.'], [(6, 3), (5, 5), (14, 1)], [False, False, True, False], 92, False, [False, True, False, True], 1126, 'East', (12, 4))
Element 5: (2, (12, 4), ['', '%', '.', '.'], [(7, 3), (4, 5), (15, 1)], [False, True, False, False], 90, False, [False, False, True, True], 1165, 'East', (13, 4))
Element 6: (2, (13, 4), ['', '.', '.', '.'], [(8, 3), (4, 6), (14, 1)], [False, False, False, False], 88, False, [False, True, True, True], 2184, 'East', (14, 4))
Element 7: (2, (14, 4), ['', '.', '.', '.'], [(9, 3), (3, 6), (14, 2)], [False, False, False, False], 86, False, [False, True, True, True], 2223, 'East', (15, 4))
Element 8: (2, (15, 4), ['', '%', '.', '.'], [(9, 2), (3, 7), (14, 3)], [False, True, False, False], 84, False, [False, False, True, True], 3252, 'East', (16, 4))
Element 9: (2, (16, 4), ['', '.', '.', '.'], [(10, 2), (2, 7), (13, 3)], [False, False, False, False], 82, False, [False, True, True, True], 3291, 'East', (17, 4))
Element 10: (2, (17, 4), ['', '.', '.', '.'], [(11, 2), (2, 8), (13, 2)], [False, False, False, False], 80, False, [False, True, True, True], 4320, 'East', (18, 4))
Element 11: (2, (18, 4), ['', '.', '.', '%'], [(11, 3), (1, 8), (12, 2)], [False, False, False, True], 78, False, [False, True, True, False], 5349, 'North', (18, 5))
Element 12: (2, (18, 5), ['.', '', '%', '%'], [(10, 3), (1, 7), (11, 2)], [False, False, True, True], 76, False, [True, False, False, False], 5378, 'West', (17, 5))
Element 13: (2, (17, 5), ['.', '', '.', ''], [(10, 4), (1, 6), (11, 3)], [False, False, False, False], 74, False, [True, False, True, False], 5397, 'North', (17, 6))
Element 14: (2, (17, 6), ['.', '', '.', '%'], [(9, 4), (2, 6), (11, 4)], [False, False, False, True], 72, False, [True, False, True, False], 5426, 'North', (17, 7))
Element 15: (2, (17, 7), ['%', '', '%', '.'], [(8, 4), (2, 5), (12, 4)], [True, False, True, False], 70, False, [False, False, False, True], 5455, 'East', (18, 7))
Element 16: (2, (18, 7), ['', '%', '%', '%'], [(8, 5), (3, 5), (12, 5)], [False, True, True, True], 68, False, [False, False, False, False], 5494, 'West', (17, 7))
Element 17: (2, (17, 7), ['%', '', '%', ''], [(8, 6), (3, 4), (13, 5)], [True, False, True, False], 66, False, [False, False, False, False], 5523, 'South', (17, 6))
Element 18: (2, (17, 6), ['.', '', '', '%'], [(9, 6), (4, 4), (14, 5)], [False, False, False, True], 64, False, [True, False, False, False], 5552, 'West', (16, 6))
Element 19: (2, (16, 6), ['.', '.', '%', ''], [(9, 7), (4, 3), (15, 5)], [False, False, True, False], 62, False, [True, True, False, False], 5581, 'South', (16, 5))
Element 20: (2, (16, 5), ['', '', '', ''], [(10, 7), (4, 2), (15, 6)], [False, False, False, False], 60, False, [False, False, False, False], 5620, 'West', (15, 5))
Element 21: (2, (15, 5), ['', '', '', ''], [(10, 8), (5, 2), (15, 7)], [False, False, False, False], 58, False, [False, False, False, False], 5649, 'North', (15, 6))
Element 22: (2, (15, 6), ['%', '', '', ''], [(9, 8), (6, 2), (15, 8)], [True, False, False, False], 56, False, [False, False, False, False], 5678, 'North', (15, 7))
Element 23: (2, (15, 7), ['.', '', '', '%'], [(8, 8), (6, 1), (14, 8)], [False, False, False, True], 54, False, [True, False, False, False], 6697, 'West', (14, 7))
Element 24: (2, (14, 7), ['%', '%', '', ''], [(8, 9), (7, 1), (13, 8)], [True, True, False, False], 52, False, [False, False, False, False], 6736, 'North', (14, 8))
Element 25: (2, (14, 8), ['G', '', '%', ''], [(7, 9), (8, 1), (13, 8)], [False, False, True, False], 50, False, [False, False, False, False], 6755, 'East', (15, 8))
Element 26: (2, (15, 8), ['G', '', '%', '%'], [(7, 8), (9, 1), (14, 8)], [False, False, True, True], 48, False, [False, False, False, False], 6774, 'South', (15, 7))
Element 27: (2, (15, 7), ['', '', '', '%'], [(6, 8), (9, 2), (13, 8)], [False, False, False, True], 46, False, [False, False, False, False], 6783, 'West', (14, 7))
Element 28: (2, (14, 7), ['%', '%', 'G', ''], [(6, 9), (8, 2), (14, 8)], [True, True, False, False], 44, False, [False, False, False, False], 6802, 'East', (15, 7))
Element 29: (2, (15, 7), ['', '', '', '%'], [(6, 8), (7, 2), (13, 8)], [False, False, False, True], 42, False, [False, False, False, False], 6811, 'North', (15, 8))
Element 30: (2, (15, 8), ['', '', '%', '%'], [(5, 8), (7, 3), (13, 8)], [False, False, True, True], 40, False, [False, False, False, False], 6820, 'South', (15, 7))
Element 31: (2, (15, 7), ['', '', '', '%'], [(4, 8), (8, 3), (13, 8)], [False, False, False, True], 38, False, [False, False, False, False], 6829, 'South', (15, 6))
Element 32: (2, (15, 6), ['%', '', '', ''], [(5, 8), (9, 3), (14, 8)], [True, False, False, False], 36, False, [False, False, False, False], 6828, 'South', (15, 5))
Element 33: (2, (15, 5), ['', '', '', ''], [(6, 8), (10, 3), (13, 8)], [False, False, False, False], 34, False, [False, False, False, False], 6827, 'West', (14, 5))
