Element 1: (2, (9, 5), ['.', '.', '.', 'F'], [(6, 12), (5, 8), (16, 11)], [False, False, False, False], 98, False, [True, True, True, False], 19, 'East', (10, 5))
Element 2: (2, (10, 5), ['', '.', '%', '%'], [(7, 12), (6, 8), (17, 11)], [False, False, True, True], 96, False, [False, True, False, False], 1048, 'South', (10, 4))
Element 3: (2, (10, 4), ['.', '.', '', '.'], [(8, 12), (7, 8), (18, 11)], [False, False, False, False], 94, False, [True, True, False, True], 2077, 'East', (11, 4))
Element 4: (2, (11, 4), ['', '.', '%', '.'], [(9, 12), (8, 8), (18, 12)], [False, False, True, False], 92, False, [False, True, False, True], 2116, 'East', (12, 4))
Element 5: (2, (12, 4), ['', '%', '.', '.'], [(10, 12), (9, 8), (18, 13)], [False, True, False, False], 90, False, [False, False, True, True], 2155, 'East', (13, 4))
Element 6: (2, (13, 4), ['', '.', '.', '.'], [(11, 12), (10, 8), (17, 13)], [False, False, False, False], 88, False, [False, True, True, True], 2194, 'East', (14, 4))
Element 7: (2, (14, 4), ['', '.', '.', '.'], [(12, 12), (10, 7), (17, 12)], [False, False, False, False], 86, False, [False, True, True, True], 2233, 'East', (15, 4))
Element 8: (2, (15, 4), ['', '%', '.', '.'], [(13, 12), (9, 7), (16, 12)], [False, True, False, False], 84, False, [False, False, True, True], 2272, 'East', (16, 4))
Element 9: (2, (16, 4), ['', '.', '.', '.'], [(13, 13), (9, 6), (16, 13)], [False, False, False, False], 82, False, [False, True, True, True], 2311, 'East', (17, 4))
Element 10: (2, (17, 4), ['', '.', '.', '.'], [(14, 13), (8, 6), (15, 13)], [False, False, False, False], 80, False, [False, True, True, True], 2350, 'East', (18, 4))
Element 11: (2, (18, 4), ['', '.', '.', '%'], [(15, 13), (8, 5), (15, 12)], [False, False, False, True], 78, False, [False, True, True, False], 2379, 'North', (18, 5))
Element 12: (2, (18, 5), ['.', '', '%', '%'], [(16, 13), (8, 4), (16, 12)], [False, False, True, True], 76, False, [True, False, False, False], 2398, 'West', (17, 5))
Element 13: (2, (17, 5), ['.', '', '.', ''], [(17, 13), (8, 3), (15, 12)], [False, False, False, False], 74, False, [True, False, True, False], 3407, 'North', (17, 6))
Element 14: (2, (17, 6), ['.', '', '.', '%'], [(18, 13), (9, 3), (16, 12)], [False, False, False, True], 72, False, [True, False, True, False], 3426, 'North', (17, 7))
Element 15: (2, (17, 7), ['%', '', '%', '.'], [(18, 12), (9, 2), (15, 12)], [True, False, True, False], 70, False, [False, False, False, True], 4435, 'East', (18, 7))
Element 16: (2, (18, 7), ['', '%', '%', '%'], [(18, 11), (10, 2), (16, 12)], [False, True, True, True], 68, False, [False, False, False, False], 4454, 'West', (17, 7))
Element 17: (2, (17, 7), ['%', '', '%', ''], [(18, 10), (11, 2), (17, 12)], [True, False, True, False], 66, False, [False, False, False, False], 4473, 'South', (17, 6))
Element 18: (2, (17, 6), ['.', '', '', '%'], [(17, 10), (12, 2), (17, 13)], [False, False, False, True], 64, False, [True, False, False, False], 4492, 'West', (16, 6))
