Element 1: (3, (17, 5), ['.', 'G', '.', '.'], [(8, 8), (13, 2), (17, 4)], [False, False, False, False], 98, False, [True, False, True, True], 29, 'East', (18, 5))
Element 2: (3, (18, 5), ['', 'G', '%', '%'], [(9, 8), (14, 2), (18, 4)], [False, False, True, True], 96, False, [False, False, False, False], 68, 'West', (17, 5))
Element 3: (3, (17, 5), ['.', '', '.', ''], [(10, 8), (14, 3), (18, 3)], [False, False, False, False], 94, False, [True, False, True, False], 97, 'North', (17, 6))
Element 4: (3, (17, 6), ['.', '', '.', '%'], [(10, 7), (14, 4), (17, 3)], [False, False, False, True], 92, False, [True, False, True, False], 136, 'North', (17, 7))
Element 5: (3, (17, 7), ['%', '', '%', '.'], [(9, 7), (15, 4), (16, 3)], [True, False, True, False], 90, False, [False, False, False, True], 175, 'East', (18, 7))
Element 6: (3, (18, 7), ['', '%', '%', '%'], [(9, 6), (15, 5), (17, 3)], [False, True, True, True], 88, False, [False, False, False, False], 204, 'West', (17, 7))
Element 7: (3, (17, 7), ['%', '', '%', ''], [(9, 5), (16, 5), (18, 3)], [True, False, True, False], 86, False, [False, False, False, False], 223, 'South', (17, 6))
Element 8: (3, (17, 6), ['G', '', '', '%'], [(10, 5), (16, 6), (18, 4)], [False, False, False, True], 84, False, [False, False, False, False], 1232, 'South', (17, 5))
Element 9: (3, (17, 5), ['', '', '', 'G'], [(10, 4), (15, 6), (18, 5)], [False, False, False, False], 82, False, [False, False, False, False], 1251, 'North', (17, 6))
Element 10: (3, (17, 6), ['', 'G', '', '%'], [(11, 4), (15, 7), (17, 5)], [False, False, False, True], 80, False, [False, False, False, False], 1270, 'West', (16, 6))
Element 11: (3, (16, 6), ['', '', '%', 'G'], [(12, 4), (15, 8), (17, 6)], [False, False, True, False], 78, False, [False, False, False, False], 1289, 'South', (16, 5))
Element 12: (3, (16, 5), ['', '', '', ''], [(13, 4), (14, 8), (17, 7)], [False, False, False, False], 76, False, [False, False, False, False], 1308, 'South', (16, 4))
Element 13: (3, (16, 4), ['', '', '', ''], [(13, 5), (14, 7), (18, 7)], [False, False, False, False], 74, False, [False, False, False, False], 1327, 'East', (17, 4))
Element 14: (3, (17, 4), ['', '', '', ''], [(14, 5), (14, 8), (17, 7)], [False, False, False, False], 72, False, [False, False, False, False], 1336, 'East', (18, 4))
Element 15: (3, (18, 4), ['', '', '', '%'], [(15, 5), (13, 8), (17, 6)], [False, False, False, True], 70, False, [False, False, False, False], 1345, 'South', (18, 3))
Element 16: (3, (18, 3), ['', '%', '', '%'], [(16, 5), (14, 8), (16, 6)], [False, True, False, True], 68, False, [False, False, False, False], 1344, 'West', (17, 3))
Element 17: (3, (17, 3), ['', '%', '', ''], [(17, 5), (15, 8), (16, 5)], [False, True, False, False], 66, False, [False, False, False, False], 1343, 'West', (16, 3))
Element 18: (3, (16, 3), ['%', '%', '', ''], [(18, 5), (15, 7), (15, 5)], [True, True, False, False], 64, False, [False, False, False, False], 1342, 'East', (17, 3))
Element 19: (3, (17, 3), ['', '%', '', ''], [(18, 4), (14, 7), (15, 6)], [False, True, False, False], 62, False, [False, False, False, False], 1341, 'East', (18, 3))
Element 20: (3, (18, 3), ['', '%', '', '%'], [(17, 4), (15, 7), (15, 5)], [False, True, False, True], 60, False, [False, False, False, False], 1340, 'North', (18, 4))
Element 21: (3, (18, 4), ['', '', '', '%'], [(17, 3), (15, 6), (15, 4)], [False, False, False, True], 58, False, [False, False, False, False], 1339, 'West', (17, 4))
Element 22: (3, (17, 4), ['', '', '', ''], [(18, 3), (16, 6), (14, 4)], [False, False, False, False], 56, False, [False, False, False, False], 1338, 'South', (17, 3))
Element 23: (3, (17, 3), ['', '%', '', ''], [(18, 4), (17, 6), (14, 5)], [False, True, False, False], 54, False, [False, False, False, False], 1337, 'North', (17, 4))
Element 24: (3, (17, 4), ['', '', '', ''], [(18, 3), (17, 7), (13, 5)], [False, False, False, False], 52, False, [False, False, False, False], 1336, 'West', (16, 4))
Element 25: (3, (16, 4), ['', '', '', ''], [(17, 3), (18, 7), (13, 6)], [False, False, False, False], 50, False, [False, False, False, False], 1345, 'South', (16, 3))
Element 26: (3, (16, 3), ['%', '%', '', ''], [(17, 4), (17, 7), (12, 6)], [True, True, False, False], 48, False, [False, False, False, False], 1354, 'North', (16, 4))
Element 27: (3, (16, 4), ['', '', '', ''], [(17, 3), (17, 6), (12, 5)], [False, False, False, False], 46, False, [False, False, False, False], 1363, 'West', (15, 4))
Element 28: (3, (15, 4), ['', '%', '', ''], [(17, 4), (17, 5), (12, 4)], [False, True, False, False], 44, False, [False, False, False, False], 1362, 'North', (15, 5))
Element 29: (3, (15, 5), ['', '', '', ''], [(18, 4), (18, 5), (13, 4)], [False, False, False, False], 42, False, [False, False, False, False], 1361, 'North', (15, 6))
Element 30: (3, (15, 6), ['%', '', '', ''], [(17, 4), (18, 4), (13, 3)], [True, False, False, False], 40, False, [False, False, False, False], 1370, 'North', (15, 7))
Element 31: (3, (15, 7), ['', '', '', '%'], [(17, 5), (18, 3), (14, 3)], [False, False, False, True], 38, False, [False, False, False, False], 1369, 'North', (15, 8))
Element 32: (3, (15, 8), ['', '', '%', '%'], [(17, 6), (17, 3), (14, 2)], [False, False, True, True], 36, False, [False, False, False, False], 1368, 'West', (14, 8))
Element 33: (3, (14, 8), ['', '', '%', ''], [(17, 7), (17, 4), (14, 1)], [False, False, True, False], 34, False, [False, False, False, False], 1377, 'South', (14, 7))
Element 34: (3, (14, 7), ['%', '%', '', ''], [(18, 7), (16, 4), (15, 1)], [True, True, False, False], 32, False, [False, False, False, False], 1386, 'North', (14, 8))
Element 35: (3, (14, 8), ['', '', '%', ''], [(17, 7), (16, 3), (14, 1)], [False, False, True, False], 30, False, [False, False, False, False], 1385, 'West', (13, 8))
Element 36: (3, (13, 8), ['%', '%', '%', ''], [(17, 6), (16, 4), (13, 1)], [True, True, True, False], 28, False, [False, False, False, False], 1394, 'East', (14, 8))
Element 37: (3, (14, 8), ['', '', '%', ''], [(16, 6), (17, 4), (12, 1)], [False, False, True, False], 26, False, [False, False, False, False], 1403, 'East', (15, 8))
Element 38: (3, (15, 8), ['', '', '%', '%'], [(15, 6), (17, 3), (11, 1)], [False, False, True, True], 24, False, [False, False, False, False], 1412, 'South', (15, 7))
Element 39: (3, (15, 7), ['', '', '', '%'], [(16, 6), (16, 3), (11, 2)], [False, False, False, True], 22, False, [False, False, False, False], 1421, 'West', (14, 7))
Element 40: (3, (14, 7), ['%', '%', '', ''], [(17, 6), (17, 3), (11, 3)], [True, True, False, False], 20, False, [False, False, False, False], 1430, 'East', (15, 7))
