Element 1: (0, (6, 12), ['.', '.', '.', '.'], [(4, 3), (6, 3), (12, 1)], [False, False, False, False], 98, False, [True, True, True, True], 0, 'East', (7, 12))
Element 2: (0, (7, 12), ['', '%', '.', 'F'], [(5, 3), (7, 3), (13, 1)], [False, True, False, False], 96, False, [False, False, True, False], 39, 'East', (8, 12))
Element 3: (0, (8, 12), ['', '%', '%', '.'], [(5, 2), (8, 3), (14, 1)], [False, True, True, False], 94, False, [False, False, False, True], 2058, 'East', (9, 12))
Element 4: (0, (9, 12), ['', '%', '.', '.'], [(6, 2), (9, 3), (15, 1)], [False, True, False, False], 92, False, [False, False, True, True], 2097, 'East', (10, 12))
Element 5: (0, (10, 12), ['', '%', '.', '.'], [(6, 1), (9, 2), (14, 1)], [False, True, False, False], 90, False, [False, False, True, True], 4106, 'East', (11, 12))
Element 6: (0, (11, 12), ['', '%', '%', '.'], [(7, 1), (10, 2), (14, 2)], [False, True, True, False], 88, False, [False, False, False, True], 4145, 'East', (12, 12))
Element 7: (0, (12, 12), ['', '.', '.', '.'], [(8, 1), (11, 2), (14, 3)], [False, False, False, False], 86, False, [False, True, True, True], 4184, 'East', (13, 12))
Element 8: (0, (13, 12), ['', '.', '.', '%'], [(9, 1), (12, 2), (14, 4)], [False, False, False, True], 84, False, [False, True, True, False], 4223, 'North', (13, 13))
Element 9: (0, (13, 13), ['.', '', '%', '.'], [(9, 2), (13, 2), (15, 4)], [False, False, True, False], 82, False, [True, False, False, True], 4252, 'East', (14, 13))
Element 10: (0, (14, 13), ['', '%', '%', '.'], [(8, 2), (13, 3), (16, 4)], [False, True, True, False], 80, False, [False, False, False, True], 4291, 'East', (15, 13))
Element 11: (0, (15, 13), ['', '.', '%', '.'], [(7, 2), (13, 4), (17, 4)], [False, False, True, False], 78, False, [False, True, False, True], 4330, 'East', (16, 13))
Element 12: (0, (16, 13), ['', '.', '%', '.'], [(7, 3), (13, 5), (18, 4)], [False, False, True, False], 76, False, [False, True, False, True], 4359, 'East', (17, 13))
Element 13: (0, (17, 13), ['', '.', '%', '.'], [(8, 3), (14, 5), (18, 5)], [False, False, True, False], 74, False, [False, True, False, True], 4388, 'East', (18, 13))
Element 14: (0, (18, 13), ['', '.', '%', '%'], [(8, 4), (15, 5), (17, 5)], [False, False, True, True], 72, False, [False, True, False, False], 4427, 'South', (18, 12))
Element 15: (0, (18, 12), ['.', '.', '', '%'], [(9, 4), (16, 5), (17, 6)], [False, False, False, True], 70, False, [True, True, False, False], 4466, 'South', (18, 11))
Element 16: (0, (18, 11), ['.', '.', '', '%'], [(10, 4), (16, 6), (17, 7)], [False, False, False, True], 68, False, [True, True, False, False], 4505, 'South', (18, 10))
Element 17: (0, (18, 10), ['.', '%', '', '%'], [(10, 5), (15, 6), (18, 7)], [False, True, False, True], 66, False, [True, False, False, False], 5534, 'West', (17, 10))
Element 18: (0, (17, 10), ['.', '.', '.', ''], [(9, 5), (15, 7), (17, 7)], [False, False, False, False], 64, False, [True, True, True, False], 5563, 'North', (17, 11))
Element 19: (0, (17, 11), ['.', '', '.', ''], [(9, 6), (15, 8), (17, 6)], [False, False, False, False], 62, False, [True, False, True, False], 5592, 'North', (17, 12))
