Element 1: (1, (6, 4), ['%', '.', '.', '%'], [(17, 7), (6, 6), (18, 10)], [True, False, False, True], 98, False, [False, True, True, False], 9, 'North', (6, 5))
Element 2: (1, (6, 5), ['.', '', '', '%'], [(18, 7), (5, 6), (18, 11)], [False, False, False, True], 96, False, [True, False, False, False], 48, 'West', (5, 5))
Element 3: (1, (5, 5), ['.', '%', '', ''], [(17, 7), (4, 6), (18, 12)], [False, True, False, False], 94, False, [True, False, False, False], 77, 'West', (4, 5))
Element 4: (1, (4, 5), ['.', '.', '', ''], [(17, 6), (3, 6), (18, 13)], [False, False, False, False], 92, False, [True, True, False, False], 106, 'South', (4, 4))
Element 5: (1, (4, 4), ['.', '.', '', '%'], [(17, 5), (3, 7), (17, 13)], [False, False, False, True], 90, False, [True, True, False, False], 145, 'South', (4, 3))
Element 6: (1, (4, 3), ['.', '.', '', '.'], [(18, 5), (2, 7), (17, 12)], [False, False, False, False], 88, False, [True, True, False, True], 184, 'East', (5, 3))
Element 7: (1, (5, 3), ['', '.', '%', '.'], [(18, 4), (2, 8), (17, 11)], [False, False, True, False], 86, False, [False, True, False, True], 1213, 'East', (6, 3))
Element 8: (1, (6, 3), ['', '.', '', '.'], [(18, 3), (1, 8), (17, 10)], [False, False, False, False], 84, False, [False, True, False, True], 2242, 'East', (7, 3))
Element 9: (1, (7, 3), ['', '.', '%', 'F'], [(17, 3), (1, 7), (17, 9)], [False, False, True, False], 82, False, [False, True, False, False], 2281, 'East', (8, 3))
Element 10: (1, (8, 3), ['', '.', '.', '.'], [(17, 4), (1, 6), (16, 9)], [False, False, False, False], 80, False, [False, True, True, True], 3310, 'East', (9, 3))
Element 11: (1, (9, 3), ['', 'F', '.', '.'], [(16, 4), (2, 6), (16, 10)], [False, False, False, False], 78, False, [False, False, True, True], 3349, 'South', (9, 2))
Element 12: (1, (9, 2), ['.', '.', '', '.'], [(16, 5), (2, 5), (16, 11)], [False, False, False, False], 76, False, [True, True, False, True], 4378, 'East', (10, 2))
Element 13: (1, (10, 2), ['', '%', '.', '.'], [(16, 6), (3, 5), (16, 12)], [False, True, False, False], 74, False, [False, False, True, True], 4417, 'East', (11, 2))
Element 14: (1, (11, 2), ['', '.', '.', '.'], [(15, 6), (3, 4), (16, 13)], [False, False, False, False], 72, False, [False, True, True, True], 4456, 'East', (12, 2))
Element 15: (1, (12, 2), ['', '.', '%', '.'], [(15, 7), (3, 3), (15, 13)], [False, False, True, False], 70, False, [False, True, False, True], 4495, 'East', (13, 2))
Element 16: (1, (13, 2), ['', '.', '.', '.'], [(15, 8), (2, 3), (15, 12)], [False, False, False, False], 68, False, [False, True, True, True], 4534, 'East', (14, 2))
Element 17: (1, (14, 2), ['', '.', '.', '%'], [(14, 8), (2, 4), (15, 13)], [False, False, False, True], 66, False, [False, True, True, False], 4563, 'North', (14, 3))
Element 18: (1, (14, 3), ['.', '', '.', '%'], [(14, 7), (1, 4), (14, 13)], [False, False, False, True], 64, False, [True, False, True, False], 4602, 'North', (14, 4))
Element 19: (1, (14, 4), ['.', '', '.', '.'], [(14, 8), (1, 5), (13, 13)], [False, False, False, False], 62, False, [True, False, True, True], 4631, 'East', (15, 4))
Element 20: (1, (15, 4), ['', '%', '.', ''], [(13, 8), (1, 4), (13, 12)], [False, True, False, False], 60, False, [False, False, True, False], 4660, 'North', (15, 5))
Element 21: (1, (15, 5), ['.', '', '', ''], [(14, 8), (2, 4), (13, 11)], [False, False, False, False], 58, False, [True, False, False, False], 4679, 'West', (14, 5))
Element 22: (1, (14, 5), ['.', '', '%', ''], [(15, 8), (2, 3), (12, 11)], [False, False, True, False], 56, False, [True, False, False, False], 4698, 'West', (13, 5))
