Element 1: (3, (17, 12), ['.', 'G', '.', '.'], [(9, 5), (13, 6), (17, 11)], [False, False, False, False], 98, False, [True, False, True, True], 29, 'East', (18, 12))
Element 2: (3, (18, 12), ['', 'G', '.', '%'], [(10, 5), (13, 5), (18, 11)], [False, False, False, True], 96, False, [False, False, True, False], 1058, 'North', (18, 13))
Element 3: (3, (18, 13), ['.', '', '%', '%'], [(10, 4), (14, 5), (18, 10)], [False, False, True, True], 94, False, [True, False, False, False], 1097, 'West', (17, 13))
Element 4: (3, (17, 13), ['.', '', '%', ''], [(11, 4), (15, 5), (17, 10)], [False, False, True, False], 92, False, [True, False, False, False], 1136, 'West', (16, 13))
Element 5: (3, (16, 13), ['.', '.', '%', ''], [(12, 4), (16, 5), (17, 9)], [False, False, True, False], 90, False, [True, True, False, False], 1175, 'South', (16, 12))
Element 6: (3, (16, 12), ['.', '', '', ''], [(13, 4), (17, 5), (16, 9)], [False, False, False, False], 88, False, [True, False, False, False], 1214, 'West', (15, 12))
Element 7: (3, (15, 12), ['%', '%', '.', ''], [(14, 4), (18, 5), (16, 10)], [True, True, False, False], 86, False, [False, False, True, False], 1253, 'North', (15, 13))
Element 8: (3, (15, 13), ['.', '', '%', ''], [(15, 4), (18, 4), (16, 9)], [False, False, True, False], 84, False, [True, False, False, False], 1282, 'West', (14, 13))
Element 9: (3, (14, 13), ['.', '%', '%', ''], [(16, 4), (18, 3), (17, 9)], [False, True, True, False], 82, False, [True, False, False, False], 1311, 'West', (13, 13))
Element 10: (3, (13, 13), ['.', '.', '%', ''], [(17, 4), (17, 3), (17, 10)], [False, False, True, False], 80, False, [True, True, False, False], 1340, 'South', (13, 12))
Element 11: (3, (13, 12), ['.', '.', '', '%'], [(18, 4), (16, 3), (16, 10)], [False, False, False, True], 78, False, [True, True, False, False], 1359, 'South', (13, 11))
Element 12: (3, (13, 11), ['.', '%', '', '%'], [(18, 5), (16, 4), (17, 10)], [False, True, False, True], 76, False, [True, False, False, False], 1368, 'West', (12, 11))
Element 13: (3, (12, 11), ['%', '%', '.', ''], [(17, 5), (17, 4), (18, 10)], [True, True, False, False], 74, False, [False, False, True, False], 1377, 'North', (12, 12))
Element 14: (3, (12, 12), ['.', '', '.', ''], [(17, 6), (16, 4), (18, 11)], [False, False, False, False], 72, False, [True, False, True, False], 1396, 'North', (12, 13))
Element 15: (3, (12, 13), ['%', '', '%', ''], [(17, 7), (15, 4), (18, 12)], [True, False, True, False], 70, False, [False, False, False, False], 1415, 'South', (12, 12))
Element 16: (3, (12, 12), ['.', '', '', ''], [(18, 7), (14, 4), (18, 13)], [False, False, False, False], 68, False, [True, False, False, False], 1424, 'West', (11, 12))
Element 17: (3, (11, 12), ['.', '%', '%', ''], [(17, 7), (14, 3), (17, 13)], [False, True, True, False], 66, False, [True, False, False, False], 1443, 'West', (10, 12))
Element 18: (3, (10, 12), ['.', '%', '.', ''], [(17, 6), (14, 2), (17, 12)], [False, True, False, False], 64, False, [True, False, True, False], 1462, 'North', (10, 13))
Element 19: (3, (10, 13), ['.', '', '%', '%'], [(16, 6), (14, 1), (16, 12)], [False, False, True, True], 62, False, [True, False, False, False], 1491, 'West', (9, 13))
Element 20: (3, (9, 13), ['%', '.', '%', ''], [(15, 6), (15, 1), (16, 13)], [True, False, True, False], 60, False, [False, True, False, False], 1520, 'South', (9, 12))
Element 21: (3, (9, 12), ['F', '%', '', ''], [(15, 7), (14, 1), (15, 13)], [False, True, False, False], 58, False, [False, False, False, False], 1539, 'West', (8, 12))
Element 22: (3, (8, 12), ['.', '%', '%', ''], [(15, 8), (13, 1), (15, 12)], [False, True, True, False], 56, False, [True, False, False, False], 2558, 'West', (7, 12))
Element 23: (3, (7, 12), ['.', '%', '.', ''], [(14, 8), (13, 2), (15, 13)], [False, True, False, False], 54, False, [True, False, True, False], 2587, 'North', (7, 13))
Element 24: (3, (7, 13), ['.', '', '%', '%'], [(14, 7), (13, 3), (14, 13)], [False, False, True, True], 52, False, [True, False, False, False], 2616, 'West', (6, 13))
Element 25: (3, (6, 13), ['.', '.', '%', ''], [(14, 8), (13, 4), (13, 13)], [False, False, True, False], 50, False, [True, True, False, False], 2625, 'South', (6, 12))
Element 26: (3, (6, 12), ['.', '.', '', ''], [(13, 8), (12, 4), (13, 12)], [False, False, False, False], 48, False, [True, True, False, False], 2644, 'South', (6, 11))
Element 27: (3, (6, 11), ['.', '%', '', '%'], [(14, 8), (12, 5), (13, 11)], [False, True, False, True], 46, False, [True, False, False, False], 2663, 'West', (5, 11))
Element 28: (3, (5, 11), ['.', '%', '.', ''], [(15, 8), (12, 4), (12, 11)], [False, True, False, False], 44, False, [True, False, True, False], 2672, 'North', (5, 12))
Element 29: (3, (5, 12), ['.', '', '.', ''], [(15, 7), (11, 4), (12, 12)], [False, False, False, False], 42, False, [True, False, True, False], 2681, 'North', (5, 13))
Element 30: (3, (5, 13), ['.', '', '%', ''], [(14, 7), (11, 3), (12, 13)], [False, False, True, False], 40, False, [True, False, False, False], 2700, 'West', (4, 13))
Element 31: (3, (4, 13), ['.', '.', '%', ''], [(15, 7), (11, 2), (12, 12)], [False, False, True, False], 38, False, [True, True, False, False], 2719, 'South', (4, 12))
Element 32: (3, (4, 12), ['.', '.', '', ''], [(15, 6), (12, 2), (11, 12)], [False, False, False, False], 36, False, [True, True, False, False], 2738, 'South', (4, 11))
Element 33: (3, (4, 11), ['%', '.', '', ''], [(15, 5), (12, 1), (10, 12)], [True, False, False, False], 34, False, [False, True, False, False], 2757, 'South', (4, 10))
Element 34: (3, (4, 10), ['.', '%', '', '%'], [(16, 5), (11, 1), (10, 13)], [False, True, False, True], 32, False, [True, False, False, False], 2776, 'West', (3, 10))
Element 35: (3, (3, 10), ['.', '%', '%', ''], [(15, 5), (12, 1), (9, 13)], [False, True, True, False], 30, False, [True, False, False, False], 2785, 'West', (2, 10))
Element 36: (3, (2, 10), ['.', '%', 'F', ''], [(14, 5), (12, 2), (9, 12)], [False, True, False, False], 28, False, [True, False, False, False], 2794, 'North', (2, 11))
Element 37: (3, (2, 11), ['F', '', '.', '%'], [(13, 5), (11, 2), (8, 12)], [False, False, False, True], 26, False, [False, False, True, False], 3793, 'West', (1, 11))
Element 38: (3, (1, 11), ['%', '.', '.', ''], [(13, 6), (11, 1), (7, 12)], [True, False, False, False], 24, False, [False, True, True, False], 4792, 'North', (1, 12))
Element 39: (3, (1, 12), ['%', '', '.', '.'], [(12, 6), (11, 2), (7, 13)], [True, False, False, False], 22, False, [False, False, True, True], 4801, 'East', (2, 12))
Element 40: (3, (2, 12), ['', '', '%', '.'], [(11, 6), (10, 2), (6, 13)], [False, False, True, False], 20, False, [False, False, False, True], 4830, 'East', (3, 12))
Element 41: (3, (3, 12), ['', '%', '.', ''], [(12, 6), (9, 2), (6, 12)], [False, True, False, False], 18, False, [False, False, True, False], 5839, 'North', (3, 13))
Element 42: (3, (3, 13), ['%', '', '%', ''], [(12, 5), (9, 3), (6, 11)], [True, False, True, False], 16, False, [False, False, False, False], 5858, 'South', (3, 12))
Element 43: (3, (3, 12), ['', '%', '', ''], [(12, 6), (8, 3), (5, 11)], [False, True, False, False], 14, False, [False, False, False, False], 6857, 'West', (2, 12))
Element 44: (3, (2, 12), ['', '', '%', ''], [(13, 6), (8, 4), (5, 12)], [False, False, True, False], 12, False, [False, False, False, False], 6866, 'West', (1, 12))
Element 45: (3, (1, 12), ['%', '', '.', ''], [(13, 5), (9, 4), (5, 13)], [True, False, False, False], 10, False, [False, False, True, False], 6875, 'North', (1, 13))
Element 46: (3, (1, 13), ['%', '', '%', '%'], [(12, 5), (10, 4), (4, 13)], [True, False, True, True], 8, False, [False, False, False, False], 6884, 'South', (1, 12))
Element 47: (3, (1, 12), ['%', '', '', ''], [(13, 5), (10, 3), (4, 12)], [True, False, False, False], 6, False, [False, False, False, False], 6893, 'South', (1, 11))
Element 48: (3, (1, 11), ['%', '.', '', ''], [(14, 5), (10, 4), (4, 11)], [True, False, False, False], 4, False, [False, True, False, False], 6892, 'South', (1, 10))
Element 49: (3, (1, 10), ['%', '%', '', ''], [(15, 5), (10, 5), (4, 10)], [True, True, False, False], 2, False, [False, False, False, False], 6901, 'North', (1, 11))
Element 50: (3, (1, 11), ['%', '', '', ''], [(15, 5), (10, 5), (4, 10)], [True, False, False, False], 0, False, [False, False, False, False], 6900, 'Stop', (1, 11))
Element 51: #0#
