Element 1: (1, (1, 7), ['%', '.', 'F', '.'], [(9, 7), (12, 13), (13, 13)], [True, False, False, False], 98, False, [False, True, False, True], 9, 'North', (1, 8))
Element 2: (1, (1, 8), ['%', '', '%', 'F'], [(10, 7), (12, 12), (14, 13)], [True, False, True, False], 96, False, [False, False, False, False], 1038, 'East', (2, 8))
Element 3: (1, (2, 8), ['', '.', '%', '%'], [(10, 8), (13, 12), (15, 13)], [False, False, True, True], 94, False, [False, True, False, False], 2067, 'South', (2, 7))
Element 4: (1, (2, 7), ['', '.', '', '.'], [(9, 8), (13, 11), (16, 13)], [False, False, False, False], 92, False, [False, True, False, True], 2106, 'East', (3, 7))
Element 5: (1, (3, 7), ['', '.', '%', '%'], [(8, 8), (12, 11), (17, 13)], [False, False, True, True], 90, False, [False, True, False, False], 2145, 'South', (3, 6))
Element 6: (1, (3, 6), ['.', '.', '', '.'], [(8, 9), (13, 11), (18, 13)], [False, False, False, False], 88, False, [True, True, False, True], 2174, 'East', (4, 6))
Element 7: (1, (4, 6), ['', '.', '%', '.'], [(7, 9), (13, 12), (18, 12)], [False, False, True, False], 86, False, [False, True, False, True], 2203, 'East', (5, 6))
Element 8: (1, (5, 6), ['', '.', '%', '.'], [(7, 8), (13, 13), (18, 11)], [False, False, True, False], 84, False, [False, True, False, True], 2232, 'East', (6, 6))
Element 9: (1, (6, 6), ['', '.', '%', '%'], [(6, 8), (14, 13), (18, 10)], [False, False, True, True], 82, False, [False, True, False, False], 2261, 'South', (6, 5))
Element 10: (1, (6, 5), ['.', '.', '', '%'], [(6, 9), (15, 13), (17, 10)], [False, False, False, True], 80, False, [True, True, False, False], 2290, 'South', (6, 4))
Element 11: (1, (6, 4), ['%', '.', '', '%'], [(6, 8), (15, 12), (17, 11)], [True, False, False, True], 78, False, [False, True, False, False], 2319, 'South', (6, 3))
Element 12: (1, (6, 3), ['.', '.', '', '.'], [(5, 8), (16, 12), (17, 12)], [False, False, False, False], 76, False, [True, True, False, True], 2358, 'East', (7, 3))
Element 13: (1, (7, 3), ['', '.', '%', 'F'], [(4, 8), (16, 11), (16, 12)], [False, False, True, False], 74, False, [False, True, False, False], 2387, 'East', (8, 3))
Element 14: (1, (8, 3), ['', '.', '.', '.'], [(5, 8), (16, 10), (16, 11)], [False, False, False, False], 72, False, [False, True, True, True], 3396, 'East', (9, 3))
Element 15: (1, (9, 3), ['', 'F', '.', '.'], [(6, 8), (16, 9), (16, 10)], [False, False, False, False], 70, False, [False, False, True, True], 3415, 'South', (9, 2))
Element 16: (1, (9, 2), ['.', '.', '', '.'], [(7, 8), (17, 9), (16, 9)], [False, False, False, False], 68, False, [True, True, False, True], 4424, 'East', (10, 2))
Element 17: (1, (10, 2), ['', '%', '.', '.'], [(7, 9), (17, 10), (17, 9)], [False, True, False, False], 66, False, [False, False, True, True], 4433, 'East', (11, 2))
